"HEROP_ID","GEOID","TotTracts","RxCtTmDr","RxCtTmDr2","RxTmDrP","RxTmDrP2","RxAvTmDr","RxAvTmDr2"
"050US20205","20205",4,4,3,100,75,4.33,8.66
"050US20207","20207",2,2,2,100,100,0.73,1.46
"050US20209","20209",64,64,64,100,100,2.99,5.98
"050US21001","21001",7,7,4,100,57.14,11.7,23.41
"050US21003","21003",6,6,5,100,83.33,8.96,17.91
"050US21005","21005",6,6,6,100,100,6.53,13.07
"050US21007","21007",3,3,0,100,0,25.76,51.52
"050US21009","21009",13,12,11,92.31,84.62,6.89,13.78
"050US21011","21011",4,4,2,100,50,10,20
"050US21013","21013",9,8,5,88.89,55.56,12.55,25.1
"050US21015","21015",30,30,27,100,90,4.63,9.26
"050US21017","21017",8,8,6,100,75,6.77,13.54
"050US21019","21019",15,15,15,100,100,5.41,10.82
"050US21021","21021",7,7,6,100,85.71,5.75,11.5
"050US21023","21023",3,3,3,100,100,4.68,9.36
"050US21025","21025",7,7,4,100,57.14,13.06,26.12
"050US21027","21027",6,6,2,100,33.33,12.28,24.57
"050US21029","21029",22,21,20,95.45,90.91,7.47,14.94
"050US21031","21031",6,6,3,100,50,15.01,30.02
"050US21033","21033",4,4,2,100,50,10.59,21.18
"050US21035","21035",11,11,11,100,100,5.39,10.77
"050US21037","21037",25,25,25,100,100,3.13,6.27
"050US21039","21039",3,3,1,100,33.33,12.68,25.36
"050US21041","21041",3,2,0,66.67,0,26.07,52.13
"050US21043","21043",8,6,4,75,50,15.4,30.81
"050US21045","21045",6,6,3,100,50,12.89,25.78
"050US21047","21047",21,21,17,100,80.95,7.91,15.82
"050US21049","21049",10,10,9,100,90,4.83,9.66
"050US21051","21051",8,8,3,100,37.5,14.07,28.15
"050US21053","21053",4,4,4,100,100,5.76,11.51
"050US21055","21055",4,4,1,100,25,12.28,24.55
"050US21057","21057",2,2,0,100,0,24.29,48.58
"050US21059","21059",24,24,21,100,87.5,4.58,9.16
"050US21061","21061",5,5,1,100,20,18.3,36.6
"050US21063","21063",3,1,0,33.33,0,34.4,68.79
"050US21065","21065",6,6,4,100,66.67,11.07,22.15
"050US21067","21067",82,82,82,100,100,2.58,5.16
"050US21069","21069",4,4,2,100,50,10.16,20.33
"050US21071","21071",14,14,13,100,92.86,6.07,12.13
"050US21073","21073",20,20,19,100,95,5.5,10.99
"050US21075","21075",2,2,1,100,50,8.85,17.69
"050US21077","21077",3,3,0,100,0,23.14,46.29
"050US21079","21079",6,6,4,100,66.67,9.68,19.36
"050US21081","21081",7,7,4,100,57.14,9.15,18.3
"050US21083","21083",10,10,8,100,80,8.63,17.25
"050US21085","21085",9,9,4,100,44.44,11.83,23.66
"050US21087","21087",4,4,1,100,25,13.9,27.8
"050US21089","21089",9,9,7,100,77.78,6.9,13.8
"050US21091","21091",3,3,1,100,33.33,15.98,31.97
"050US21093","21093",28,28,26,100,92.86,6.25,12.5
"050US21095","21095",11,9,6,81.82,54.55,14.21,28.43
"050US21097","21097",5,5,2,100,40,14.45,28.9
"050US21099","21099",6,6,4,100,66.67,10.3,20.61
"050US21101","21101",14,14,11,100,78.57,6.52,13.05
"050US21103","21103",5,5,3,100,60,8.58,17.15
"050US21105","21105",1,1,0,100,0,19.16,38.32
"050US21107","21107",13,13,12,100,92.31,3.89,7.79
"050US21109","21109",5,4,0,80,0,23.26,46.52
"050US21111","21111",216,216,215,100,99.54,2.51,5.03
"050US21113","21113",11,11,11,100,100,2.1,4.2
"050US21115","21115",7,7,5,100,71.43,11.67,23.35
"050US21117","21117",44,44,44,100,100,2.94,5.88
"050US21119","21119",5,5,4,100,80,9.95,19.9
"050US21121","21121",11,10,9,90.91,81.82,9.85,19.69
"050US21123","21123",5,5,4,100,80,7.06,14.12
"050US21125","21125",16,16,14,100,87.5,7.73,15.45
"050US21127","21127",6,6,2,100,33.33,17.54,35.07
"050US21129","21129",3,3,1,100,33.33,12.56,25.13
"050US21131","21131",4,4,2,100,50,13.32,26.65
"050US21133","21133",10,10,4,100,40,16.49,32.99
"050US21135","21135",4,3,2,75,50,12.69,25.38
"050US21137","21137",7,7,5,100,71.43,10.93,21.87
"050US21139","21139",3,3,2,100,66.67,5.32,10.64
"050US21141","21141",6,6,5,100,83.33,8.65,17.29
"050US21143","21143",4,4,2,100,50,10.59,21.19
"050US21145","21145",19,19,18,100,94.74,3.21,6.41
"050US21147","21147",6,6,4,100,66.67,11.07,22.15
"050US21149","21149",3,3,1,100,33.33,13.16,26.32
"050US21151","21151",31,31,31,100,100,4.88,9.76
"050US21153","21153",5,5,1,100,20,15.65,31.29
"050US21155","21155",6,5,4,83.33,66.67,13.21,26.42
"050US21157","21157",10,10,7,100,70,8.37,16.73
"050US21159","21159",4,4,3,100,75,5.24,10.48
"050US21161","21161",5,5,3,100,60,8.62,17.23
"050US21163","21163",9,9,8,100,88.89,10.01,20.02
"050US21165","21165",2,2,1,100,50,9.68,19.36
"050US21167","21167",5,5,5,100,100,4.5,8.99
"050US21169","21169",3,3,1,100,33.33,14.51,29.03
"050US21171","21171",4,3,3,75,75,8.88,17.76
"050US21173","21173",7,7,6,100,85.71,7.43,14.87
"050US21175","21175",5,5,1,100,20,17.91,35.82
"050US21177","21177",10,10,9,100,90,6.96,13.92
"050US21179","21179",11,11,4,100,36.36,14.38,28.76
"050US21181","21181",2,2,1,100,50,8.59,17.17
"050US21183","21183",8,8,5,100,62.5,10.05,20.09
"050US21185","21185",15,15,14,100,93.33,7.47,14.95
"050US21187","21187",4,4,1,100,25,11.97,23.94
"050US21189","21189",2,2,2,100,100,6.26,12.51
"050US21191","21191",4,4,1,100,25,15.38,30.76
"050US21193","21193",10,10,8,100,80,9.72,19.43
"050US21195","21195",22,22,19,100,86.36,4.43,8.85
"050US21197","21197",4,4,3,100,75,9.39,18.77
"050US21199","21199",21,21,15,100,71.43,9.5,18.99
"050US21201","21201",1,1,1,100,100,12.54,25.08
"050US21203","21203",5,5,3,100,60,8.7,17.39
"050US21205","21205",6,6,3,100,50,10.83,21.65
"050US21207","21207",5,5,3,100,60,7.13,14.26
"050US21209","21209",19,18,16,94.74,84.21,7.76,15.53
"050US21211","21211",12,12,9,100,75,8.69,17.39
"050US21213","21213",5,5,5,100,100,6.19,12.38
"050US21215","21215",4,4,3,100,75,12.52,25.05
"050US21217","21217",7,7,5,100,71.43,9.82,19.64
"050US21219","21219",4,4,3,100,75,7.61,15.21
"050US21221","21221",7,7,2,100,28.57,13.83,27.66
"050US21223","21223",2,2,2,100,100,6.64,13.29
"050US21225","21225",4,4,2,100,50,9.49,18.98
"050US21227","21227",27,27,24,100,88.89,4.67,9.35
"050US21229","21229",4,4,2,100,50,9.18,18.37
"050US21231","21231",9,5,2,55.56,22.22,23.24,46.48
"050US21233","21233",4,4,4,100,100,0,0
"050US21235","21235",12,12,9,100,75,8.22,16.44
"050US21237","21237",2,2,1,100,50,8.79,17.57
"050US21239","21239",8,8,7,100,87.5,4.9,9.8
"050US22001","22001",21,21,19,100,90.48,6.38,12.76
"050US22003","22003",7,7,6,100,85.71,4.92,9.85
"050US22005","22005",29,29,28,100,96.55,4.14,8.28
"050US22007","22007",7,7,4,100,57.14,11.55,23.1
"050US22009","22009",12,11,10,91.67,83.33,9.34,18.68
"050US22011","22011",9,6,4,66.67,44.44,18.71,37.42
"050US22013","22013",5,5,2,100,40,13.19,26.37
"050US22015","22015",33,33,28,100,84.85,6.67,13.33
"050US22017","22017",74,74,69,100,93.24,4.33,8.65
"050US22019","22019",56,56,54,100,96.43,4.58,9.17
"050US22021","22021",3,3,1,100,33.33,16.7,33.39
"050US22023","22023",4,1,0,25,0,42.95,85.9
"050US22025","22025",3,3,1,100,33.33,17.27,34.55
"050US22027","22027",6,5,2,83.33,33.33,18.63,37.27
"050US22029","22029",6,5,5,83.33,83.33,9.04,18.09
"050US22031","22031",9,9,8,100,88.89,7.78,15.56
"050US22033","22033",108,108,107,100,99.07,2.16,4.33
"050US22035","22035",3,2,2,66.67,66.67,15.36,30.73
"050US22037","22037",5,5,4,100,80,9.28,18.55
"050US22039","22039",11,10,9,90.91,81.82,8.2,16.41
"050US22041","22041",6,6,3,100,50,11.77,23.54
"050US22043","22043",7,7,5,100,71.43,8.22,16.44
"050US22045","22045",22,21,19,95.45,86.36,7.91,15.81
"050US22047","22047",9,8,7,88.89,77.78,7.52,15.05
"050US22049","22049",5,5,4,100,80,7.53,15.05
"050US22051","22051",127,127,125,100,98.43,2.21,4.42
"050US22053","22053",8,8,8,100,100,3.08,6.15
"050US22055","22055",58,58,58,100,100,2.35,4.69
"050US22057","22057",26,26,23,100,88.46,6.6,13.2
"050US22059","22059",3,3,2,100,66.67,5.26,10.53
"050US22061","22061",12,12,11,100,91.67,6.75,13.51
"050US22063","22063",34,34,32,100,94.12,5.27,10.54
"050US22065","22065",5,5,4,100,80,6.25,12.49
"050US22067","22067",8,8,5,100,62.5,10.74,21.49
"050US22069","22069",11,10,9,90.91,81.82,8.83,17.65
"050US22071","22071",184,184,184,100,100,1.66,3.32
"050US22073","22073",47,47,46,100,97.87,4.63,9.26
"050US22075","22075",9,3,3,33.33,33.33,38.51,77.03
"050US22077","22077",7,7,4,100,57.14,10.76,21.51
"050US22079","22079",39,36,33,92.31,84.62,7.24,14.49
"050US22081","22081",2,2,2,100,100,6.06,12.11
"050US22083","22083",6,6,6,100,100,5.63,11.25
"050US22085","22085",9,7,3,77.78,33.33,16.9,33.8
"050US22087","22087",17,16,16,94.12,94.12,3.64,7.27
"050US22089","22089",13,13,11,100,84.62,7.82,15.64
"050US22091","22091",3,3,2,100,66.67,11.07,22.13
"050US22093","22093",7,7,6,100,85.71,5.54,11.09
"050US22095","22095",11,11,10,100,90.91,4.98,9.97
"050US22097","22097",28,28,26,100,92.86,5.21,10.43
"050US22099","22099",17,17,14,100,82.35,7.99,15.98
"050US22101","22101",16,16,13,100,81.25,9.07,18.15
"050US22103","22103",59,59,57,100,96.61,4.26,8.52
"050US22105","22105",31,30,27,96.77,87.1,6,12
"050US22107","22107",3,0,0,0,0,47.03,94.05
"050US22109","22109",34,32,27,94.12,79.41,7.65,15.3
"050US22111","22111",6,6,3,100,50,12.68,25.37
"050US22113","22113",16,16,15,100,93.75,5.21,10.43
"050US22115","22115",16,14,7,87.5,43.75,16.06,32.12
"050US22117","22117",13,13,11,100,84.62,4.9,9.79
"050US22119","22119",13,13,9,100,69.23,9.88,19.75
"050US22121","22121",6,6,5,100,83.33,6.73,13.46
"050US22123","22123",3,3,1,100,33.33,15.99,31.97
"050US22125","22125",7,6,2,85.71,28.57,22.31,44.63
"050US22127","22127",5,5,3,100,60,11.03,22.06
"050US23001","23001",32,32,30,100,93.75,5.1,10.2
"050US23003","23003",24,18,14,75,58.33,16.31,32.62
"050US23005","23005",80,78,71,97.5,88.75,5.22,10.43
"050US23007","23007",10,7,7,70,70,18.36,36.73
"050US23009","23009",17,16,10,94.12,58.82,13.1,26.2
"050US23011","23011",36,36,32,100,88.89,7.2,14.41
"050US23013","23013",12,12,8,100,66.67,9.22,18.44
"050US23015","23015",9,9,5,100,55.56,11.19,22.39
"050US23017","23017",19,15,7,78.95,36.84,18.29,36.57
"050US23019","23019",46,43,33,93.48,71.74,10.45,20.91
"050US23021","23021",8,6,4,75,50,8.78,17.55
"050US23023","23023",8,8,6,100,75,8.6,17.2
"050US23025","23025",20,16,11,80,55,18.6,37.2
"050US23027","23027",8,8,3,100,37.5,13.56,27.13
"050US23029","23029",14,8,3,57.14,21.43,27.65,55.3
"050US23031","23031",58,58,54,100,93.1,6.47,12.93
"050US24001","24001",22,22,19,100,86.36,6.09,12.17
"050US24003","24003",129,129,129,100,100,2.9,5.8
"050US24005","24005",219,219,219,100,100,2.24,4.48
"050US24009","24009",18,18,16,100,88.89,6.73,13.45
"050US24011","24011",9,9,7,100,77.78,9.07,18.14
"050US24013","24013",37,37,37,100,100,4.45,8.89
"050US24015","24015",21,21,20,100,95.24,5.82,11.65
"050US24017","24017",35,35,31,100,88.57,6.86,13.71
"050US24019","24019",9,9,7,100,77.78,10.79,21.58
"050US24021","24021",65,65,64,100,98.46,4.08,8.17
"050US24023","24023",9,9,7,100,77.78,9.73,19.46
"050US24025","24025",59,59,59,100,100,3.51,7.02
"050US24027","24027",59,59,59,100,100,3.21,6.43
"050US24029","24029",5,5,5,100,100,4.02,8.04
"050US24031","24031",232,232,232,100,100,2.29,4.58
"050US24033","24033",214,214,214,100,100,2.62,5.23
"050US24035","24035",12,11,9,91.67,75,10,19.99
"050US24037","24037",22,22,20,100,90.91,6.48,12.95
"050US24039","24039",6,6,5,100,83.33,6.73,13.46
"050US24041","24041",10,10,9,100,90,6.14,12.28
"050US24043","24043",36,36,36,100,100,4.1,8.2
"050US24045","24045",21,21,20,100,95.24,3.49,6.97
"050US24047","24047",17,17,13,100,76.47,8.32,16.64
"050US24510","24510",199,199,199,100,100,1.38,2.76
"050US25001","25001",56,56,56,100,100,4.36,8.72
"050US25003","25003",40,40,33,100,82.5,6.65,13.3
"050US25005","25005",130,130,130,100,100,2.21,4.42
"050US25007","25007",4,4,4,100,100,2.01,4.03
"050US25009","25009",173,173,173,100,100,2.14,4.28
"050US25011","25011",19,19,14,100,73.68,7.83,15.66
"050US25013","25013",104,104,101,100,97.12,2.67,5.35
"050US25015","25015",35,35,32,100,91.43,4.49,8.98
"050US25017","25017",357,357,357,100,100,1.9,3.81
"050US25019","25019",6,6,6,100,100,4.62,9.25
"050US25021","25021",154,154,154,100,100,2.07,4.15
"050US25023","25023",110,110,110,100,100,3.48,6.97
"050US25025","25025",234,234,234,100,100,1.33,2.66
"050US25027","25027",191,191,190,100,99.48,3.31,6.62
"050US26001","26001",5,4,1,80,20,19.33,38.65
"050US26003","26003",3,1,1,33.33,33.33,29.84,59.67
"050US26005","26005",30,30,27,100,90,6.96,13.92
"050US26007","26007",10,10,7,100,70,8.1,16.21
"050US26009","26009",10,10,8,100,80,8.64,17.29
"050US26011","26011",6,6,4,100,66.67,10.07,20.14
"050US26013","26013",2,2,1,100,50,12.79,25.58
"050US26015","26015",16,16,14,100,87.5,8.27,16.54
"050US26017","26017",27,27,25,100,92.59,4.51,9.03
"050US26019","26019",6,6,4,100,66.67,11.82,23.63
"050US26021","26021",53,53,49,100,92.45,5.84,11.68
"050US26023","26023",13,13,11,100,84.62,7.63,15.27
"050US26025","26025",40,40,38,100,95,4.14,8.27
"050US26027","26027",15,15,13,100,86.67,9.4,18.8
"050US26029","26029",13,13,6,100,46.15,13.47,26.95
"050US26031","26031",9,8,3,88.89,33.33,16.61,33.21
"050US26033","26033",15,10,6,66.67,40,15.73,31.45
"050US26035","26035",12,12,8,100,66.67,11.49,22.98
"050US26037","26037",23,23,20,100,86.96,8.39,16.79
"050US26039","26039",5,3,0,60,0,27.65,55.3
"050US26041","26041",11,11,7,100,63.64,12.07,24.13
"050US26043","26043",7,6,5,85.71,71.43,15.2,30.4
"050US26045","26045",29,29,28,100,96.55,3.2,6.39
"050US26047","26047",10,9,6,90,60,11.68,23.37
"050US26049","26049",134,134,133,100,99.25,3.01,6.01
"050US26051","26051",10,10,4,100,40,14.86,29.71
"050US26053","26053",6,6,6,100,100,1.86,3.72
"050US26055","26055",23,22,20,95.65,86.96,6.51,13.02
"050US26057","26057",10,10,8,100,80,9.02,18.04
"050US26059","26059",13,13,10,100,76.92,12.51,25.02
"050US26061","26061",10,9,6,90,60,14.08,28.17
"050US26063","26063",12,12,8,100,66.67,10.08,20.15
"050US26065","26065",84,84,84,100,100,2.56,5.12
"050US26067","26067",16,16,14,100,87.5,6.81,13.62
"050US26069","26069",11,11,7,100,63.64,11.49,22.99
"050US26071","26071",5,0,0,0,0,50.9,101.8
"050US26073","26073",18,18,15,100,83.33,6.37,12.74
"050US26075","26075",46,46,43,100,93.48,5.12,10.23
"050US26077","26077",68,68,67,100,98.53,3.15,6.3
"050US26079","26079",6,6,2,100,33.33,16.2,32.39
"050US26081","26081",145,145,144,100,99.31,3.49,6.98
"050US26083","26083",2,0,0,0,0,45.98,91.96
"050US26085","26085",4,2,0,50,0,28.25,56.51
"050US26087","26087",24,24,21,100,87.5,7.64,15.28
"050US26089","26089",9,8,6,88.89,66.67,14.66,29.33
"050US26091","26091",25,25,25,100,100,5.57,11.14
"050US26093","26093",60,60,58,100,96.67,7.18,14.35
"050US26095","26095",3,0,0,0,0,52.57,105.13
"050US26097","26097",5,3,3,60,60,16.92,33.85
"050US26099","26099",243,243,243,100,100,1.73,3.45
"050US26101","26101",9,9,8,100,88.89,8.39,16.78
"050US26103","26103",26,22,18,84.62,69.23,11.9,23.81
"050US26105","26105",8,8,5,100,62.5,13.74,27.47
"050US26107","26107",13,13,11,100,84.62,7.68,15.36
"050US26109","26109",7,4,3,57.14,42.86,20.4,40.81
"050US26111","26111",21,21,19,100,90.48,5.69,11.39
"050US26113","26113",5,5,2,100,40,10.52,21.03
"050US26115","26115",40,40,40,100,100,4.69,9.38
"050US26117","26117",14,14,13,100,92.86,7.31,14.63
"050US26119","26119",5,5,2,100,40,13.09,26.18
"050US26121","26121",45,45,43,100,95.56,5.13,10.26
"050US26123","26123",11,11,6,100,54.55,12.6,25.19
"050US26125","26125",350,350,350,100,100,2.24,4.49
"050US26127","26127",7,7,4,100,57.14,10.68,21.35
"050US26129","26129",8,8,2,100,25,16.91,33.83
"050US26131","26131",3,2,1,66.67,33.33,22.05,44.11
"050US26133","26133",7,7,4,100,57.14,12.76,25.53
"050US26135","26135",5,4,1,80,20,21.87,43.75
"050US26137","26137",6,6,3,100,50,15.09,30.18
"050US26139","26139",64,64,64,100,100,5.12,10.24
"050US26141","26141",6,6,3,100,50,14.14,28.29
"050US26143","26143",13,13,11,100,84.62,7.55,15.1
"050US26145","26145",61,61,60,100,98.36,4.23,8.45
"050US26147","26147",50,49,47,98,94,6.19,12.38
"050US26149","26149",18,18,9,100,50,11.73,23.45
"050US26151","26151",12,12,7,100,58.33,8.54,17.09
"050US26153","26153",3,1,1,33.33,33.33,23.7,47.41
"050US26155","26155",18,18,17,100,94.44,4.55,9.09
"050US26157","26157",13,13,8,100,61.54,10.42,20.83
"050US26159","26159",22,22,21,100,95.45,6.2,12.39
"050US26161","26161",107,107,107,100,100,3.46,6.93
"050US26163","26163",625,625,625,100,100,1.68,3.37
"050US26165","26165",8,8,8,100,100,1.38,2.77
"050US27001","27001",8,4,2,50,25,24.86,49.72
"050US27003","27003",90,90,89,100,98.89,3.3,6.61
"050US27005","27005",10,8,7,80,70,13.45,26.9
"050US27007","27007",14,10,10,71.43,71.43,18.48,36.97
"050US27009","27009",10,10,8,100,80,6.15,12.3
"050US27011","27011",3,3,2,100,66.67,6.81,13.62
"050US27013","27013",16,15,12,93.75,75,8.7,17.39
"050US27015","27015",8,8,7,100,87.5,3.92,7.84
"050US27017","27017",9,9,7,100,77.78,8.12,16.24
"050US27019","27019",25,25,25,100,100,4.13,8.26
"050US27021","27021",11,8,4,72.73,36.36,21.46,42.93
"050US27023","27023",5,5,2,100,40,14.36,28.73
"050US27025","27025",13,13,7,100,53.85,10.91,21.82
"050US27027","27027",16,16,14,100,87.5,4,7.99
"050US27029","27029",3,3,2,100,66.67,9.75,19.51
"050US27031","27031",3,0,0,0,0,NA,NA
"050US27033","27033",4,4,3,100,75,6.42,12.84
"050US27035","27035",21,20,15,95.24,71.43,8.09,16.18
"050US27037","27037",106,106,105,100,99.06,2.95,5.91
"050US27039","27039",5,5,3,100,60,9.53,19.06
"050US27041","27041",11,11,7,100,63.64,10.18,20.36
"050US27043","27043",6,6,4,100,66.67,9.75,19.5
"050US27045","27045",6,5,3,83.33,50,16.23,32.46
"050US27047","27047",10,10,6,100,60,9.41,18.83
"050US27049","27049",11,11,7,100,63.64,9.63,19.26
"050US27051","27051",2,2,1,100,50,12.1,24.2
"050US27053","27053",329,329,329,100,100,2.33,4.67
"050US27055","27055",5,5,4,100,80,8.29,16.58
"050US27057","27057",7,1,0,14.29,0,40.66,81.33
"050US27059","27059",9,9,7,100,77.78,9.97,19.94
"050US27061","27061",21,16,12,76.19,57.14,19.28,38.55
"050US27063","27063",4,4,3,100,75,6.86,13.72
"050US27065","27065",4,4,0,100,0,23.42,46.84
"050US27067","27067",12,12,7,100,58.33,10.73,21.47
"050US27069","27069",2,2,2,100,100,0,0
"050US27071","27071",5,3,3,60,60,19.94,39.88
"050US27073","27073",3,3,2,100,66.67,7.47,14.94
"050US27075","27075",4,2,1,50,25,29.11,58.23
"050US27077","27077",3,1,1,33.33,33.33,35.36,70.71
"050US27079","27079",7,7,5,100,71.43,8.95,17.89
"050US27081","27081",2,2,2,100,100,0,0
"050US27083","27083",7,6,1,85.71,14.29,21.71,43.41
"050US27085","27085",9,9,7,100,77.78,6.68,13.36
"050US27087","27087",2,2,1,100,50,11.37,22.74
"050US27089","27089",4,0,0,0,0,45,90
"050US27091","27091",7,7,4,100,57.14,11.81,23.61
"050US27093","27093",6,6,0,100,0,25.81,51.63
"050US27095","27095",7,7,5,100,71.43,9.24,18.48
"050US27097","27097",8,7,5,87.5,62.5,13.19,26.37
"050US27099","27099",11,11,9,100,81.82,6.2,12.39
"050US27101","27101",3,3,2,100,66.67,6.91,13.83
"050US27103","27103",7,7,6,100,85.71,9.49,18.99
"050US27105","27105",6,6,5,100,83.33,5.64,11.28
"050US27107","27107",3,3,2,100,66.67,9.09,18.17
"050US27109","27109",35,35,35,100,100,3.44,6.87
"050US27111","27111",17,16,10,94.12,58.82,12.4,24.8
"050US27113","27113",5,4,4,80,80,8.51,17.01
"050US27115","27115",9,8,4,88.89,44.44,14.3,28.6
"050US27117","27117",5,5,5,100,100,3.74,7.47
"050US27119","27119",10,10,7,100,70,8.08,16.16
"050US27121","27121",4,4,2,100,50,8.43,16.85
"050US27123","27123",143,143,143,100,100,1.71,3.41
"050US27125","27125",2,2,1,100,50,13.05,26.1
"050US27127","27127",6,6,2,100,33.33,14.24,28.47
"050US27129","27129",6,5,3,83.33,50,17.05,34.1
"050US27131","27131",16,16,14,100,87.5,5.25,10.5
"050US27133","27133",3,3,3,100,100,7.57,15.13
"050US27135","27135",5,3,3,60,60,14.73,29.46
"050US27137","27137",74,68,59,91.89,79.73,9.68,19.36
"050US27139","27139",32,32,30,100,93.75,4.91,9.82
"050US27141","27141",19,19,15,100,78.95,9.36,18.73
"050US27143","27143",4,4,2,100,50,14.49,28.98
"050US27145","27145",37,36,29,97.3,78.38,7.43,14.86
"050US27147","27147",8,8,6,100,75,7.34,14.68
"050US27149","27149",3,3,2,100,66.67,11.15,22.31
"050US27151","27151",4,4,3,100,75,7.12,14.24
"050US27153","27153",8,8,4,100,50,14.73,29.46
"050US27155","27155",2,1,1,50,50,15.08,30.16
"050US27157","27157",6,6,2,100,33.33,12.22,24.43
"050US27159","27159",3,2,1,66.67,33.33,20.84,41.69
"050US27161","27161",5,5,3,100,60,8.33,16.66
"050US27163","27163",59,59,59,100,100,4.1,8.2
"050US27165","27165",3,3,3,100,100,1.5,3
"050US27167","27167",2,2,1,100,50,8.23,16.46
"050US27169","27169",13,10,5,76.92,38.46,15.79,31.58
"050US27171","27171",27,27,23,100,85.19,7.79,15.57
"050US27173","27173",4,4,3,100,75,7.15,14.3
"050US28001","28001",10,9,7,90,70,8.68,17.37
"050US28003","28003",10,10,8,100,80,7.63,15.26
"050US28005","28005",4,4,2,100,50,13.52,27.04
"050US28007","28007",6,6,3,100,50,12.28,24.57
"050US28009","28009",3,2,0,66.67,0,30.17,60.34
"050US28011","28011",9,9,6,100,66.67,11.06,22.11
"050US28013","28013",5,5,5,100,100,1.53,3.05
"050US28015","28015",3,3,1,100,33.33,13.67,27.35
"050US28017","28017",5,5,3,100,60,10.92,21.84
"050US28019","28019",3,3,2,100,66.67,10.6,21.21
"050US28021","28021",3,3,3,100,100,8.12,16.25
"050US28023","28023",5,5,1,100,20,16.12,32.24
"050US28025","28025",5,5,4,100,80,6.86,13.72
"050US28027","28027",7,7,6,100,85.71,4.33,8.65
"050US28029","28029",8,6,4,75,50,18.74,37.48
"050US28031","28031",5,5,5,100,100,5.5,11.01
"050US28033","28033",41,41,39,100,95.12,3.95,7.9
"050US28035","28035",21,21,20,100,95.24,5.32,10.64
"050US28037","28037",3,3,2,100,66.67,9.79,19.58
"050US28039","28039",6,6,4,100,66.67,11.54,23.08
"050US28041","28041",4,4,2,100,50,12.81,25.62
"050US28043","28043",7,7,4,100,57.14,8.77,17.54
"050US28045","28045",17,17,13,100,76.47,6.5,12.99
"050US28047","28047",81,81,80,100,98.77,3.17,6.34
"050US28049","28049",67,66,63,98.51,94.03,4.68,9.36
"050US28051","28051",6,5,2,83.33,33.33,17.13,34.26
"050US28053","28053",3,3,2,100,66.67,7.07,14.14
"050US28055","28055",1,1,0,100,0,22.78,45.56
"050US28057","28057",6,5,4,83.33,66.67,13.98,27.97
"050US28059","28059",42,42,39,100,92.86,5.67,11.34
"050US28061","28061",7,7,2,100,28.57,18.03,36.06
"050US28063","28063",4,2,0,50,0,30.13,60.26
"050US28065","28065",4,4,1,100,25,14.7,29.39
"050US28067","28067",20,20,16,100,80,8.8,17.6
"050US28069","28069",2,1,0,50,0,32.9,65.8
"050US28071","28071",15,15,11,100,73.33,8.68,17.36
"050US28073","28073",17,17,16,100,94.12,3.95,7.91
"050US28075","28075",25,25,21,100,84,5.76,11.52
"050US28077","28077",3,3,2,100,66.67,11.84,23.67
"050US28079","28079",6,6,2,100,33.33,14.14,28.29
"050US28081","28081",23,23,22,100,95.65,6.3,12.6
"050US28083","28083",8,8,5,100,62.5,10.89,21.79
"050US28085","28085",10,9,5,90,50,16.29,32.59
"050US28087","28087",18,18,15,100,83.33,8.64,17.28
"050US28089","28089",26,25,24,96.15,92.31,5.22,10.45
"050US28091","28091",6,6,5,100,83.33,7.76,15.53
"050US28093","28093",10,10,7,100,70,9.63,19.25
"050US28095","28095",11,11,8,100,72.73,7.44,14.89
"050US28097","28097",4,4,2,100,50,11.12,22.24
"050US28099","28099",8,8,6,100,75,9.97,19.95
"050US28101","28101",6,6,3,100,50,12.52,25.03
"050US28103","28103",3,3,2,100,66.67,10.46,20.91
"050US28105","28105",13,10,9,76.92,69.23,13.72,27.45
"050US28107","28107",11,11,9,100,81.82,8.72,17.44
"050US28109","28109",16,16,13,100,81.25,9,18.01
"050US28111","28111",3,3,1,100,33.33,16.14,32.29
"050US28113","28113",11,11,9,100,81.82,7.73,15.46
"050US28115","28115",6,6,4,100,66.67,8.62,17.25
"050US28117","28117",8,8,6,100,75,10.36,20.72
"050US28119","28119",3,2,0,66.67,0,26.85,53.7
"050US28121","28121",37,37,32,100,86.49,6.08,12.15
"050US28123","28123",8,8,7,100,87.5,5.82,11.65
"050US28125","28125",2,2,2,100,100,3.56,7.12
"050US28127","28127",9,9,5,100,55.56,12.6,25.19
"050US28129","28129",5,5,2,100,40,12.13,24.26
"050US28131","28131",5,5,3,100,60,11.79,23.58
"050US28133","28133",7,6,0,85.71,0,23.65,47.3
"050US28135","28135",4,2,2,50,50,16.68,33.35
"050US28137","28137",6,6,5,100,83.33,10.56,21.12
"050US28139","28139",6,6,6,100,100,8.74,17.49
"050US28141","28141",7,7,6,100,85.71,5.65,11.29
"050US28143","28143",4,3,2,75,50,14.2,28.41
"050US28145","28145",6,6,3,100,50,11.76,23.51
"050US28147","28147",5,5,3,100,60,9.78,19.57
"050US28149","28149",13,13,9,100,69.23,10.3,20.61
"050US28151","28151",19,19,17,100,89.47,3.7,7.41
"050US28153","28153",7,7,1,100,14.29,16.36,32.72
"050US28155","28155",3,2,1,66.67,33.33,17.72,35.43
"050US28157","28157",3,3,1,100,33.33,16.88,33.76
"050US28159","28159",5,5,2,100,40,11.57,23.13
"050US28161","28161",4,4,3,100,75,9.16,18.32
