HEROP_ID,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,TotPop10,UrbPop10,RuralPop10,CenRuralP,DmySgrg,DmyBlckBlt,PrcNtvRsrv,TtlPrPpr,TtlPrAPpr,TtlPrPp,TtlPrAPp,TtlJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,TtlJlAdm,TtlJlPrt
050US24017,29.0,31.0,16.0,25.0,5.0,,30.0,17.0,5.0,10.85,0.0,125.59,20.25,75.97,,13.91,39.65,179.24,0.94,1.0,0.52,0.81,0.16,,0.97,0.55,0.16,0.0,0.97,0.03,,146551,103313,43238,0.3,1,0,0.0,,,,,344.38,2681.37,138.12,374.0,2912.0,150.0
050US24019,8.0,9.0,4.0,5.0,0.0,,7.0,3.0,5.0,15.01,6.92,133.54,37.53,210.92,,15.86,44.37,140.39,0.8,0.9,0.4,0.5,0.0,,0.7,0.3,0.5,0.0,0.4,0.6,,32618,14280,18338,0.56,0,0,0.0,,,,,730.22,5801.22,289.05,144.0,1144.0,57.0
050US24021,61.0,32.0,18.0,58.0,21.0,,61.0,26.0,,9.34,28.09,79.94,16.07,56.48,,11.74,40.27,,1.0,0.52,0.3,0.95,0.34,,1.0,0.43,,0.69,0.3,0.02,,233385,174554,58831,0.25,1,0,0.0,,,,,210.83,1725.34,142.34,354.0,2897.0,239.0
050US24023,6.0,3.0,3.0,2.0,,,2.0,0.0,0.0,12.76,41.13,118.98,52.16,,,35.58,106.78,313.59,0.86,0.43,0.43,0.29,,,0.29,0.0,0.0,0.0,0.14,0.86,,30097,4846,25251,0.84,0,0,0.0,,,,,325.03,7605.63,59.59,60.0,1404.0,11.0
050US24025,57.0,51.0,31.0,54.0,19.0,,56.0,37.0,,4.4,11.1,32.75,13.63,46.16,,9.3,27.68,,1.0,0.89,0.54,0.95,0.33,,0.98,0.65,,0.84,0.16,0.0,,244826,201352,43474,0.18,1,0,0.0,,,,,253.85,2471.17,84.22,422.0,4108.0,140.0
050US24027,55.0,52.0,39.0,55.0,20.0,,55.0,43.0,10.0,3.5,8.24,24.33,10.96,38.48,,7.64,22.33,60.95,1.0,0.95,0.71,1.0,0.36,,1.0,0.78,0.18,0.93,0.07,0.0,,287085,260525,26560,0.09,1,0,0.0,,,,,148.11,1565.78,103.92,315.0,3330.0,221.0
050US24029,6.0,6.0,3.0,1.0,0.0,,6.0,1.0,1.0,14.47,0.0,87.08,41.96,143.52,,14.47,45.94,198.69,1.0,1.0,0.5,0.17,0.0,,1.0,0.17,0.17,0.0,0.0,1.0,,20197,5537,14660,0.73,0,0,0.0,,,,,585.94,8389.95,339.67,69.0,988.0,40.0
050US24031,215.0,206.0,133.0,215.0,100.0,,215.0,185.0,66.0,3.73,12.16,26.38,10.63,31.42,,6.93,18.88,52.94,1.0,0.96,0.62,1.0,0.47,,1.0,0.86,0.31,0.99,0.01,0.0,,971777,948612,23165,0.02,1,0,0.0,,,,,88.41,1122.31,60.2,608.0,7718.0,414.0
050US24033,218.0,218.0,154.0,216.0,89.0,,218.0,154.0,42.0,3.28,0.58,20.83,12.55,41.49,,8.34,23.68,67.26,1.0,1.0,0.71,0.99,0.41,,1.0,0.71,0.19,0.97,0.03,0.0,,863420,846439,16981,0.02,1,0,0.0,,,,,146.84,1782.29,116.92,913.0,11082.0,727.0
050US24035,12.0,14.0,11.0,4.0,0.0,,10.0,10.0,,12.15,0.0,45.0,37.0,90.9,,22.59,36.68,,0.86,1.0,0.79,0.29,0.0,,0.71,0.71,,0.29,0.29,0.43,,47798,21754,26044,0.54,1,0,0.0,,,,,364.77,1962.2,176.1,116.0,624.0,56.0
050US24037,16.0,18.0,,1.0,0.0,,18.0,18.0,7.0,15.88,0.0,,50.6,311.07,,9.64,4.74,81.62,0.89,1.0,,0.06,0.0,,1.0,1.0,0.39,0.44,0.44,0.11,,105151,52136,53015,0.5,0,0,0.0,,,,,290.61,2040.92,134.03,219.0,1538.0,101.0
050US24039,6.0,5.0,2.0,3.0,0.0,,6.0,5.0,3.0,16.63,20.72,122.81,37.3,163.35,,14.92,22.47,112.63,0.75,0.62,0.25,0.38,0.0,,0.75,0.62,0.38,0.0,0.62,0.38,,26470,14349,12121,0.46,0,0,0.0,,,,,485.11,1449.76,172.86,87.0,260.0,31.0
050US24041,10.0,2.0,7.0,9.0,5.0,,9.0,10.0,3.0,9.56,32.39,34.6,17.88,52.34,,15.75,16.97,269.4,0.91,0.18,0.64,0.82,0.45,,0.82,0.91,0.27,0.0,0.45,0.55,,37782,17132,20650,0.55,0,0,0.0,,,,,345.84,4246.12,148.9,72.0,884.0,31.0
050US24043,32.0,26.0,20.0,30.0,19.0,,32.0,21.0,14.0,5.07,17.32,40.33,11.62,36.85,,7.5,27.13,67.17,1.0,0.81,0.62,0.94,0.59,,1.0,0.66,0.44,0.78,0.19,0.03,,147430,103953,43477,0.29,0,0,0.0,,,,,322.12,2102.44,218.83,315.0,2056.0,214.0
050US24045,19.0,15.0,10.0,19.0,12.0,,19.0,13.0,9.0,5.68,14.48,42.05,9.41,26.75,,7.31,20.72,60.23,1.0,0.79,0.53,1.0,0.63,,1.0,0.68,0.47,0.79,0.21,0.0,,98733,73254,25479,0.26,0,0,0.0,,,,,535.43,10179.07,219.78,363.0,6901.0,149.0
050US24047,16.0,7.0,5.0,13.0,2.0,,16.0,5.0,5.0,13.16,51.79,149.5,20.98,89.04,,12.95,50.61,132.83,0.94,0.41,0.29,0.76,0.12,,0.94,0.29,0.29,0.0,0.59,0.41,,51454,33174,18280,0.36,0,0,0.0,,,,,1189.1,12377.86,533.27,359.0,3737.0,161.0
050US24510,200.0,170.0,199.0,200.0,200.0,148.0,200.0,200.0,172.0,1.44,8.83,7.25,3.99,8.32,22.15,3.25,6.85,17.84,1.0,0.85,1.0,1.0,1.0,0.74,1.0,1.0,0.86,1.0,0.0,0.0,1.0,621074,620961,0,0.0,1,0,0.0,,,,,445.26,3496.1,486.45,1870.0,14683.0,2043.0
050US25001,56.0,46.0,23.0,37.0,8.0,,46.0,27.0,,6.94,20.97,53.82,25.81,86.32,,16.91,54.6,,0.98,0.81,0.4,0.65,0.14,,0.81,0.47,,0.93,0.0,0.07,,215888,199733,16155,0.07,0,0,0.0,218.75,61.7,273.0,77.0,274.38,1957.26,129.57,339.16,2419.37,160.16
050US25003,37.0,23.0,16.0,28.0,16.0,,36.0,20.0,9.0,8.64,25.8,75.22,19.9,59.55,,11.62,34.29,110.47,0.95,0.59,0.41,0.72,0.41,,0.92,0.51,0.23,0.44,0.31,0.26,,131219,89762,41457,0.32,0,0,0.0,291.5,59.04,237.0,48.0,280.17,1428.25,125.77,225.0,1147.0,101.0
050US25005,126.0,117.0,79.0,126.0,78.0,,126.0,97.0,58.0,3.5,9.6,26.18,8.68,25.32,,6.07,17.44,48.76,1.0,0.93,0.63,1.0,0.62,,1.0,0.77,0.46,0.95,0.03,0.02,,548285,494365,53920,0.1,0,0,0.0,253.07,68.31,941.0,254.0,313.79,1710.83,181.88,1168.0,6368.0,677.0
050US25007,5.0,5.0,4.0,0.0,0.0,,5.0,2.0,1.0,1.09,4.77,13.37,101.39,115.14,,10.26,34.68,101.81,1.0,1.0,0.8,0.0,0.0,,1.0,0.4,0.2,0.0,0.6,0.4,,16535,10082,6453,0.39,0,0,0.0,92.36,0.0,10.0,0.0,317.37,10193.22,74.68,34.0,1092.0,8.0
050US25009,163.0,155.0,113.0,163.0,104.0,,163.0,125.0,,2.92,8.24,22.49,8.61,28.19,,6.92,21.39,,1.0,0.95,0.69,1.0,0.64,,1.0,0.77,,0.99,0.0,0.01,,743159,711619,31540,0.04,1,0,0.0,208.64,105.0,1075.0,541.0,293.93,2265.88,153.74,1518.0,11702.0,794.0
050US25011,18.0,12.0,10.0,12.0,5.0,,15.0,6.0,4.0,5.9,19.88,53.21,21.14,67.9,,14.49,48.02,139.25,1.0,0.67,0.56,0.67,0.28,,0.83,0.33,0.22,0.0,0.72,0.28,,71372,32523,38849,0.54,1,0,0.0,231.66,36.81,107.0,17.0,529.93,2391.28,313.14,242.0,1092.0,143.0
050US25013,103.0,94.0,65.0,101.0,65.0,,102.0,92.0,41.0,3.69,10.23,29.04,9.26,30.57,,5.77,15.62,43.55,1.0,0.91,0.63,0.98,0.63,,0.99,0.89,0.4,0.95,0.05,0.0,,463490,423765,39725,0.09,1,0,0.0,381.45,72.41,1180.0,224.0,477.81,1977.68,230.8,1474.0,6101.0,712.0
050US25015,36.0,32.0,24.0,31.0,10.0,,36.0,13.0,,3.34,10.32,28.3,17.78,55.24,,12.53,37.65,,1.0,0.89,0.67,0.86,0.28,,1.0,0.36,,0.69,0.31,0.0,,158080,114697,43383,0.27,1,0,0.0,97.98,16.33,114.0,19.0,200.21,2196.3,76.27,231.0,2534.0,88.0
050US25017,318.0,299.0,233.0,317.0,218.0,,318.0,268.0,,3.2,8.45,23.07,9.19,27.48,,6.47,17.95,,1.0,0.94,0.73,1.0,0.69,,1.0,0.84,,0.99,0.01,0.0,,1503085,1457576,45509,0.03,1,0,0.0,111.05,32.91,1218.0,361.0,102.38,534.77,50.01,1128.0,5892.0,551.0
050US25019,6.0,5.0,3.0,0.0,,,0.0,,,5.62,16.05,37.23,156.25,,,146.7,,,1.0,0.83,0.5,0.0,,,0.0,,,0.0,0.0,1.0,,10172,8250,1922,0.19,0,0,0.0,92.88,53.07,7.0,4.0,274.43,1957.2,129.58,20.84,148.63,9.84
050US25021,130.0,128.0,91.0,130.0,62.0,,130.0,116.0,55.0,2.88,7.99,22.31,11.24,35.43,,5.05,14.73,41.54,1.0,0.98,0.7,1.0,0.48,,1.0,0.89,0.42,1.0,0.0,0.0,1.0,670784,662529,8321,0.01,1,0,0.0,86.64,40.84,401.0,189.0,105.89,57.04,61.56,492.0,265.0,286.0
050US25023,101.0,83.0,46.0,85.0,30.0,,101.0,59.0,,5.5,14.94,41.96,17.74,57.64,,9.54,29.88,,1.0,0.82,0.46,0.84,0.3,,1.0,0.58,,0.94,0.04,0.02,,494919,443904,51015,0.1,1,0,0.0,196.57,78.03,655.0,260.0,319.75,1413.12,183.23,1068.0,4720.0,612.0
050US25025,204.0,204.0,187.0,204.0,189.0,107.0,204.0,203.0,166.0,1.89,4.57,11.35,5.16,14.19,36.36,3.14,7.94,19.77,1.0,1.0,0.92,1.0,0.93,0.52,1.0,1.0,0.81,0.98,0.0,0.02,1.0,722089,721488,535,0.0,1,0,0.0,267.58,52.26,1577.0,308.0,279.84,1040.98,190.71,1664.0,6190.0,1134.0
050US25027,172.0,148.0,108.0,164.0,94.0,,172.0,113.0,,3.96,11.16,31.5,10.55,34.44,,7.66,22.87,,1.0,0.86,0.63,0.95,0.55,,1.0,0.66,,0.9,0.09,0.01,,798552,651696,146856,0.18,0,0,0.0,160.38,42.17,890.0,234.0,200.1,1190.01,97.18,1114.0,6625.0,541.0
050US26001,3.0,1.0,1.0,,,,0.0,,,29.36,89.07,221.88,,,,59.41,,,0.5,0.17,0.17,,,,0.0,,,0.0,0.0,1.0,,10942,118,10824,0.99,0,0,0.0,608.99,179.12,34.0,10.0,450.29,3746.4,90.06,25.0,208.0,5.0
050US26003,0.0,,,,,,1.0,1.0,,78.15,,,,,,36.06,129.71,,0.0,,,,,,0.25,0.25,,0.0,0.0,1.0,,9601,2972,6629,0.69,0,0,0.0,431.78,69.08,25.0,4.0,329.69,3609.23,190.87,19.0,208.0,11.0
050US26005,22.0,7.0,,6.0,,,17.0,1.0,,16.23,51.62,,37.79,,,25.0,81.32,,0.88,0.28,,0.24,,,0.68,0.04,,0.16,0.56,0.28,,111408,39586,71822,0.64,0,0,0.0,464.61,105.35,344.0,78.0,233.84,9015.04,150.52,174.0,6708.0,112.0
050US26007,8.0,7.0,5.0,0.0,,,8.0,5.0,,12.83,29.62,82.89,113.45,,,15.73,39.71,,0.8,0.7,0.5,0.0,,,0.8,0.5,,0.0,0.6,0.4,,29598,14258,15340,0.52,0,0,0.0,694.76,240.92,124.0,43.0,267.05,7386.36,130.68,47.0,1300.0,23.0
050US26009,8.0,2.0,2.0,0.0,,,5.0,1.0,,15.55,56.5,178.91,66.18,,,31.12,113.14,,1.0,0.25,0.25,0.0,,,0.62,0.12,,0.0,0.0,1.0,,23580,0,23580,1.0,0,0,0.0,667.74,212.8,91.0,29.0,314.88,9138.84,146.46,43.0,1248.0,20.0
050US26011,3.0,1.0,,0.0,,,0.0,,,26.29,81.32,,74.27,,,65.24,,,0.43,0.14,,0.0,,,0.0,,,0.0,0.0,1.0,,15899,0,15899,1.0,0,0,0.0,355.18,96.87,33.0,9.0,514.11,12513.67,109.39,47.0,1144.0,10.0
050US26013,2.0,1.0,1.0,,,,0.0,0.0,,31.97,68.91,153.99,,,,81.08,302.46,,0.67,0.33,0.33,,,,0.0,0.0,,0.0,0.0,1.0,,8860,0,8860,1.0,0,0,0.12,72.74,0.0,4.0,0.0,,,,,,
050US26015,10.0,2.0,2.0,1.0,0.0,,3.0,0.0,,20.26,53.92,155.77,45.08,150.04,,36.72,114.1,,0.91,0.18,0.18,0.09,0.0,,0.27,0.0,,0.0,0.64,0.36,,59173,13534,45639,0.77,0,0,0.0,437.07,128.24,167.0,49.0,269.05,6053.55,137.11,104.0,2340.0,53.0
050US26017,26.0,19.0,,21.0,0.0,,24.0,12.0,,9.3,26.65,,26.86,100.53,,13.69,45.12,,0.96,0.7,,0.78,0.0,,0.89,0.44,,0.81,0.07,0.11,,107771,75104,32667,0.3,0,0,0.0,591.07,131.68,395.0,88.0,353.77,6277.12,247.94,234.0,4152.0,164.0
050US26019,1.0,0.0,,,,,1.0,0.0,,41.1,139.72,,,,,49.03,201.24,,0.17,0.0,,,,,0.17,0.0,,0.0,0.0,1.0,,17525,0,17525,1.0,0,0,0.0,342.79,114.26,36.0,12.0,372.99,10443.76,124.33,39.0,1092.0,13.0
050US26021,49.0,35.0,,41.0,13.0,,48.0,29.0,,8.25,22.3,,19.38,67.82,,11.66,35.19,,1.0,0.71,,0.84,0.27,,0.98,0.59,,0.63,0.24,0.12,,156813,105289,51524,0.33,0,0,0.0,1141.74,393.6,1111.0,383.0,381.68,7586.96,277.21,369.0,7335.0,268.0
050US26023,12.0,5.0,,0.0,0.0,,11.0,4.0,,11.6,38.48,,53.42,202.83,,14.8,48.21,,1.0,0.42,,0.0,0.0,,0.92,0.33,,0.0,0.42,0.58,,45248,16876,28372,0.63,0,0,0.0,682.35,217.77,188.0,60.0,508.1,9694.05,186.42,139.0,2652.0,51.0
050US26025,39.0,31.0,15.0,30.0,9.0,,36.0,25.0,,8.03,20.45,57.8,19.21,66.06,,12.27,35.07,,1.0,0.79,0.38,0.77,0.23,,0.92,0.64,,0.62,0.08,0.31,,136146,93972,42174,0.31,0,0,0.0,783.03,134.76,674.0,116.0,601.89,12043.62,515.4,515.0,10305.0,441.0
050US26027,10.0,3.0,2.0,1.0,0.0,,8.0,2.0,,15.33,44.15,130.9,43.49,152.81,,22.12,63.82,,0.91,0.27,0.18,0.09,0.0,,0.73,0.18,,0.36,0.27,0.36,,52293,15070,37223,0.71,0,0,0.01,746.68,182.04,242.0,59.0,310.38,5003.26,170.71,100.0,1612.0,55.0
050US26029,11.0,3.0,,0.0,,,8.0,2.0,,39.63,70.29,,77.57,,,44.92,91.31,,0.79,0.21,,0.0,,,0.57,0.14,,0.0,0.0,1.0,,25949,7680,18269,0.7,0,0,0.0,392.65,81.02,63.0,13.0,106.83,8822.97,144.54,17.0,1404.0,23.0
050US26031,8.0,3.0,2.0,1.0,,,1.0,0.0,,27.42,56.78,139.18,64.82,,,64.82,211.49,,0.89,0.33,0.22,0.11,,,0.11,0.0,,0.0,0.0,1.0,,26152,4517,21635,0.83,0,0,0.0,561.14,163.12,86.0,25.0,532.54,8441.81,210.39,81.0,1284.0,32.0
050US26033,10.0,8.0,,,,,11.0,9.0,,34.43,98.71,,,,,29.12,82.95,,0.62,0.5,,,,,0.69,0.56,,0.0,0.25,0.75,,38520,19669,18851,0.49,0,0,0.0,755.85,223.23,193.0,57.0,495.21,12262.22,282.97,126.0,3120.0,72.0
050US26035,1.0,0.0,,1.0,,,5.0,2.0,,40.71,153.81,,43.83,,,28.5,83.59,,0.09,0.0,,0.09,,,0.45,0.18,,0.0,0.0,1.0,,30926,9079,21847,0.71,0,0,0.0,680.53,297.06,126.0,55.0,964.61,20289.38,438.95,178.0,3744.0,81.0
050US26037,20.0,11.0,5.0,11.0,0.0,,14.0,0.0,,12.95,39.81,107.09,30.41,116.24,,26.91,99.3,,0.91,0.5,0.23,0.5,0.0,,0.64,0.0,,0.45,0.45,0.09,,75382,35485,39897,0.53,0,0,0.0,251.33,74.61,128.0,38.0,388.28,11864.9,282.92,199.0,6081.0,145.0
050US26039,1.0,0.0,,1.0,0.0,,1.0,0.0,,42.17,161.51,,43.62,207.09,,42.17,161.51,,0.2,0.0,,0.2,0.0,,0.2,0.0,,0.0,0.0,1.0,,14074,3858,10216,0.73,0,0,0.0,1025.46,289.54,85.0,24.0,453.35,7444.52,322.12,38.0,624.0,27.0
050US26041,9.0,1.0,,,,,9.0,1.0,,32.21,213.73,,,,,32.21,118.17,,0.69,0.08,,,,,0.69,0.08,,0.0,0.46,0.54,,37069,20850,16219,0.44,0,0,0.0,457.43,167.57,101.0,37.0,346.2,13441.65,138.48,75.0,2912.0,30.0
050US26043,6.0,5.0,,,,,0.0,,,11.29,33.26,,,,,81.71,,,0.86,0.71,,,,,0.0,,,0.0,0.71,0.29,,26168,17594,8574,0.33,0,0,0.0,420.48,150.62,67.0,24.0,494.92,7626.9,177.66,78.0,1202.0,28.0
050US26045,26.0,17.0,7.0,23.0,1.0,,23.0,6.0,,9.36,29.42,74.97,23.0,86.39,,20.64,78.03,,0.93,0.61,0.25,0.82,0.04,,0.82,0.21,,0.5,0.43,0.07,,107759,66841,40918,0.38,0,0,0.0,531.65,134.67,379.0,96.0,337.39,8845.28,132.14,240.0,6292.0,94.0
050US26047,7.0,6.0,6.0,0.0,,,7.0,4.0,,10.99,33.19,78.6,68.32,,,25.14,65.25,,0.78,0.67,0.67,0.0,,,0.78,0.44,,0.0,0.0,1.0,,32694,8210,24484,0.75,0,0,0.0,668.62,192.41,139.0,40.0,400.08,10276.68,144.61,83.0,2132.0,30.0
050US26049,130.0,92.0,51.0,124.0,42.0,,128.0,69.0,,8.13,21.05,60.6,14.92,50.25,,11.79,35.01,,0.99,0.7,0.39,0.95,0.32,,0.98,0.53,,0.84,0.15,0.01,,425790,354448,71342,0.17,1,0,0.0,791.13,144.01,2093.0,381.0,224.8,5096.51,211.47,590.0,13376.0,555.0
050US26051,0.0,0.0,,0.0,,,7.0,2.0,,52.15,173.41,,69.08,,,21.09,65.11,,0.0,0.0,,0.0,,,0.78,0.22,,0.0,0.33,0.67,,25692,2934,22758,0.89,0,0,0.0,660.29,289.72,98.0,43.0,535.34,4228.5,311.72,79.0,624.0,46.0
050US26053,7.0,4.0,2.0,,,,0.0,,,15.51,57.64,165.81,,,,74.36,,,0.88,0.5,0.25,,,,0.0,,,0.0,0.0,1.0,,16427,5229,11198,0.68,0,0,0.0,553.93,209.03,53.0,20.0,293.69,6545.0,136.35,28.0,624.0,13.0
050US26055,17.0,8.0,6.0,0.0,,,15.0,8.0,3.0,11.77,37.35,117.11,102.71,,,13.51,40.98,128.15,1.0,0.47,0.35,0.0,,,0.88,0.47,0.18,0.0,0.65,0.35,,86986,45212,41774,0.48,0,0,0.0,415.08,159.0,248.0,95.0,267.18,6977.3,159.97,157.0,4100.0,94.0
050US26057,10.0,6.0,5.0,5.0,0.0,,5.0,0.0,,10.37,35.44,106.16,34.05,164.54,,33.87,152.58,,1.0,0.6,0.5,0.5,0.0,,0.5,0.0,,0.0,0.4,0.6,,42476,16924,25552,0.6,0,0,0.0,485.31,135.01,133.0,37.0,203.93,7006.55,101.97,56.0,1924.0,28.0
050US26059,6.0,0.0,,0.0,,,10.0,2.0,,29.06,96.3,,72.45,,,19.68,66.1,,0.5,0.0,,0.0,,,0.83,0.17,,0.0,0.33,0.67,,46688,14414,32274,0.69,0,0,0.0,614.89,233.59,179.0,68.0,183.25,8270.23,79.52,53.0,2392.0,23.0
050US26061,10.0,8.0,7.0,,,,8.0,6.0,3.0,10.64,29.85,98.86,,,,20.14,52.31,160.58,0.83,0.67,0.58,,,,0.67,0.5,0.25,0.0,0.33,0.67,,36628,22777,13851,0.38,0,0,0.0,106.91,28.78,26.0,7.0,194.57,2512.83,57.96,47.0,607.0,14.0
050US26063,12.0,4.0,4.0,0.0,,,7.0,2.0,,16.16,53.08,146.51,109.97,,,27.08,92.7,,0.92,0.31,0.31,0.0,,,0.54,0.15,,0.0,0.0,1.0,,33118,3490,29628,0.89,0,0,0.0,347.28,89.45,66.0,17.0,332.1,5570.73,208.9,62.0,1040.0,39.0
050US26065,80.0,71.0,,76.0,31.0,,78.0,38.0,,5.19,13.45,,13.91,44.68,,12.42,39.46,,0.99,0.88,,0.94,0.38,,0.96,0.47,,0.86,0.11,0.02,,280895,243799,37096,0.13,0,0,0.0,554.97,126.31,1138.0,259.0,248.84,4179.79,133.66,512.0,8600.0,275.0
050US26067,13.0,7.0,4.0,1.0,,,4.0,0.0,,12.86,38.25,113.68,49.79,,,33.94,126.78,,1.0,0.54,0.31,0.08,,,0.31,0.0,,0.0,0.77,0.23,,63905,25218,38687,0.61,1,0,0.0,356.43,118.04,154.0,51.0,345.29,7591.77,106.6,149.0,3276.0,46.0
050US26069,2.0,1.0,,,,,0.0,,,36.9,104.52,,,,,87.97,,,0.2,0.1,,,,,0.0,,,0.0,0.0,1.0,,25887,10638,15249,0.59,0,0,0.0,540.17,150.43,79.0,22.0,464.92,10464.23,138.78,67.0,1508.0,20.0
050US26071,0.0,0.0,,,,,0.0,,,67.01,247.02,,,,,86.85,,,0.0,0.0,,,,,0.0,,,0.0,0.0,1.0,,11817,3208,8609,0.73,0,0,0.0,313.43,141.04,20.0,9.0,715.42,10747.22,413.35,45.0,676.0,26.0
050US26073,13.0,9.0,5.0,13.0,7.0,,13.0,7.0,,11.17,33.84,106.48,14.5,45.57,,14.5,45.57,,0.87,0.6,0.33,0.87,0.47,,0.87,0.47,,0.0,0.53,0.47,,70311,37554,32757,0.47,0,0,0.38,399.31,105.98,211.0,56.0,390.77,1486.85,184.9,205.0,780.0,97.0
050US26075,38.0,25.0,21.0,0.0,,,36.0,22.0,,7.12,21.39,60.77,45.29,,,11.44,35.56,,1.0,0.66,0.55,0.0,,,0.95,0.58,,0.66,0.29,0.05,,160248,93227,67021,0.42,0,0,0.0,693.78,184.56,718.0,191.0,365.18,5908.98,0.0,376.0,6084.0,0.0
050US26077,56.0,47.0,27.0,52.0,26.0,,56.0,44.0,,6.59,17.1,48.7,13.83,38.02,,8.23,21.98,,0.98,0.82,0.47,0.91,0.46,,0.98,0.77,,0.91,0.09,0.0,,250331,206405,43926,0.18,0,0,0.0,613.44,128.91,1085.0,228.0,245.14,7342.81,0.0,434.0,13000.0,0.0
050US26079,4.0,1.0,1.0,0.0,0.0,,4.0,1.0,1.0,19.7,61.43,168.49,68.03,250.47,,19.7,59.97,146.16,0.8,0.2,0.2,0.0,0.0,,0.8,0.2,0.2,0.0,0.0,1.0,,17153,2668,14485,0.84,0,0,0.0,679.77,146.98,74.0,16.0,470.55,15998.55,208.13,52.0,1768.0,23.0
050US26081,128.0,108.0,68.0,111.0,46.0,,126.0,86.0,,5.54,14.37,40.75,15.89,51.8,,8.84,26.59,,1.0,0.84,0.53,0.87,0.36,,0.98,0.67,,0.86,0.14,0.0,,602622,508159,94463,0.16,1,0,0.0,714.63,202.25,3067.0,868.0,267.16,5352.56,120.95,1153.0,23100.0,522.0
050US26083,1.0,,,,,,1.0,,,44.26,,,,,,194.91,,,0.33,,,,,,0.33,,,0.0,0.0,1.0,,2156,0,2156,1.0,0,0,0.0,,0.0,,0.0,180.34,0.0,0.0,2.0,0.0,0.0
050US26085,2.0,1.0,1.0,0.0,,,0.0,0.0,,27.32,75.81,202.38,114.02,,,70.43,237.3,,0.5,0.25,0.25,0.0,,,0.0,0.0,,0.0,0.0,1.0,,11539,0,11539,1.0,0,0,0.0,630.16,126.03,45.0,9.0,492.4,14631.4,154.76,35.0,1040.0,11.0
050US26087,21.0,4.0,,1.0,0.0,,18.0,5.0,,19.27,51.91,,44.96,169.03,,22.72,60.86,,0.88,0.17,,0.04,0.0,,0.75,0.21,,0.0,0.71,0.29,,88319,20006,68313,0.77,1,0,0.0,249.12,42.95,145.0,25.0,193.26,3319.99,75.92,112.0,1924.0,44.0
050US26089,5.0,1.0,,0.0,,,4.0,1.0,,22.44,150.23,,131.22,,,30.73,155.34,,0.71,0.14,,0.0,,,0.57,0.14,,0.0,0.14,0.86,,21708,1897,19811,0.91,0,0,0.0,355.64,105.08,44.0,13.0,195.22,19879.62,73.21,24.0,2444.0,9.0
050US26091,23.0,13.0,,0.0,,,20.0,7.0,,10.39,33.45,,51.4,,,17.69,59.71,,1.0,0.57,,0.0,,,0.87,0.3,,0.0,0.52,0.48,,99892,48126,51766,0.52,0,0,0.0,404.34,109.7,258.0,70.0,407.57,6653.82,99.52,258.0,4212.0,63.0
050US26093,58.0,30.0,,46.0,3.0,,50.0,9.0,,11.87,32.88,,23.92,73.72,,21.46,64.9,,0.95,0.49,,0.75,0.05,,0.82,0.15,,0.08,0.84,0.08,,180967,114181,66786,0.37,1,0,0.0,361.19,141.61,454.0,178.0,199.62,2026.47,90.67,251.0,2548.0,114.0
050US26095,0.0,,,,,,0.0,,,115.49,,,,,,98.95,,,0.0,,,,,,0.0,,,0.0,0.0,1.0,,6631,3225,3406,0.51,0,0,0.0,599.38,143.85,25.0,6.0,,,,,,
050US26097,2.0,,,,,,0.0,,,39.84,,,,,,62.25,,,0.33,,,,,,0.0,,,0.0,0.0,1.0,,11113,2531,8582,0.77,0,0,0.0,338.51,261.58,22.0,17.0,278.16,24911.14,123.63,18.0,1612.0,8.0
050US26099,217.0,200.0,123.0,215.0,127.0,,217.0,156.0,,4.53,11.79,32.71,11.41,34.6,,8.63,24.74,,1.0,0.92,0.57,0.99,0.59,,1.0,0.72,,0.97,0.02,0.01,,840978,817386,23592,0.03,1,0,0.0,310.31,96.15,1788.0,554.0,208.94,2949.82,145.43,1204.0,16998.0,838.0
050US26101,6.0,5.0,,,,,0.0,,,20.7,61.33,,,,,60.75,,,0.6,0.5,,,,,0.0,,,0.0,0.0,1.0,,24733,9606,15127,0.61,0,0,0.0,411.63,132.78,62.0,20.0,336.54,11900.11,262.5,50.0,1768.0,39.0
050US26103,24.0,15.0,13.0,,,,24.0,15.0,12.0,8.57,34.52,93.77,,,,9.42,37.33,102.14,0.96,0.6,0.52,,,,0.96,0.6,0.48,0.0,0.68,0.32,,67077,39247,27830,0.41,0,0,0.0,278.34,78.56,124.0,35.0,228.44,3881.3,113.09,101.0,1716.0,50.0
050US26105,7.0,3.0,2.0,0.0,,,7.0,3.0,,17.02,52.74,145.09,78.3,,,18.54,57.56,,0.78,0.33,0.22,0.0,,,0.78,0.33,,0.0,0.33,0.67,,28705,10710,17995,0.63,0,0,0.0,609.3,159.44,107.0,28.0,405.34,5937.43,171.27,71.0,1040.0,30.0
