HEROP_ID,FIPS,TotPop,TotUnits,Age15_44,Age15_24P,Und45P,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,PovP,UnempP,VacantP,Ovr16P,Ovr18P,Ovr21P,Age15_44P,WhiteE,BlackE,MaleP,FemP,SRatio,SRatio18,SRatio65,HisE,HisP,AmIndE,AsianE,PacIsE,EduHsP,EduNoHsP,SomeCollegeP,ChildrenP
050US46129,46129,7011,2939,2686.0,15.15,61.39,17.87,93.87,0.01,0.34,5.86,0.13,0.01,0.11,14.79,6.88,13.1,75.11,71.05,66.78,38.31,6581.0,1.0,48.38,51.62,93.73,92.54,74.27,24.0,0.34,411.0,9.0,1.0,36.42,37.78,15.88,28.95
050US46135,46135,18952,7131,8618.0,19.88,67.78,13.41,96.93,0.41,0.5,2.06,0.26,0.01,0.33,10.05,3.18,7.11,76.04,72.29,66.0,45.47,18371.0,78.0,48.13,51.87,92.8,88.1,65.06,94.0,0.5,391.0,49.0,1.0,32.62,31.12,18.35,27.71
050US46137,46137,2308,755,957.0,19.97,77.08,6.2,41.59,0.0,0.78,58.15,0.04,0.0,0.22,43.68,6.09,20.53,62.61,56.5,50.82,41.46,960.0,0.0,50.52,49.48,102.1,106.33,93.24,18.0,0.78,1342.0,1.0,0.0,34.73,42.24,14.73,43.5
050US47001,47001,67346,25837,29817.0,16.41,66.14,11.04,95.1,3.85,0.63,0.24,0.63,0.01,0.18,14.55,6.74,4.73,76.21,72.41,67.96,44.27,64043.0,2594.0,48.24,51.76,93.22,89.43,70.13,426.0,0.63,164.0,421.0,4.0,32.13,37.8,11.9,27.59
050US47003,47003,27916,10803,11550.0,16.2,64.37,14.12,89.05,10.78,0.61,0.05,0.06,0.0,0.06,14.14,5.48,7.96,75.23,71.52,66.8,41.37,24860.0,3008.0,48.1,51.9,92.67,88.13,66.78,171.0,0.61,14.0,18.0,0.0,32.5,51.51,8.46,28.48
050US47005,47005,14901,6489,5994.0,14.97,61.72,16.59,97.24,2.47,0.58,0.06,0.13,0.02,0.08,16.46,8.36,14.05,76.6,73.28,69.01,40.23,14490.0,368.0,47.88,52.12,91.87,88.42,72.99,86.0,0.58,9.0,19.0,3.0,34.45,53.63,6.4,26.72
050US47007,47007,9478,3299,4654.0,23.09,71.43,10.94,96.28,3.38,0.95,0.08,0.14,0.0,0.13,24.21,8.94,9.7,75.52,69.97,63.15,49.1,9125.0,320.0,51.16,48.84,104.75,97.91,81.61,90.0,0.95,8.0,13.0,0.0,28.86,60.38,4.85,30.03
050US47009,47009,77770,30529,35752.0,16.91,67.67,11.72,96.26,3.32,0.54,0.13,0.17,0.0,0.12,12.68,7.44,7.7,76.62,73.03,68.04,45.97,74859.0,2582.0,48.4,51.6,93.81,89.85,72.24,421.0,0.54,104.0,135.0,0.0,33.38,42.89,12.39,26.97
050US47011,47011,67547,24655,32724.0,19.08,73.09,9.01,95.33,3.95,0.85,0.25,0.23,0.01,0.23,13.9,7.03,6.61,73.5,69.82,63.67,48.45,64392.0,2668.0,48.29,51.71,93.38,89.3,69.42,574.0,0.85,168.0,155.0,8.0,29.79,47.05,12.71,30.18
050US47013,47013,34923,13162,14792.0,16.34,67.1,12.82,99.2,0.49,0.56,0.16,0.06,0.01,0.08,24.82,13.45,8.17,73.22,69.32,64.64,42.36,34643.0,170.0,47.91,52.09,91.98,87.94,72.23,197.0,0.56,57.0,21.0,3.0,24.25,62.55,7.09,30.68
050US47015,47015,10234,3983,4326.0,15.94,64.79,14.16,97.93,1.83,0.61,0.06,0.09,0.0,0.1,17.53,5.78,8.99,75.8,72.42,67.39,42.27,10022.0,187.0,48.77,51.23,95.19,90.66,72.09,62.0,0.61,6.0,9.0,0.0,31.47,55.38,7.05,27.58
050US47017,47017,28285,11278,11545.0,16.02,62.79,16.0,88.23,11.47,0.59,0.08,0.06,0.01,0.16,17.14,7.91,8.49,76.27,72.62,67.79,40.82,24956.0,3243.0,48.06,51.94,92.53,87.67,71.6,167.0,0.59,23.0,17.0,2.0,27.59,56.74,8.45,27.38
050US47019,47019,50205,19105,22562.0,17.54,66.72,12.44,98.89,0.85,0.44,0.09,0.1,0.0,0.07,18.82,9.74,6.47,76.39,72.94,67.5,44.94,49647.0,426.0,48.34,51.66,93.57,89.37,69.07,220.0,0.44,43.0,50.0,2.0,28.95,52.98,9.9,27.06
050US47021,47021,21616,7434,10389.0,17.49,73.85,8.75,97.02,2.75,0.59,0.11,0.08,0.0,0.04,10.87,7.85,4.99,72.14,67.66,62.85,48.06,20971.0,595.0,50.02,49.98,100.07,97.14,84.13,128.0,0.59,23.0,18.0,1.0,34.16,50.45,8.81,32.34
050US47023,47023,12727,4468,6086.0,23.96,68.86,12.93,89.02,10.74,0.49,0.04,0.1,0.0,0.09,20.71,6.32,5.77,77.32,73.82,63.0,47.82,11330.0,1367.0,47.95,52.05,92.13,88.88,71.64,62.0,0.49,5.0,13.0,0.0,27.61,55.59,9.11,26.18
050US47025,47025,24595,9227,11279.0,18.15,70.22,11.16,98.4,1.28,0.6,0.19,0.03,0.0,0.1,29.32,9.13,10.1,73.77,69.87,64.31,45.86,24202.0,314.0,48.95,51.05,95.88,92.05,79.95,148.0,0.6,46.0,8.0,0.0,25.48,61.19,6.42,30.13
050US47027,47027,7676,2952,3279.0,16.84,64.79,14.43,98.29,1.46,0.46,0.1,0.14,0.0,0.0,26.78,9.59,7.49,75.94,72.04,67.48,42.72,7545.0,112.0,49.35,50.65,97.43,94.86,79.29,35.0,0.46,8.0,11.0,0.0,25.36,65.75,3.6,27.96
050US47029,47029,28792,11277,13050.0,17.36,68.96,11.01,97.32,2.32,0.79,0.09,0.05,0.0,0.22,27.54,15.09,9.96,74.43,70.6,65.59,45.33,28020.0,668.0,48.76,51.24,95.17,92.27,78.69,228.0,0.79,26.0,14.0,1.0,28.82,59.91,5.99,29.4
050US47031,47031,38311,14970,16913.0,17.13,67.14,11.23,95.86,3.5,0.57,0.08,0.43,0.0,0.14,14.3,6.77,8.82,75.06,71.07,66.07,44.15,36725.0,1340.0,48.77,51.23,95.21,91.61,68.61,217.0,0.57,29.0,163.0,1.0,31.19,43.9,11.56,28.93
050US47033,47033,14941,5638,6225.0,17.4,64.03,16.23,80.88,18.93,0.64,0.07,0.05,0.0,0.07,21.77,8.96,4.58,75.31,71.17,66.07,41.66,12084.0,2828.0,47.79,52.21,91.55,87.5,65.98,95.0,0.64,10.0,8.0,0.0,31.99,55.03,7.5,28.83
050US47035,47035,28676,10790,12350.0,16.84,67.02,12.82,99.73,0.02,0.59,0.08,0.08,0.01,0.08,21.93,12.16,8.37,74.11,70.06,65.18,43.07,28600.0,6.0,49.0,51.0,96.09,92.18,78.1,169.0,0.59,22.0,24.0,2.0,28.09,55.58,7.7,29.94
050US47037,47037,477811,187400,235023.0,20.12,69.19,11.08,76.69,22.26,0.78,0.11,0.47,0.02,0.45,12.29,4.99,5.16,78.36,74.95,68.59,49.19,366448.0,106369.0,47.26,52.74,89.61,85.34,57.78,3741.0,0.78,546.0,2231.0,85.0,31.62,33.92,15.0,25.05
050US47039,47039,10857,4814,4374.0,15.2,61.9,16.17,95.33,4.43,0.83,0.11,0.06,0.02,0.05,18.96,9.08,15.23,76.87,73.11,68.79,40.29,10350.0,481.0,48.62,51.38,94.64,91.28,79.0,90.0,0.83,12.0,7.0,2.0,29.88,57.5,7.75,26.89
050US47041,47041,13589,5930,5694.0,15.7,64.26,14.75,97.74,1.97,0.59,0.07,0.1,0.0,0.12,22.89,8.76,16.42,75.82,72.12,67.41,41.9,13282.0,268.0,47.97,52.03,92.18,89.94,71.28,80.0,0.59,9.0,14.0,0.0,27.33,59.76,6.86,27.88
050US47043,47043,30037,11106,13128.0,17.08,67.73,12.7,94.24,5.57,0.63,0.06,0.06,0.0,0.07,12.06,9.65,5.74,73.94,69.91,65.05,43.71,28307.0,1672.0,48.81,51.19,95.35,91.1,72.59,190.0,0.63,17.0,18.0,1.0,33.94,51.96,6.58,30.09
050US47045,47045,34663,13302,15008.0,17.01,66.84,14.03,87.94,11.83,0.62,0.11,0.04,0.01,0.07,16.32,7.22,4.56,74.5,70.69,65.78,43.3,30482.0,4101.0,47.61,52.39,90.88,86.38,66.75,216.0,0.62,38.0,14.0,3.0,26.83,57.04,9.53,29.31
050US47047,47047,25305,8149,10753.0,19.4,69.87,12.75,49.26,50.6,1.49,0.06,0.04,0.0,0.05,30.32,8.52,8.81,70.12,65.29,59.55,42.49,12465.0,12804.0,48.98,51.02,96.01,90.24,87.62,377.0,1.49,14.0,9.0,0.0,27.63,58.02,7.48,34.71
050US47049,47049,14826,5554,6432.0,16.47,69.01,12.29,99.79,0.01,0.71,0.07,0.11,0.0,0.01,33.49,10.03,9.49,72.41,68.5,63.82,43.38,14795.0,2.0,48.83,51.17,95.44,92.68,86.49,106.0,0.71,11.0,17.0,0.0,23.43,66.39,3.63,31.5
050US47051,47051,31983,11563,14199.0,18.36,67.48,12.03,92.51,7.13,0.71,0.07,0.15,0.01,0.13,16.47,9.26,6.67,74.98,71.48,64.83,44.4,29587.0,2279.0,49.27,50.73,97.13,93.1,72.4,227.0,0.71,22.0,49.0,4.0,31.94,48.77,9.21,28.52
050US47053,47053,49467,19519,19966.0,16.08,62.3,16.37,80.68,19.1,0.79,0.05,0.08,0.0,0.08,18.76,7.83,6.75,76.09,72.37,67.7,40.36,39908.0,9450.0,47.25,52.75,89.58,83.78,66.56,391.0,0.79,26.0,42.0,2.0,31.53,53.43,8.48,27.63
050US47055,47055,24625,9543,10271.0,16.67,63.83,15.16,85.71,14.02,0.87,0.02,0.16,0.01,0.08,16.74,7.35,7.52,76.09,72.28,67.05,41.71,21106.0,3452.0,48.21,51.79,93.08,88.81,67.35,215.0,0.87,6.0,40.0,2.0,32.74,51.58,8.7,27.72
050US47057,47057,16751,6522,7492.0,16.92,69.03,11.61,99.07,0.81,0.73,0.05,0.01,0.0,0.06,22.91,11.34,12.7,73.67,70.09,65.11,44.73,16595.0,136.0,49.2,50.8,96.86,93.22,81.78,122.0,0.73,8.0,2.0,0.0,24.98,65.6,5.35,29.91
050US47059,47059,54422,21077,24343.0,16.35,67.11,11.47,97.41,2.27,0.57,0.1,0.1,0.0,0.13,17.96,7.92,9.11,75.82,72.24,67.27,44.73,53010.0,1233.0,48.13,51.87,92.79,89.55,67.54,310.0,0.57,53.0,54.0,1.0,30.26,52.5,8.33,27.76
050US47061,47061,13787,4911,5984.0,17.09,70.96,11.15,99.89,0.01,0.83,0.04,0.04,0.0,0.02,25.51,11.32,8.17,70.51,66.88,61.83,43.4,13772.0,2.0,49.42,50.58,97.69,92.18,73.09,115.0,0.83,5.0,5.0,0.0,22.76,67.09,5.32,33.12
050US47063,47063,49300,18398,23132.0,17.1,70.87,9.11,94.82,4.75,0.67,0.14,0.14,0.02,0.13,15.6,9.26,6.2,74.09,70.43,65.28,46.92,46747.0,2341.0,48.59,51.41,94.53,89.93,66.98,332.0,0.67,67.0,71.0,8.0,30.8,49.03,10.96,29.57
050US47065,47065,287740,110010,133508.0,18.27,68.6,11.21,79.92,19.41,0.74,0.11,0.32,0.01,0.22,13.51,6.82,6.08,76.13,72.58,66.94,46.4,229976.0,55840.0,47.59,52.41,90.8,85.44,59.57,2123.0,0.74,312.0,932.0,39.0,32.86,36.26,15.38,27.42
050US47067,47067,6887,2683,2834.0,16.99,65.11,13.04,99.22,0.55,1.13,0.04,0.06,0.0,0.13,43.05,10.96,12.37,74.08,70.65,65.49,41.15,6833.0,38.0,49.19,50.81,96.83,93.17,82.15,78.0,1.13,3.0,4.0,0.0,21.15,71.43,3.25,29.35
050US47069,47069,23873,8369,9849.0,17.33,66.77,14.08,63.12,36.55,1.62,0.07,0.2,0.01,0.05,27.33,11.62,8.91,72.42,68.17,63.28,41.26,15069.0,8725.0,47.98,52.02,92.23,87.29,68.56,387.0,1.62,17.0,47.0,3.0,26.67,61.24,6.59,31.83
050US47071,47071,22280,8646,9403.0,15.5,65.55,13.63,95.36,4.43,0.88,0.03,0.09,0.01,0.09,20.42,8.88,7.82,74.91,71.07,66.86,42.2,21246.0,986.0,48.33,51.67,93.55,90.52,77.39,195.0,0.88,6.0,19.0,2.0,32.35,56.39,6.2,28.93
050US47073,47073,43751,16857,19947.0,15.97,69.63,10.65,97.78,1.89,0.48,0.14,0.1,0.01,0.08,18.31,7.83,9.31,74.09,70.53,66.03,45.59,42778.0,826.0,49.41,50.59,97.66,93.4,74.89,212.0,0.48,61.0,45.0,5.0,33.43,52.95,6.93,29.47
050US47075,47075,20318,7043,8262.0,18.24,67.41,14.66,48.61,51.28,1.32,0.01,0.02,0.01,0.06,32.89,13.49,7.53,71.18,66.73,61.3,40.66,9876.0,10420.0,47.26,52.74,89.6,84.14,75.38,268.0,1.32,3.0,4.0,3.0,26.37,57.03,8.71,33.27
050US47077,47077,21390,8255,9137.0,16.35,66.03,13.57,90.93,8.89,0.8,0.05,0.03,0.0,0.1,17.64,10.08,6.89,74.6,71.2,66.27,42.72,19450.0,1901.0,48.21,51.79,93.09,89.5,71.88,172.0,0.8,10.0,7.0,0.0,30.57,58.14,6.0,28.8
050US47079,47079,28656,12145,11334.0,15.42,60.58,17.27,88.72,10.99,0.6,0.11,0.13,0.0,0.05,15.05,9.28,10.14,77.36,74.03,69.45,39.55,25425.0,3148.0,48.29,51.71,93.37,88.71,73.83,171.0,0.6,31.0,38.0,0.0,32.51,52.73,7.86,25.97
050US47081,47081,15151,5586,6841.0,18.58,67.52,12.14,94.46,5.39,0.44,0.11,0.0,0.0,0.05,13.39,6.72,8.81,75.81,72.12,66.48,45.15,14311.0,817.0,51.08,48.92,104.41,104.93,76.15,67.0,0.44,16.0,0.0,0.0,28.81,58.93,7.04,27.88
050US47083,47083,6871,2788,2825.0,15.83,64.52,14.8,94.95,4.82,0.6,0.07,0.03,0.01,0.12,17.71,9.72,13.56,74.66,71.11,66.32,41.11,6524.0,331.0,49.99,50.01,99.97,96.94,81.93,41.0,0.6,5.0,2.0,1.0,31.81,53.82,6.71,28.89
050US47085,47085,15957,6260,6823.0,15.98,67.26,12.46,95.78,3.94,0.38,0.07,0.19,0.01,0.01,13.01,7.02,10.0,73.52,69.86,65.36,42.76,15284.0,629.0,48.72,51.28,95.03,92.24,77.43,61.0,0.38,11.0,31.0,1.0,36.25,48.04,8.16,30.14
050US47087,47087,9398,3697,3854.0,15.41,63.36,15.12,99.67,0.22,0.45,0.01,0.09,0.0,0.01,24.87,10.16,9.03,76.07,72.42,67.87,41.01,9367.0,21.0,49.56,50.44,98.27,93.68,78.97,42.0,0.45,1.0,8.0,0.0,21.63,67.5,5.3,27.58
050US47089,47089,31284,11740,14689.0,19.89,68.44,11.43,96.72,2.95,0.52,0.15,0.07,0.0,0.11,17.08,8.71,9.51,76.68,72.86,65.62,46.95,30259.0,922.0,49.0,51.0,96.08,90.68,71.72,162.0,0.52,46.0,23.0,0.0,32.07,51.71,8.13,27.14
050US47091,47091,13745,5334,5945.0,15.75,67.17,13.22,99.11,0.63,0.59,0.06,0.15,0.01,0.05,26.5,13.47,9.26,74.14,70.64,66.24,43.25,13623.0,86.0,49.41,50.59,97.66,92.18,80.44,81.0,0.59,8.0,20.0,1.0,25.4,63.53,6.92,29.36
050US47093,47093,319694,125803,156991.0,20.58,69.29,11.18,90.3,8.76,0.62,0.14,0.48,0.01,0.31,14.71,5.98,6.24,78.16,74.78,67.98,49.11,288675.0,28006.0,47.99,52.01,92.27,88.32,60.29,1973.0,0.62,437.0,1539.0,41.0,31.3,35.61,14.32,25.22
050US47095,47095,7455,2868,2969.0,16.53,64.08,15.09,80.66,19.28,0.48,0.03,0.03,0.01,0.0,31.26,11.1,10.22,74.1,70.14,65.47,39.83,6013.0,1437.0,47.91,52.09,91.99,86.75,73.08,36.0,0.48,2.0,2.0,1.0,19.98,66.82,7.07,29.86
050US47097,47097,24555,9111,10601.0,17.86,67.48,14.11,68.29,30.94,0.71,0.54,0.06,0.01,0.15,24.91,10.21,9.11,73.46,69.46,64.52,43.17,16769.0,7597.0,49.28,50.72,97.15,94.2,73.9,174.0,0.71,133.0,15.0,3.0,29.12,59.64,5.66,30.54
050US47099,47099,34110,12528,14604.0,17.37,66.87,12.95,98.26,1.49,0.75,0.06,0.09,0.0,0.09,16.6,11.23,5.28,73.96,69.94,64.83,42.81,33518.0,508.0,48.54,51.46,94.31,88.97,69.08,257.0,0.75,22.0,30.0,1.0,29.83,57.08,7.01,30.06
050US47101,47101,9700,3231,4197.0,16.0,70.36,11.71,97.66,1.61,1.13,0.16,0.12,0.0,0.44,21.31,6.35,5.45,71.15,67.58,62.95,43.27,9473.0,156.0,48.42,51.58,93.88,91.89,73.44,110.0,1.13,16.0,12.0,0.0,31.29,50.54,10.04,32.42
050US47103,47103,26483,10241,11126.0,16.87,63.62,13.78,89.74,9.96,0.61,0.08,0.17,0.0,0.06,16.43,8.41,6.91,76.5,72.37,67.4,42.01,23765.0,2637.0,48.52,51.48,94.24,89.23,69.33,161.0,0.61,21.0,44.0,1.0,32.12,53.12,7.37,27.63
050US47105,47105,28553,10810,12246.0,15.53,64.74,13.18,98.26,1.47,0.5,0.12,0.11,0.01,0.03,12.85,7.3,4.82,76.5,73.05,68.51,42.89,28055.0,421.0,48.1,51.9,92.67,88.45,67.24,142.0,0.5,35.0,31.0,2.0,33.21,51.28,8.78,26.95
050US47107,47107,41878,15773,18497.0,16.84,67.65,11.94,94.63,4.88,0.54,0.16,0.19,0.01,0.13,16.0,7.2,6.63,74.6,70.97,65.99,44.17,39629.0,2043.0,48.3,51.7,93.41,89.7,68.75,225.0,0.54,68.0,78.0,5.0,29.97,52.7,9.48,29.03
050US47109,47109,22525,9002,9462.0,15.62,64.72,14.21,93.39,6.37,0.63,0.07,0.13,0.0,0.04,18.31,7.86,9.14,75.49,71.82,67.37,42.01,21036.0,1434.0,48.65,51.35,94.75,90.94,72.28,142.0,0.63,15.0,29.0,1.0,33.03,56.65,5.36,28.18
050US47111,47111,15700,6070,6706.0,15.97,65.75,13.54,99.41,0.45,0.65,0.06,0.01,0.0,0.08,16.55,8.72,7.0,75.11,71.54,67.27,42.71,15608.0,70.0,48.97,51.03,95.98,92.26,74.69,102.0,0.65,9.0,1.0,0.0,26.17,65.25,4.09,28.46
050US47113,47113,74546,28817,33537.0,18.94,68.06,13.06,69.7,29.94,0.73,0.04,0.18,0.02,0.12,17.65,6.57,7.3,75.17,71.55,65.38,44.99,51955.0,22322.0,47.17,52.83,89.27,84.02,62.98,543.0,0.73,29.0,132.0,16.0,31.72,42.39,13.13,28.45
050US47115,47115,24416,8981,10965.0,17.42,69.42,11.31,95.27,4.51,0.55,0.11,0.07,0.0,0.02,18.78,9.55,7.92,73.36,69.45,64.47,44.91,23262.0,1102.0,49.16,50.84,96.68,93.03,71.55,135.0,0.55,27.0,18.0,1.0,28.17,57.91,8.3,30.55
050US47117,47117,19698,7633,8071.0,15.48,63.13,15.31,89.88,9.95,0.68,0.07,0.08,0.0,0.03,12.84,8.03,6.41,76.01,72.52,68.18,40.97,17704.0,1960.0,47.88,52.12,91.86,85.83,65.17,133.0,0.68,13.0,16.0,0.0,34.24,50.56,7.99,27.48
050US47119,47119,51095,19532,22471.0,17.54,66.53,12.72,83.18,16.57,0.66,0.08,0.09,0.02,0.07,15.47,6.17,6.92,75.47,71.6,66.42,43.98,42500.0,8464.0,48.01,51.99,92.36,87.37,67.24,335.0,0.66,43.0,45.0,9.0,33.32,47.72,10.18,28.4
050US47121,47121,7431,2800,3389.0,16.4,71.27,9.18,97.95,1.86,0.62,0.12,0.05,0.0,0.01,14.33,8.86,10.0,72.28,68.6,64.06,45.61,7279.0,138.0,50.52,49.48,102.09,96.76,84.82,46.0,0.62,9.0,4.0,0.0,29.06,56.63,8.52,31.4
050US47123,47123,28700,10765,12838.0,17.52,69.43,11.58,96.67,3.09,0.56,0.04,0.08,0.0,0.11,19.39,10.62,10.48,73.29,69.42,63.9,44.73,27745.0,888.0,48.71,51.29,94.97,91.48,73.43,162.0,0.56,11.0,24.0,0.0,25.42,60.8,7.81,30.58
050US47125,47125,83342,29718,44804.0,25.18,77.03,7.59,79.69,17.62,2.31,0.24,1.04,0.17,1.25,12.96,8.22,8.48,75.02,71.39,62.83,53.76,66415.0,14684.0,51.04,48.96,104.26,104.03,70.5,1928.0,2.31,196.0,863.0,142.0,37.23,34.2,14.1,28.61
050US47127,47127,4510,1661,1925.0,16.5,67.32,11.86,95.19,4.63,0.35,0.11,0.0,0.0,0.07,16.34,4.88,7.65,73.41,69.87,65.17,42.68,4293.0,209.0,49.71,50.29,98.85,96.81,89.05,16.0,0.35,5.0,0.0,0.0,32.87,48.01,9.9,30.13
050US47129,47129,16604,5893,7558.0,17.71,70.42,11.05,98.95,0.71,0.37,0.1,0.1,0.01,0.12,25.66,10.69,8.55,72.98,68.86,63.71,45.52,16430.0,118.0,50.99,49.01,104.06,102.1,82.59,61.0,0.37,17.0,17.0,2.0,31.9,59.48,4.73,31.14
050US47131,47131,32781,12984,13724.0,15.46,65.23,14.96,90.24,9.48,0.78,0.1,0.07,0.01,0.1,15.56,6.87,6.97,74.92,71.47,66.97,41.87,29583.0,3107.0,47.86,52.14,91.79,86.92,67.37,256.0,0.78,33.0,23.0,3.0,36.14,48.95,7.76,28.53
050US47133,47133,17575,6520,7506.0,15.79,66.2,13.31,99.53,0.25,0.73,0.16,0.03,0.01,0.02,25.36,9.16,6.1,74.69,70.92,66.36,42.71,17493.0,44.0,49.31,50.69,97.27,92.66,76.6,129.0,0.73,28.0,6.0,1.0,24.76,64.85,4.47,29.08
050US47135,47135,6111,2624,2472.0,15.23,62.87,15.51,97.43,2.34,0.7,0.11,0.07,0.02,0.03,15.32,10.04,14.63,75.7,72.23,67.62,40.45,5954.0,143.0,48.65,51.35,94.74,90.75,73.94,43.0,0.7,7.0,4.0,1.0,32.47,56.67,7.01,27.77
050US47137,47137,4358,1703,1789.0,15.33,64.02,15.24,99.59,0.02,0.76,0.37,0.02,0.0,0.0,28.47,6.66,9.45,75.47,71.82,67.35,41.05,4340.0,1.0,49.08,50.92,96.39,95.87,84.44,33.0,0.76,16.0,1.0,0.0,24.95,63.67,5.62,28.18
050US47139,47139,13602,5042,5919.0,16.12,68.99,11.02,99.74,0.04,0.35,0.1,0.06,0.01,0.06,19.41,9.11,8.63,72.57,68.76,64.26,43.52,13566.0,5.0,49.17,50.83,96.73,92.33,73.7,48.0,0.35,13.0,8.0,2.0,28.51,59.34,6.08,31.24
050US47141,47141,47690,17783,24240.0,24.54,70.61,11.4,97.21,1.61,0.85,0.09,0.5,0.0,0.59,16.74,7.27,6.06,78.7,75.38,65.48,50.83,46359.0,768.0,49.62,50.38,98.49,95.75,71.24,404.0,0.85,43.0,237.0,2.0,25.91,49.99,10.0,24.62
050US47143,47143,24235,9085,11111.0,18.56,70.6,11.23,96.91,2.52,0.65,0.19,0.25,0.03,0.11,19.72,9.11,8.81,73.29,69.62,63.32,45.85,23485.0,611.0,48.72,51.28,95.02,90.45,73.75,158.0,0.65,45.0,60.0,7.0,30.38,52.76,8.8,30.38
050US47145,47145,48425,18548,21185.0,15.89,66.97,10.83,96.5,3.15,0.58,0.08,0.21,0.01,0.05,13.21,9.27,7.93,74.89,71.08,66.39,43.75,46731.0,1526.0,48.54,51.46,94.31,89.81,67.66,282.0,0.58,39.0,104.0,3.0,31.97,45.9,11.55,28.92
050US47147,47147,37021,13259,16291.0,17.51,68.03,12.36,86.36,13.4,0.59,0.08,0.11,0.01,0.06,13.37,7.33,5.48,74.08,70.02,64.97,44.0,31970.0,4960.0,48.76,51.24,95.17,91.72,78.32,220.0,0.59,29.0,39.0,2.0,36.73,47.6,8.83,29.98
050US47149,47149,84058,30432,43318.0,22.81,74.64,8.46,88.83,10.22,0.62,0.11,0.21,0.01,0.62,11.48,5.46,7.99,75.06,71.58,63.13,51.53,74671.0,8593.0,49.33,50.67,97.37,94.01,72.57,521.0,0.62,92.0,174.0,11.0,35.29,37.2,12.75,28.42
050US47151,47151,19259,6566,8486.0,17.63,72.08,10.71,99.49,0.03,0.83,0.36,0.06,0.02,0.05,28.56,11.7,5.57,69.92,65.85,60.85,44.06,19161.0,6.0,49.04,50.96,96.24,91.35,78.61,159.0,0.83,69.0,11.0,3.0,28.1,62.3,4.53,34.15
050US47153,47153,8605,3122,3941.0,17.29,71.49,10.73,99.34,0.21,0.45,0.2,0.07,0.0,0.19,22.37,11.22,7.4,72.2,68.3,63.4,45.8,8548.0,18.0,48.99,51.01,96.06,92.31,71.24,39.0,0.45,17.0,6.0,0.0,28.54,60.8,4.97,31.7
050US47155,47155,41418,16604,19080.0,16.76,68.62,10.98,99.26,0.39,0.56,0.11,0.13,0.02,0.09,15.1,11.57,11.22,75.46,71.75,67.11,46.07,41112.0,162.0,48.85,51.15,95.5,92.31,77.52,234.0,0.56,46.0,54.0,8.0,31.23,49.09,10.42,28.25
050US47157,47157,777113,286228,377556.0,20.15,72.62,9.38,57.32,41.78,0.89,0.1,0.48,0.02,0.3,19.57,7.83,5.95,74.15,70.32,63.97,48.58,445458.0,324664.0,47.78,52.22,91.51,86.93,61.35,6921.0,0.89,766.0,3712.0,150.0,33.89,34.13,16.1,29.68
050US47159,47159,14935,6038,6397.0,16.89,64.61,14.73,95.8,4.02,0.85,0.08,0.07,0.0,0.03,12.87,7.66,10.7,76.44,72.53,67.77,42.83,14308.0,600.0,48.82,51.18,95.38,93.17,75.58,127.0,0.85,12.0,11.0,0.0,29.91,56.95,7.02,27.47
050US47161,47161,8665,3472,3512.0,15.45,61.51,15.93,98.11,1.53,0.69,0.18,0.1,0.05,0.02,18.62,11.76,10.6,77.11,73.27,68.98,40.53,8501.0,133.0,49.32,50.68,97.34,95.65,83.75,60.0,0.69,16.0,9.0,4.0,30.28,59.22,4.9,26.73
050US47163,47163,143968,54722,65202.0,16.14,67.44,10.46,97.84,1.81,0.43,0.1,0.16,0.01,0.08,12.87,6.42,4.93,76.12,72.51,67.87,45.29,140855.0,2607.0,48.08,51.92,92.62,88.63,65.74,625.0,0.43,146.0,230.0,14.0,31.67,42.97,12.19,27.49
050US47165,47165,85790,30108,40995.0,16.85,73.34,8.79,93.66,5.93,0.6,0.12,0.16,0.01,0.13,9.74,6.17,5.15,72.36,68.29,63.43,47.79,80348.0,5084.0,49.26,50.74,97.07,93.53,73.88,511.0,0.6,100.0,134.0,12.0,35.73,39.48,13.01,31.71
050US47167,47167,32930,11539,14622.0,18.76,70.68,11.32,72.95,26.68,0.74,0.09,0.13,0.02,0.13,20.09,7.52,6.6,71.64,67.01,61.52,44.4,24021.0,8786.0,48.72,51.28,94.99,90.36,71.24,245.0,0.74,31.0,42.0,7.0,32.66,52.87,8.62,32.99
050US47169,47169,6137,2496,2696.0,16.02,66.12,12.94,85.17,14.63,1.48,0.11,0.0,0.0,0.08,9.29,5.31,10.78,76.36,73.05,68.7,43.93,5227.0,898.0,50.06,49.94,100.23,96.62,68.94,91.0,1.48,7.0,0.0,0.0,28.58,57.68,6.99,26.95
050US47171,47171,16362,6348,6948.0,16.13,63.76,13.49,99.62,0.02,0.61,0.12,0.15,0.0,0.09,15.01,10.01,6.3,76.91,73.34,68.71,42.46,16300.0,4.0,48.72,51.28,94.99,91.17,71.03,100.0,0.61,19.0,24.0,0.0,27.88,54.79,9.59,26.66
050US47173,47173,11707,4424,5457.0,18.17,71.41,10.69,99.78,0.01,1.13,0.15,0.03,0.01,0.03,24.34,6.91,10.78,73.18,69.43,64.19,46.61,11681.0,1.0,50.16,49.84,100.63,96.38,83.04,132.0,1.13,17.0,4.0,1.0,28.82,63.82,4.57,30.57
