HEROP_ID,FIPS,DmyBlckBlt,TotPop,TotUnits,Age15_44,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,DisbP,PovP,UnempP,VacantP,Ovr16P,Ovr18P,Ovr21P,Age15_44P,WhiteE,BlackE,MaleP,FemP,SRatio,SRatio18,SRatio65,HisE,HisP,AmIndE,AsianE,PacIsE,EduHsP,EduNoHsP,BachelorsP,GradSclP,SomeCollegeP,ChildrenP,Ovr16,Ovr18,Ovr21,Ovr65
050US29023,29023,0,40867,18707,16149,16.68,92.16,5.22,1.01,0.56,0.44,0.01,1.63,50,18.57,6.61,10.63,78.7,75.81,71.88,39.52,37663.0,2132.0,47.91,52.09,91.96,87.13,71.15,412.0,1.01,227.0,178.0,5.0,34.32,29.46,6.33,5.29,17.09,24.19,32162.0,30981.0,29375.0,6815.0
050US29025,29025,0,8969,4493,3317,17.04,98.56,0.13,0.75,0.33,0.12,0.0,0.85,39,11.87,3.08,21.59,76.11,72.93,69.48,36.98,8840.0,12.0,49.39,50.61,97.6,93.92,76.85,67.0,0.75,30.0,11.0,0.0,46.21,18.46,8.66,3.09,14.86,27.07,6826.0,6541.0,6232.0,1528.0
050US29027,29027,0,40766,16167,19073,10.97,91.79,5.66,0.92,0.52,0.52,0.01,1.52,30,8.55,3.93,10.83,77.71,74.56,69.13,46.79,37420.0,2307.0,51.84,48.16,107.63,108.86,74.56,377.0,0.92,210.0,210.0,5.0,37.11,21.1,11.04,5.43,17.12,25.44,31680.0,30395.0,28180.0,4474.0
050US29029,29029,0,37051,33470,12380,18.95,97.68,0.26,0.93,0.49,0.29,0.04,1.29,37,11.39,4.61,52.86,82.29,79.74,76.88,33.41,36190.0,95.0,50.0,50.0,99.98,97.55,97.83,346.0,0.93,181.0,107.0,14.0,37.32,17.12,12.06,5.68,18.85,20.26,30491.0,29543.0,28486.0,7023.0
050US29031,29031,0,68693,29434,31033,13.77,92.13,5.28,0.91,0.36,0.75,0.03,1.48,29,11.1,4.99,8.34,79.22,76.57,70.17,45.18,63290.0,3624.0,48.23,51.77,93.17,90.0,66.73,624.0,0.91,248.0,515.0,18.0,33.26,18.9,16.43,7.77,17.45,23.43,54420.0,52596.0,48200.0,9460.0
050US29033,29033,0,10285,4897,3733,20.07,96.95,1.72,0.71,0.27,0.13,0.01,0.93,36,13.7,4.11,14.87,77.72,74.83,71.17,36.3,9971.0,177.0,48.52,51.48,94.24,90.45,66.18,73.0,0.71,28.0,13.0,1.0,46.41,20.89,9.56,4.48,13.29,25.17,7993.0,7696.0,7320.0,2064.0
050US29035,29035,0,5941,3028,2272,15.89,96.6,0.08,1.21,1.35,0.1,0.0,1.87,59,25.19,8.06,21.47,77.75,74.87,70.98,38.24,5739.0,5.0,49.1,50.9,96.46,94.24,85.83,72.0,1.21,80.0,6.0,0.0,35.26,33.42,7.63,3.18,12.55,25.13,4619.0,4448.0,4217.0,944.0
050US29037,29037,0,82092,31677,34642,11.74,95.62,1.42,2.21,0.58,0.48,0.04,1.89,27,5.77,3.09,4.76,74.76,71.61,68.16,42.2,78499.0,1166.0,48.96,51.04,95.94,92.86,72.01,1816.0,2.21,476.0,397.0,30.0,37.72,13.28,12.08,5.61,22.27,28.39,61368.0,58785.0,55956.0,9636.0
050US29039,29039,0,13733,6813,4724,20.79,96.58,0.32,1.11,0.66,0.46,0.04,1.98,51,17.38,4.35,16.56,79.14,75.37,71.98,34.4,13263.0,44.0,48.95,51.05,95.88,90.49,79.0,153.0,1.11,91.0,63.0,6.0,43.85,25.97,6.72,3.29,13.51,24.63,10868.0,10351.0,9885.0,2855.0
050US29041,29041,0,8438,4250,3011,22.33,95.99,3.19,0.56,0.17,0.13,0.0,0.52,38,11.59,4.05,18.38,79.81,76.33,72.94,35.68,8100.0,269.0,47.9,52.1,91.95,91.3,72.05,47.0,0.56,14.0,11.0,0.0,48.19,20.37,7.61,3.81,13.86,23.67,6734.0,6441.0,6155.0,1884.0
050US29043,29043,0,54285,21827,24083,10.59,97.31,0.27,1.32,0.56,0.29,0.03,1.58,29,9.07,3.21,6.42,75.08,72.16,68.7,44.36,52824.0,145.0,48.64,51.36,94.69,91.51,75.82,714.0,1.32,302.0,157.0,16.0,34.14,14.12,15.3,5.62,22.39,27.84,40756.0,39171.0,37293.0,5751.0
050US29045,29045,0,7416,3483,2801,16.72,98.83,0.07,0.7,0.2,0.07,0.01,0.84,39,14.08,5.33,14.84,78.01,75.03,71.36,37.77,7329.0,5.0,49.39,50.61,97.6,94.0,64.67,52.0,0.7,15.0,5.0,1.0,45.22,20.44,8.56,2.15,16.14,24.97,5785.0,5564.0,5292.0,1240.0
050US29047,29047,0,184006,76230,83504,10.79,92.46,2.66,3.58,0.48,1.35,0.09,3.05,26,5.46,3.34,4.82,77.04,74.17,70.41,45.38,170129.0,4894.0,48.6,51.4,94.57,91.78,69.34,6594.0,3.58,890.0,2479.0,164.0,32.04,11.28,17.46,7.47,22.41,25.83,141767.0,136476.0,129559.0,19848.0
050US29049,29049,0,18979,7877,7719,14.12,96.58,1.52,1.08,0.34,0.17,0.01,1.4,30,9.31,4.43,9.2,76.62,73.24,69.53,40.67,18329.0,288.0,48.97,51.03,95.96,91.64,68.17,205.0,1.08,65.0,32.0,1.0,42.52,13.92,10.3,4.25,19.22,26.76,14541.0,13900.0,13196.0,2679.0
050US29051,29051,0,71397,28915,32991,11.32,87.06,9.92,1.28,0.33,0.88,0.04,1.81,28,8.68,3.74,6.48,78.53,75.78,71.48,46.21,62158.0,7084.0,51.37,48.63,105.63,106.53,65.76,915.0,1.28,239.0,625.0,26.0,31.99,14.67,18.25,9.17,18.99,24.22,56070.0,54103.0,51038.0,8081.0
050US29053,29053,0,16670,6676,7591,15.21,89.05,8.96,0.86,0.36,0.23,0.02,1.4,28,10.66,3.4,11.14,80.14,77.2,71.13,45.54,14844.0,1493.0,54.0,46.0,117.37,119.98,71.0,143.0,0.86,60.0,39.0,3.0,43.83,19.66,9.08,4.61,16.07,22.8,13359.0,12869.0,11857.0,2536.0
050US29055,29055,0,22804,10850,9057,15.8,98.26,0.14,0.77,0.43,0.13,0.06,1.03,43,16.32,5.99,18.36,77.03,73.73,70.06,39.72,22408.0,33.0,49.31,50.69,97.28,94.63,78.58,176.0,0.77,99.0,30.0,14.0,39.16,30.59,5.41,3.02,14.31,26.27,17567.0,16814.0,15977.0,3602.0
050US29057,29057,0,7923,3758,2824,20.32,97.45,0.27,0.85,0.71,0.14,0.05,1.44,41,13.37,5.2,14.8,78.77,75.67,72.22,35.64,7721.0,21.0,48.96,51.04,95.92,92.46,75.96,67.0,0.85,56.0,11.0,4.0,45.37,21.48,6.64,3.23,15.08,24.33,6241.0,5995.0,5722.0,1610.0
050US29059,29059,0,15661,6914,6062,15.17,97.45,0.12,0.94,0.76,0.07,0.03,1.6,43,17.91,4.92,12.79,75.73,72.53,69.04,38.71,15262.0,19.0,49.57,50.43,98.29,95.71,81.1,147.0,0.94,119.0,11.0,5.0,41.54,27.2,6.46,3.06,14.02,27.47,11860.0,11359.0,10813.0,2376.0
050US29061,29061,0,8016,3853,2928,17.6,98.68,0.05,0.69,0.39,0.07,0.19,0.81,31,15.22,4.34,17.52,76.31,73.03,69.44,36.53,7910.0,4.0,48.15,51.85,92.88,90.87,75.72,55.0,0.69,31.0,6.0,15.0,42.39,20.85,8.86,3.09,16.61,26.97,6117.0,5854.0,5566.0,1411.0
050US29063,29063,0,11597,3839,5587,13.88,89.09,8.86,1.08,0.66,0.17,0.01,1.21,32,10.82,3.8,8.1,81.7,79.28,75.93,48.18,10332.0,1028.0,60.37,39.63,152.33,168.12,74.81,125.0,1.08,77.0,20.0,1.0,41.19,22.98,7.33,3.32,16.09,20.72,9475.0,9194.0,8806.0,1610.0
050US29065,29065,0,14927,6994,5647,17.75,97.07,0.4,0.75,0.73,0.21,0.01,1.59,52,17.22,7.06,14.47,78.13,75.11,71.26,37.83,14489.0,59.0,48.54,51.46,94.34,90.7,75.9,112.0,0.75,109.0,32.0,2.0,35.86,33.68,7.03,3.1,12.17,24.89,11662.0,11211.0,10637.0,2649.0
050US29067,29067,0,13084,5919,4779,17.07,96.86,0.11,0.84,0.95,0.21,0.02,1.87,53,17.52,4.66,12.13,77.35,74.15,70.56,36.53,12673.0,14.0,49.13,50.87,96.57,93.31,76.74,110.0,0.84,124.0,28.0,2.0,38.77,30.33,6.56,3.37,14.09,25.85,10121.0,9702.0,9232.0,2234.0
050US29069,29069,0,33155,14682,12787,16.48,88.64,8.68,2.49,0.31,0.27,0.01,2.09,52,24.51,6.22,8.66,77.11,74.02,70.45,38.57,29388.0,2879.0,47.26,52.74,89.6,85.07,61.61,824.0,2.49,104.0,90.0,4.0,37.39,36.34,6.21,2.87,11.5,25.98,25565.0,24542.0,23359.0,5464.0
050US29071,29071,0,93807,38295,40278,12.08,97.47,0.94,0.72,0.24,0.27,0.02,1.08,32,7.02,3.49,8.75,75.78,72.64,68.64,42.94,91436.0,882.0,49.62,50.38,98.5,95.82,73.33,678.0,0.72,224.0,249.0,23.0,35.56,22.35,8.4,4.37,19.89,27.36,71088.0,68146.0,64392.0,11332.0
050US29073,29073,0,15342,7813,5733,18.83,98.69,0.12,0.42,0.18,0.16,0.01,0.85,45,9.52,4.07,21.02,78.41,75.23,71.87,37.37,15141.0,18.0,48.62,51.38,94.62,92.91,71.25,64.0,0.42,28.0,24.0,1.0,40.15,26.05,6.97,3.44,15.74,24.77,12029.0,11542.0,11026.0,2889.0
050US29075,29075,0,6861,3214,2445,21.64,98.57,0.12,0.64,0.31,0.17,0.16,0.83,41,11.97,5.26,14.53,77.1,74.03,70.47,35.64,6763.0,8.0,48.75,51.25,95.14,89.87,68.18,44.0,0.64,21.0,12.0,11.0,45.6,18.24,9.83,4.72,14.22,25.97,5290.0,5079.0,4835.0,1485.0
050US29077,29077,0,240391,104517,111006,13.59,93.54,2.26,1.84,0.66,1.13,0.06,2.41,34,12.07,5.47,6.37,80.26,77.74,71.37,46.18,224859.0,5426.0,48.55,51.45,94.35,91.2,65.63,4434.0,1.84,1583.0,2720.0,145.0,30.86,15.27,15.93,8.26,22.09,22.26,192939.0,186890.0,171558.0,32668.0
050US29079,29079,0,10432,5102,3766,20.6,97.61,0.4,1.58,0.35,0.15,0.01,1.49,44,15.78,4.83,14.11,79.55,76.76,71.99,36.1,10183.0,42.0,47.47,52.53,90.36,87.23,65.69,165.0,1.58,36.0,16.0,1.0,39.4,21.04,7.93,4.53,17.54,23.24,8299.0,8008.0,7510.0,2149.0
050US29081,29081,0,8850,4316,3144,21.98,98.31,0.14,1.01,0.25,0.15,0.06,1.16,34,13.53,3.75,15.25,79.18,76.24,72.89,35.53,8700.0,12.0,48.51,51.49,94.21,89.63,69.72,89.0,1.01,22.0,13.0,5.0,47.86,19.9,6.11,3.16,14.74,23.76,7007.0,6747.0,6451.0,1945.0
050US29083,29083,0,21997,10261,8305,18.29,96.61,1.02,0.91,0.7,0.25,0.02,1.42,41,14.33,5.0,10.99,78.97,76.27,72.68,37.76,21251.0,225.0,48.84,51.16,95.48,91.3,71.41,201.0,0.91,155.0,54.0,5.0,43.87,22.74,7.53,4.14,14.29,23.73,17371.0,16777.0,15988.0,4023.0
050US29085,29085,0,8940,6184,2531,26.05,97.51,0.08,0.76,0.66,0.11,0.0,1.64,54,19.7,8.09,36.76,82.57,80.07,77.2,28.31,8717.0,7.0,48.97,51.03,95.97,92.68,93.12,68.0,0.76,59.0,10.0,0.0,42.18,26.64,4.45,3.2,14.68,19.93,7382.0,7158.0,6902.0,2329.0
050US29087,29087,0,5351,2931,1906,21.51,98.47,0.11,0.39,0.47,0.07,0.02,0.88,36,13.0,2.16,23.68,79.16,76.23,72.94,35.62,5269.0,6.0,49.43,50.57,97.75,92.77,69.76,21.0,0.39,25.0,4.0,1.0,49.49,18.12,8.46,3.21,14.11,23.77,4236.0,4079.0,3903.0,1151.0
050US29089,29089,0,10212,4346,4419,16.14,91.13,6.84,0.86,0.33,0.12,0.08,1.58,35,11.55,5.25,11.73,79.21,76.0,69.1,43.27,9306.0,699.0,48.44,51.56,93.96,94.41,69.72,88.0,0.86,34.0,12.0,8.0,42.99,18.72,11.62,6.26,13.74,24.0,8089.0,7761.0,7056.0,1648.0
050US29091,29091,0,37238,16340,14412,16.78,96.41,0.31,1.21,0.97,0.36,0.04,1.95,44,18.68,6.36,9.66,77.2,74.02,70.1,38.7,35902.0,114.0,48.34,51.66,93.57,88.48,71.93,450.0,1.21,362.0,134.0,16.0,38.94,26.58,6.76,4.13,15.74,25.98,28747.0,27562.0,26104.0,6248.0
050US29093,29093,0,10697,4907,4067,17.08,96.74,1.56,0.58,0.34,0.09,0.0,1.27,55,19.02,6.66,14.47,78.44,75.01,71.17,38.02,10348.0,167.0,48.67,51.33,94.81,90.78,73.34,62.0,0.58,36.0,10.0,0.0,35.08,34.84,5.14,3.25,13.98,24.99,8391.0,8024.0,7613.0,1827.0
050US29095,29095,0,654880,288231,290824,12.52,70.1,23.27,5.37,0.48,1.28,0.18,4.86,35,11.93,5.66,7.61,77.03,74.23,70.3,44.41,459061.0,152391.0,48.17,51.83,92.93,88.97,64.12,35160.0,5.37,3168.0,8412.0,1168.0,30.01,16.6,15.53,7.91,21.23,25.77,504434.0,486114.0,460385.0,81981.0
050US29097,29097,0,104686,45571,45400,13.78,92.58,1.48,3.45,1.33,0.69,0.06,3.92,39,14.48,6.6,9.13,77.08,74.25,69.27,43.37,96916.0,1551.0,48.49,51.51,94.14,90.17,65.84,3615.0,3.45,1388.0,727.0,68.0,35.43,20.48,11.25,5.23,19.22,25.75,80687.0,77734.0,72512.0,14430.0
050US29099,29099,0,198099,75586,89587,9.19,97.48,0.68,1.01,0.29,0.36,0.01,1.19,32,6.78,4.57,5.41,75.3,72.1,68.04,45.22,193102.0,1354.0,49.72,50.28,98.88,95.94,75.19,2002.0,1.01,577.0,708.0,28.0,36.34,20.64,8.46,3.68,20.91,27.9,149176.0,142829.0,134785.0,18199.0
050US29101,29101,0,48258,18886,25176,9.3,90.12,4.33,2.92,0.65,1.43,0.13,3.46,25,14.88,6.12,7.82,77.89,74.88,65.27,52.17,43491.0,2089.0,50.48,49.52,101.93,100.44,76.89,1407.0,2.92,314.0,692.0,61.0,32.5,14.03,13.04,10.19,21.46,25.12,37586.0,36134.0,31496.0,4486.0
050US29103,29103,0,4361,2317,1505,21.23,98.51,0.09,0.6,0.02,0.09,0.0,1.28,37,17.95,4.65,22.7,77.99,75.07,71.86,34.51,4296.0,4.0,48.15,51.85,92.88,91.57,76.72,26.0,0.6,1.0,4.0,0.0,46.59,20.0,8.8,4.01,13.88,24.93,3401.0,3274.0,3134.0,926.0
050US29105,29105,0,32513,14320,13350,14.14,97.04,0.42,1.23,0.49,0.29,0.05,1.75,40,14.3,4.78,10.89,76.61,73.32,69.41,41.06,31552.0,138.0,49.07,50.93,96.36,92.86,74.55,401.0,1.23,160.0,95.0,15.0,41.1,27.1,7.95,3.37,12.88,26.68,24908.0,23838.0,22566.0,4596.0
050US29107,29107,0,32960,13707,13191,15.41,95.52,2.27,1.17,0.29,0.25,0.03,1.66,34,8.81,3.75,8.3,77.09,73.8,70.23,40.02,31485.0,749.0,48.94,51.06,95.85,92.04,69.07,386.0,1.17,96.0,82.0,9.0,42.26,20.07,8.99,4.85,15.79,26.2,25410.0,24324.0,23147.0,5079.0
050US29109,29109,0,35204,14789,13904,15.6,95.68,0.27,3.39,0.76,0.22,0.02,3.07,41,14.11,4.44,8.26,75.94,72.79,69.16,39.5,33682.0,95.0,49.23,50.77,96.96,92.1,71.66,1195.0,3.39,267.0,79.0,8.0,41.53,22.61,8.0,4.14,16.31,27.21,26734.0,25626.0,24346.0,5493.0
050US29111,29111,0,10494,4602,4366,16.08,95.92,2.53,0.73,0.16,0.2,0.02,1.19,28,16.14,4.8,14.04,77.78,74.97,68.43,41.6,10066.0,265.0,48.98,51.02,96.0,91.5,69.04,77.0,0.73,17.0,21.0,2.0,44.5,20.54,9.03,3.96,13.67,25.03,8162.0,7867.0,7181.0,1687.0
050US29113,29113,0,38944,15511,16895,10.77,96.13,1.74,1.14,0.37,0.17,0.03,1.59,34,8.27,4.84,10.7,73.38,69.98,66.16,43.38,37435.0,677.0,49.61,50.39,98.44,97.9,77.04,444.0,1.14,143.0,68.0,11.0,42.84,23.65,6.5,3.15,16.02,30.02,28576.0,27253.0,25766.0,4194.0
050US29115,29115,0,13754,6554,5032,20.57,97.98,0.6,0.76,0.38,0.14,0.0,0.91,47,14.92,3.42,13.08,78.13,74.63,71.13,36.59,13476.0,82.0,47.24,52.76,89.55,85.69,65.44,104.0,0.76,52.0,19.0,0.0,49.02,19.96,7.95,2.85,13.5,25.37,10746.0,10265.0,9783.0,2829.0
050US29117,29117,0,14558,6467,5593,18.97,95.91,2.33,0.65,0.34,0.27,0.01,1.16,33,12.45,3.22,11.3,78.83,75.59,72.04,38.42,13962.0,339.0,45.89,54.11,84.79,79.5,59.38,94.0,0.65,49.0,39.0,2.0,45.66,19.42,9.29,3.82,14.48,24.41,11476.0,11005.0,10488.0,2762.0
050US29119,29119,0,21681,9287,9083,11.25,89.66,0.18,9.36,2.88,0.14,0.14,7.14,40,20.74,4.24,12.64,74.34,71.13,67.15,41.89,19440.0,38.0,50.64,49.36,102.61,99.48,81.41,2030.0,9.36,625.0,31.0,30.0,38.51,30.6,5.03,1.99,15.74,28.87,16117.0,15422.0,14559.0,2440.0
050US29121,29121,0,15762,7502,5881,19.03,96.18,2.21,0.77,0.39,0.16,0.01,1.06,40,12.46,3.9,13.34,78.71,75.76,71.97,37.31,15160.0,349.0,48.82,51.18,95.39,90.52,69.63,121.0,0.77,61.0,25.0,2.0,44.83,22.2,9.4,3.64,13.22,24.24,12406.0,11942.0,11344.0,2999.0
050US29123,29123,0,11800,5656,4581,17.97,98.3,0.13,0.56,0.25,0.29,0.0,1.03,53,17.22,6.84,16.71,78.44,75.39,71.7,38.82,11599.0,15.0,47.93,52.07,92.06,87.72,71.11,66.0,0.56,30.0,34.0,0.0,38.96,31.42,4.88,2.9,13.72,24.61,9256.0,8896.0,8461.0,2120.0
050US29125,29125,0,8903,4149,3421,15.64,97.43,0.33,1.16,0.55,0.11,0.0,1.58,43,13.13,3.6,15.18,77.12,73.96,70.66,38.43,8674.0,29.0,50.31,49.69,101.24,97.87,81.49,103.0,1.16,49.0,10.0,0.0,42.18,25.48,8.08,2.92,13.27,26.04,6866.0,6585.0,6291.0,1392.0
050US29127,29127,0,28289,12443,11506,16.65,93.26,4.62,0.89,0.27,0.28,0.08,1.58,34,12.11,6.73,11.07,77.5,74.3,69.6,40.67,26382.0,1308.0,47.21,52.79,89.43,85.69,64.31,252.0,0.89,75.0,78.0,23.0,40.78,20.64,11.43,4.15,15.72,25.7,21925.0,21020.0,19689.0,4709.0
050US29129,29129,0,3757,2125,1348,22.01,98.72,0.19,0.29,0.56,0.0,0.05,0.53,38,13.34,3.83,24.71,80.28,77.0,73.54,35.88,3709.0,7.0,48.9,51.1,95.68,92.61,65.73,11.0,0.29,21.0,0.0,2.0,46.47,17.49,8.95,3.21,16.09,23.0,3016.0,2893.0,2763.0,827.0
050US29131,29131,0,23564,11263,9573,15.26,97.99,0.28,0.98,0.46,0.13,0.02,1.15,40,14.18,5.35,17.57,76.95,73.7,69.72,40.63,23090.0,65.0,49.3,50.7,97.25,93.69,75.5,231.0,0.98,108.0,30.0,5.0,40.2,26.13,8.07,3.31,14.81,26.3,18133.0,17366.0,16429.0,3596.0
050US29133,29133,0,13427,5840,5229,15.89,77.93,20.53,0.96,0.25,0.11,0.01,1.18,50,23.66,8.82,7.83,76.9,73.68,69.78,38.94,10463.0,2757.0,46.7,53.3,87.63,82.66,60.74,129.0,0.96,33.0,15.0,1.0,37.76,38.85,7.16,2.47,8.61,26.32,10326.0,9893.0,9370.0,2133.0
050US29135,29135,0,14827,5742,6521,13.91,92.75,3.78,2.93,0.4,0.31,0.01,2.76,31,9.91,3.05,8.41,77.24,74.13,70.43,43.98,13752.0,561.0,53.13,46.87,113.34,116.83,64.04,435.0,2.93,59.0,46.0,2.0,43.89,22.45,9.15,3.88,13.97,25.87,11452.0,10991.0,10442.0,2062.0
050US29137,29137,0,9311,4565,3467,17.58,94.66,3.83,0.56,0.41,0.12,0.03,0.98,36,11.94,4.48,19.91,77.54,74.12,70.45,37.24,8814.0,357.0,49.07,50.93,96.35,93.14,73.04,52.0,0.56,38.0,11.0,3.0,46.56,21.31,6.86,2.64,14.55,25.88,7220.0,6901.0,6560.0,1637.0
050US29139,29139,0,12136,5726,4665,17.23,95.97,2.04,0.77,0.24,0.26,0.01,1.49,36,11.79,6.14,16.61,77.88,74.58,70.95,38.44,11647.0,248.0,49.52,50.48,98.11,93.73,71.39,94.0,0.77,29.0,31.0,1.0,41.51,28.86,6.29,3.59,12.59,25.42,9452.0,9051.0,8611.0,2091.0
050US29141,29141,0,19309,13898,6484,19.61,97.34,0.51,0.83,0.63,0.12,0.02,1.4,50,16.18,4.81,43.52,78.97,76.2,73.27,33.58,18796.0,98.0,49.3,50.7,97.23,94.96,85.64,161.0,0.83,122.0,23.0,4.0,40.64,25.49,7.45,3.28,16.0,23.8,15249.0,14714.0,14147.0,3787.0
050US29143,29143,0,19760,8600,7895,15.47,83.21,15.36,0.93,0.19,0.14,0.01,1.11,48,22.07,5.97,9.02,76.88,73.57,69.66,39.95,16442.0,3035.0,48.02,51.98,92.39,86.52,63.6,183.0,0.93,37.0,27.0,1.0,39.6,36.4,6.21,3.39,9.03,26.43,15192.0,14537.0,13765.0,3056.0
050US29145,29145,0,52636,21897,21241,14.04,93.26,0.59,2.18,2.23,0.32,0.28,3.6,36,11.64,4.57,8.02,76.68,73.75,69.43,40.35,49086.0,312.0,48.86,51.14,95.56,92.28,72.38,1147.0,2.18,1175.0,169.0,145.0,34.31,20.25,10.46,5.69,20.23,26.25,40360.0,38817.0,36546.0,7388.0
050US29147,29147,0,21912,8909,11440,13.81,96.58,1.35,0.71,0.23,0.87,0.02,0.98,27,16.47,5.58,8.65,83.37,80.63,67.43,52.21,21162.0,295.0,49.91,50.09,99.65,96.98,70.38,155.0,0.71,51.0,190.0,5.0,41.19,12.89,12.77,10.78,14.85,19.37,18268.0,17667.0,14775.0,3026.0
050US29149,29149,0,10344,4997,3695,18.01,94.61,0.1,1.09,2.88,0.14,0.01,2.28,59,21.97,7.26,14.69,78.63,75.69,72.32,35.72,9786.0,10.0,49.08,50.92,96.39,92.79,79.31,113.0,1.09,298.0,14.0,1.0,44.34,28.01,6.49,2.65,11.47,24.31,8134.0,7829.0,7481.0,1863.0
050US29151,29151,0,13062,5904,5482,14.71,98.64,0.16,0.59,0.24,0.08,0.02,0.89,31,8.32,2.75,16.63,76.74,73.69,68.83,41.97,12884.0,21.0,50.74,49.26,103.02,102.55,74.64,77.0,0.59,31.0,10.0,3.0,44.06,24.85,7.01,3.36,13.81,26.31,10024.0,9625.0,8991.0,1921.0
050US29153,29153,0,9542,5114,3269,19.49,97.57,0.15,0.94,0.65,0.08,0.0,1.55,52,21.64,5.93,22.76,80.88,77.92,74.66,34.26,9310.0,14.0,49.52,50.48,98.09,96.33,92.35,90.0,0.94,62.0,8.0,0.0,43.06,26.98,4.96,3.37,12.54,22.08,7718.0,7435.0,7124.0,1860.0
050US29155,29155,0,20047,8793,7808,14.86,71.76,26.23,1.57,0.25,0.27,0.01,1.48,50,30.43,8.6,10.67,73.23,70.0,65.82,38.95,14386.0,5259.0,46.94,53.06,88.48,83.31,61.55,315.0,1.57,51.0,54.0,3.0,33.77,41.79,6.06,2.3,10.82,30.0,14680.0,14032.0,13195.0,2979.0
050US29157,29157,0,18132,7815,7448,15.69,98.21,0.18,0.51,0.23,0.65,0.03,0.73,34,9.03,3.02,11.66,77.09,74.0,70.16,41.08,17808.0,33.0,49.8,50.2,99.21,97.48,71.7,93.0,0.51,42.0,117.0,5.0,44.42,28.81,6.57,3.34,10.68,26.0,13978.0,13417.0,12721.0,2845.0
050US29159,29159,0,39403,16963,16456,15.4,92.06,3.04,3.88,0.38,0.39,0.05,4.13,36,12.84,5.11,8.22,76.69,73.66,69.32,41.76,36275.0,1197.0,48.55,51.45,94.37,91.65,67.82,1527.0,3.88,148.0,154.0,21.0,33.8,21.71,9.45,5.51,20.26,26.34,30218.0,29026.0,27313.0,6070.0
050US29161,29161,0,39825,17501,17962,13.88,93.24,1.5,1.22,0.59,2.35,0.06,2.32,38,16.42,6.49,10.39,79.2,76.29,69.4,45.1,37132.0,596.0,50.78,49.22,103.19,102.92,74.41,485.0,1.22,236.0,936.0,25.0,32.93,20.96,11.9,9.15,17.06,23.71,31541.0,30383.0,27638.0,5527.0
050US29163,29163,0,18351,7493,7923,14.96,88.44,9.17,1.61,0.24,0.15,0.04,2.0,31,15.54,4.8,13.91,79.56,76.61,72.79,43.17,16230.0,1682.0,54.37,45.63,119.17,123.82,73.91,295.0,1.61,44.0,28.0,7.0,44.13,24.04,6.58,3.64,13.64,23.39,14600.0,14058.0,13358.0,2746.0
050US29165,29165,0,73781,30902,33438,8.82,91.45,3.49,3.0,0.46,1.48,0.2,3.12,24,4.77,2.6,5.26,77.1,74.21,70.77,45.32,67473.0,2574.0,49.51,50.49,98.07,95.49,73.7,2211.0,3.0,338.0,1093.0,150.0,26.53,8.24,22.4,10.91,23.15,25.79,56884.0,54755.0,52218.0,6505.0
050US29167,29167,0,26992,11183,11535,15.28,97.26,0.45,1.3,0.67,0.19,0.03,1.42,41,16.26,4.64,11.32,77.24,74.26,67.73,42.73,26253.0,122.0,48.68,51.32,94.87,90.9,75.61,350.0,1.3,181.0,52.0,8.0,39.65,22.52,9.88,4.75,15.01,25.74,20849.0,20045.0,18283.0,4125.0
050US29169,29169,0,41165,15408,21802,7.91,78.35,11.99,5.84,1.0,2.27,0.32,6.38,30,10.33,6.82,12.82,75.32,72.46,63.27,52.96,32254.0,4935.0,52.84,47.16,112.06,115.39,74.45,2404.0,5.84,413.0,936.0,130.0,33.62,14.89,12.84,5.94,23.7,27.54,31007.0,29827.0,26047.0,3257.0
050US29171,29171,0,5223,2914,1798,20.68,99.14,0.06,0.61,0.1,0.13,0.0,0.57,47,16.03,4.63,23.54,78.82,75.99,73.12,34.42,5178.0,3.0,49.01,50.99,96.13,91.92,69.01,32.0,0.61,5.0,7.0,0.0,44.81,19.98,7.84,3.32,18.96,24.01,4117.0,3969.0,3819.0,1080.0
050US29173,29173,0,9626,4564,3746,14.24,97.93,1.11,0.44,0.2,0.08,0.01,0.68,32,8.66,4.94,18.14,77.92,74.77,71.35,38.92,9427.0,107.0,50.23,49.77,100.92,98.92,84.52,42.0,0.44,19.0,8.0,1.0,46.45,21.35,8.52,3.81,12.73,25.23,7501.0,7197.0,6868.0,1371.0
050US29175,29175,0,24663,10740,10589,14.84,90.58,7.03,1.14,0.48,0.39,0.02,1.52,38,12.46,4.57,14.35,78.81,76.18,71.77,42.93,22339.0,1734.0,51.81,48.19,107.51,108.1,68.24,282.0,1.14,118.0,97.0,6.0,38.29,22.93,7.93,3.79,18.54,23.82,19436.0,18789.0,17701.0,3661.0
050US29177,29177,0,23354,9371,9505,12.82,96.5,1.46,1.08,0.36,0.19,0.0,1.5,33,6.78,5.49,6.7,75.72,72.45,68.74,40.7,22536.0,341.0,50.04,49.96,100.17,96.34,75.29,253.0,1.08,83.0,44.0,1.0,45.91,20.65,7.53,3.31,14.55,27.55,17683.0,16921.0,16054.0,2994.0
