HEROP_ID,FIPS,DmyBlckBlt,TotPop,TotUnits,Age15_44,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,DisbP,PovP,UnempP,VacantP,Ovr16P,Ovr18P,Ovr21P,Age15_44P,WhiteE,BlackE,MaleP,FemP,SRatio,SRatio18,SRatio65,HisE,HisP,AmIndE,AsianE,PacIsE,EduHsP,EduNoHsP,BachelorsP,GradSclP,SomeCollegeP,ChildrenP,Ovr16,Ovr18,Ovr21,Ovr65
050US29179,29179,0,6689,3759,2480,16.24,95.65,0.52,0.82,1.29,0.19,0.0,2.35,54,20.09,10.21,27.61,79.47,75.96,72.61,37.08,6398.0,35.0,50.4,49.6,101.6,98.63,85.01,55.0,0.82,86.0,13.0,0.0,39.71,34.81,4.91,2.59,10.99,24.04,5316.0,5081.0,4857.0,1086.0
050US29181,29181,0,13509,6392,5086,17.29,97.17,0.04,0.98,1.33,0.22,0.01,1.24,58,21.96,8.42,15.27,78.3,75.19,71.35,37.65,13127.0,6.0,48.53,51.47,94.29,93.06,80.8,132.0,0.98,179.0,30.0,2.0,33.11,37.87,4.56,3.22,14.11,24.81,10577.0,10157.0,9639.0,2336.0
050US29183,29183,0,283883,105514,129074,8.75,94.67,2.69,1.47,0.23,0.85,0.03,1.56,21,4.0,3.78,3.65,74.16,71.03,67.18,45.47,268756.0,7635.0,49.27,50.73,97.13,94.13,71.33,4176.0,1.47,657.0,2414.0,71.0,29.61,10.86,18.5,7.83,23.39,28.97,210522.0,201635.0,190699.0,24852.0
050US29185,29185,0,9652,5205,3172,21.3,97.36,0.23,0.98,0.75,0.15,0.02,1.52,48,19.63,6.27,22.38,80.0,77.01,74.37,32.86,9397.0,22.0,49.65,50.35,98.6,94.33,80.67,95.0,0.98,72.0,14.0,2.0,45.68,26.95,5.32,3.68,12.19,22.99,7722.0,7433.0,7178.0,2056.0
050US29186,29186,0,17842,8018,7246,14.53,98.03,0.72,0.74,0.3,0.16,0.0,0.79,35,8.23,3.24,17.86,76.73,73.38,69.57,40.61,17491.0,128.0,50.3,49.7,101.22,100.47,82.66,132.0,0.74,53.0,29.0,0.0,42.86,26.19,5.55,2.6,14.77,26.62,13691.0,13093.0,12413.0,2592.0
050US29187,29187,0,55641,24449,23950,14.95,96.14,2.02,0.8,0.35,0.31,0.02,1.17,46,14.86,7.46,14.95,78.97,76.03,71.68,43.04,53494.0,1126.0,50.82,49.18,103.33,101.95,69.69,447.0,0.8,196.0,175.0,12.0,34.67,27.63,6.42,3.81,18.68,23.97,43941.0,42306.0,39883.0,8318.0
050US29189,29189,0,1016315,423749,423205,14.1,76.83,19.02,1.43,0.17,2.22,0.02,1.76,27,6.87,4.6,4.59,77.73,74.81,71.07,41.64,782848.218835173,195662.646528179,47.36,52.64,89.98,85.66,65.33,14669.829658605,1.44,1729.55884017014,22697.0978606447,252.242664185256,24.0,12.12,21.98,13.36,20.95,25.19,793593.475753111,763741.749544069,725581.237844964,143894.463190968
050US29195,29195,0,23756,10019,9887,16.27,90.03,5.39,4.42,0.31,0.35,0.21,3.92,39,13.15,4.56,10.02,78.76,75.7,69.65,41.62,21387.0,1280.0,49.01,50.99,96.12,93.7,64.47,1050.0,4.42,73.0,84.0,50.0,38.29,25.95,9.5,6.29,14.01,24.3,18711.0,17983.0,16547.0,3865.0
050US29197,29197,0,4170,2027,1503,19.81,98.44,0.05,0.65,0.31,0.17,0.02,1.03,48,16.96,4.83,14.9,78.54,75.37,71.97,36.04,4105.0,2.0,48.2,51.8,93.06,90.83,70.66,27.0,0.65,13.0,7.0,1.0,46.55,18.64,8.33,3.28,14.77,24.63,3275.0,3143.0,3001.0,826.0
050US29199,29199,0,4983,2292,1844,19.02,98.82,0.2,0.84,0.14,0.08,0.02,0.76,33,16.79,4.58,17.02,74.99,71.44,67.77,37.01,4924.0,10.0,48.55,51.45,94.34,87.76,66.61,42.0,0.84,7.0,4.0,1.0,44.58,23.2,7.53,3.69,13.87,28.56,3737.0,3560.0,3377.0,948.0
050US29201,29201,0,40422,16951,16426,13.71,87.68,10.5,1.11,0.28,0.23,0.01,1.31,40,16.06,6.34,7.82,75.71,72.58,68.69,40.64,35442.0,4246.0,47.8,52.2,91.56,86.42,61.9,448.0,1.11,113.0,93.0,3.0,42.66,27.14,7.25,3.39,13.05,27.42,30604.0,29337.0,27766.0,5542.0
050US29203,29203,0,8324,3862,3195,15.02,95.05,0.17,0.93,1.83,0.05,0.02,2.91,55,26.91,6.72,14.06,76.67,73.58,70.13,38.38,7912.0,14.0,48.8,51.2,95.31,92.61,78.57,77.0,0.93,152.0,4.0,2.0,43.14,32.42,5.31,2.29,10.5,26.42,6382.0,6125.0,5838.0,1250.0
050US29205,29205,0,6799,3245,2527,19.71,97.87,0.97,0.63,0.28,0.1,0.0,0.78,37,16.31,4.77,15.41,78.47,74.57,70.88,37.17,6654.0,66.0,47.8,52.2,91.58,89.96,60.86,43.0,0.63,19.0,7.0,0.0,47.42,19.02,8.98,3.53,13.84,25.43,5335.0,5070.0,4819.0,1340.0
050US29207,29207,0,29705,13221,11763,17.23,97.34,0.91,0.78,0.4,0.09,0.01,1.26,50,16.54,6.04,8.75,79.36,76.12,71.93,39.6,28915.0,270.0,48.07,51.93,92.56,88.17,66.38,231.0,0.78,118.0,28.0,3.0,38.85,33.12,6.56,3.53,11.53,23.88,23573.0,22612.0,21368.0,5118.0
050US29209,29209,0,28658,16241,9687,18.94,97.64,0.07,1.04,0.61,0.18,0.03,1.49,39,12.75,9.59,27.21,81.14,78.58,75.49,33.8,27983.0,21.0,49.03,50.97,96.21,93.12,88.57,298.0,1.04,175.0,52.0,10.0,38.83,19.65,9.67,4.57,19.23,21.42,23252.0,22520.0,21635.0,5429.0
050US29211,29211,0,7219,3364,2741,18.48,94.96,0.14,8.78,0.25,0.14,0.07,4.52,48,16.5,5.19,13.05,77.66,74.97,71.63,37.97,6855.0,10.0,50.02,49.98,100.08,97.73,72.57,634.0,8.78,18.0,10.0,5.0,44.8,27.58,5.52,2.83,12.83,25.03,5606.0,5412.0,5171.0,1334.0
050US29213,29213,0,39703,19688,16007,16.18,96.22,0.35,2.42,0.87,0.34,0.05,2.22,37,12.4,10.08,17.93,80.11,77.55,72.77,40.32,38202.0,138.0,48.44,51.56,93.96,90.41,84.26,962.0,2.42,347.0,136.0,21.0,37.8,18.59,10.17,4.74,20.51,22.45,31807.0,30791.0,28892.0,6425.0
050US29215,29215,0,23003,10764,8492,17.85,96.47,0.21,0.96,0.96,0.34,0.02,2.02,48,21.36,6.51,12.88,78.43,75.07,71.5,36.92,22190.0,49.0,48.33,51.67,93.55,90.15,75.32,221.0,0.96,221.0,78.0,4.0,39.66,28.6,7.08,3.72,13.29,24.93,18041.0,17269.0,16448.0,4106.0
050US29217,29217,0,20454,8872,8146,16.34,96.99,0.61,0.84,0.79,0.31,0.03,1.3,38,14.94,4.37,10.21,77.04,73.42,68.52,39.83,19839.0,125.0,48.32,51.68,93.49,88.01,71.38,172.0,0.84,162.0,63.0,7.0,39.92,23.4,9.64,4.58,15.38,26.58,15758.0,15018.0,14016.0,3342.0
050US29219,29219,0,24525,11046,10095,12.99,95.89,1.94,1.28,0.45,0.24,0.02,1.48,31,8.63,4.33,16.85,76.22,73.15,69.48,41.16,23517.0,476.0,49.66,50.34,98.63,96.14,80.1,314.0,1.28,110.0,59.0,4.0,40.28,20.49,7.63,3.48,19.8,26.85,18693.0,17939.0,17039.0,3186.0
050US29221,29221,0,23344,9894,10286,11.71,95.47,2.48,0.73,0.66,0.15,0.01,1.24,48,20.75,7.75,15.04,76.81,73.42,68.94,44.06,22286.0,578.0,51.56,48.44,106.44,106.44,82.69,170.0,0.73,155.0,35.0,2.0,35.37,37.5,5.13,2.38,11.73,26.58,17931.0,17139.0,16093.0,2733.0
050US29223,29223,0,13259,7496,4625,19.81,97.68,0.17,0.49,0.58,0.11,0.03,1.46,60,21.87,9.26,25.95,80.16,76.78,73.47,34.88,12951.0,22.0,49.58,50.42,98.34,94.05,85.19,65.0,0.49,77.0,15.0,4.0,34.31,40.3,4.92,1.92,12.25,23.22,10628.0,10180.0,9742.0,2626.0
050US29225,29225,0,31045,12052,13271,11.44,96.2,1.16,1.29,0.65,0.26,0.03,1.73,36,14.79,3.98,8.12,74.38,71.15,67.33,42.75,29866.0,359.0,50.35,49.65,101.39,100.33,76.07,400.0,1.29,203.0,81.0,8.0,39.77,25.19,7.38,3.65,15.44,28.85,23091.0,22088.0,20904.0,3553.0
050US29227,29227,0,2382,1245,856,22.25,98.99,0.17,0.29,0.34,0.08,0.0,0.42,40,14.33,5.93,18.96,79.68,75.69,71.83,35.94,2358.0,4.0,48.99,51.01,96.05,90.59,73.2,7.0,0.29,8.0,2.0,0.0,45.62,19.83,8.64,2.68,14.23,24.31,1898.0,1803.0,1711.0,530.0
050US29229,29229,0,17955,7957,6915,16.53,97.61,0.28,0.77,0.66,0.14,0.01,1.31,46,21.7,5.92,11.01,76.24,72.84,68.89,38.51,17526.0,50.0,48.54,51.46,94.32,90.64,74.18,139.0,0.77,118.0,25.0,1.0,40.69,28.87,6.22,3.63,13.5,27.16,13688.0,13078.0,12369.0,2968.0
050US29510,29510,0,348189,176354,158809,13.74,43.85,51.2,2.02,0.27,1.98,0.03,2.7,45,24.57,11.26,16.6,77.07,74.25,69.74,45.61,152666.0,178266.0,46.98,53.02,88.6,84.21,54.72,7022.0,2.02,950.0,6891.0,94.0,27.5,28.71,11.46,7.62,18.18,25.75,268345.0,258532.0,242835.0,47842.0
050US30001,30001,0,9202,4571,3907,13.58,95.86,0.18,2.67,1.46,0.18,0.04,2.31,30,17.09,3.82,19.4,79.58,75.44,68.89,42.46,8821.0,17.0,51.22,48.78,104.99,102.51,90.84,246.0,2.67,134.0,17.0,4.0,29.06,10.73,18.66,7.71,24.27,24.56,7323.0,6942.0,6339.0,1250.0
050US30003,30003,0,12671,4655,5262,8.59,36.6,0.04,3.67,59.66,0.22,0.01,3.47,36,29.2,13.96,15.7,68.48,64.22,59.94,41.53,4638.0,5.0,49.32,50.68,97.31,91.01,72.04,465.0,3.67,7560.0,28.0,1.0,30.24,23.56,10.06,4.24,24.92,35.78,8677.0,8137.0,7595.0,1089.0
050US30005,30005,0,7009,2947,2737,12.9,52.58,0.17,1.0,45.37,0.09,0.03,1.8,30,28.09,10.92,15.13,71.51,67.37,63.16,39.05,3685.0,12.0,49.37,50.63,97.49,96.34,81.53,70.0,1.0,3180.0,6.0,2.0,28.02,21.33,13.75,3.64,26.81,32.63,5012.0,4722.0,4427.0,904.0
050US30007,30007,0,4385,2002,1579,16.4,97.04,0.27,1.32,1.16,0.11,0.07,1.41,35,10.81,4.56,12.49,78.11,74.8,72.38,36.01,4255.0,12.0,50.99,49.01,104.05,103.73,93.28,58.0,1.32,51.0,5.0,3.0,39.69,14.83,11.63,3.4,20.39,25.2,3425.0,3280.0,3174.0,719.0
050US30009,30009,0,9552,5494,3494,16.83,97.07,0.25,1.77,0.68,0.36,0.0,1.64,30,11.56,4.72,26.01,79.25,75.99,73.25,36.58,9272.0,24.0,50.09,49.91,100.38,97.26,88.73,169.0,1.77,65.0,34.0,0.0,36.04,11.94,16.91,6.37,20.85,24.01,7570.0,7259.0,6997.0,1608.0
050US30011,30011,0,1360,811,483,17.94,98.6,0.07,0.59,0.37,0.15,0.0,0.81,33,18.09,0.54,33.05,77.79,73.46,70.81,35.51,1341.0,1.0,48.68,51.32,94.84,96.65,75.54,8.0,0.59,5.0,2.0,0.0,35.84,16.7,11.73,1.9,24.74,26.54,1058.0,999.0,963.0,244.0
050US30013,30013,0,80357,35225,33658,14.0,90.72,1.12,2.43,4.22,0.81,0.08,3.13,33,13.52,6.3,7.6,77.08,73.98,69.88,41.89,72897.0,900.0,49.47,50.53,97.92,95.71,74.88,1949.0,2.43,3394.0,652.0,67.0,33.34,12.89,14.81,6.67,24.43,26.02,61943.0,59445.0,56157.0,11248.0
050US30015,30015,0,5970,2776,2161,17.47,84.0,0.08,0.67,14.62,0.23,0.1,1.06,27,20.54,5.69,19.81,74.91,71.17,67.96,36.2,5015.0,5.0,50.2,49.8,100.81,97.08,81.71,40.0,0.67,873.0,14.0,6.0,30.44,12.87,16.11,4.43,28.54,28.83,4472.0,4249.0,4057.0,1043.0
050US30017,30017,0,11696,5360,4597,17.09,97.02,0.09,1.51,1.27,0.26,0.05,1.36,35,15.08,5.37,11.04,78.57,74.87,70.52,39.3,11347.0,11.0,48.94,51.06,95.85,91.2,76.9,177.0,1.51,149.0,30.0,6.0,29.76,15.13,12.28,6.54,27.55,25.13,9189.0,8757.0,8248.0,1999.0
050US30019,30019,0,2017,1154,609,23.55,96.03,0.0,1.59,1.29,0.25,0.1,2.43,29,16.95,3.11,22.7,81.56,77.89,75.41,30.19,1937.0,0.0,48.98,51.02,96.02,97.86,83.4,32.0,1.59,26.0,5.0,2.0,36.26,14.72,12.07,2.04,23.93,22.11,1645.0,1571.0,1521.0,475.0
050US30021,30021,0,9059,4168,3491,17.7,97.43,0.25,0.89,1.23,0.13,0.01,0.96,28,14.9,4.41,13.03,80.08,76.86,71.88,38.54,8826.0,23.0,49.56,50.44,98.27,99.86,80.52,81.0,0.89,111.0,12.0,1.0,30.5,17.3,11.46,3.62,25.58,23.14,7254.0,6963.0,6512.0,1603.0
050US30023,30023,0,9417,4958,3475,18.84,95.87,0.17,1.65,1.77,0.36,0.01,1.83,41,15.8,10.25,19.42,81.13,77.47,73.19,36.9,9028.0,16.0,49.94,50.06,99.77,97.32,71.24,155.0,1.65,167.0,34.0,1.0,42.98,15.46,10.63,4.12,18.61,22.53,7640.0,7295.0,6892.0,1774.0
050US30025,30025,0,2837,1410,1069,17.91,98.59,0.14,0.39,0.32,0.35,0.04,0.6,23,12.52,3.05,19.15,78.29,74.48,71.13,37.68,2797.0,4.0,50.55,49.45,102.21,96.74,84.73,11.0,0.39,9.0,10.0,1.0,43.36,14.32,10.8,3.62,21.96,25.52,2221.0,2113.0,2018.0,508.0
050US30027,30027,0,11893,5558,4183,19.88,97.1,0.08,0.81,1.18,0.19,0.0,1.45,31,15.45,5.32,12.56,79.11,75.46,72.46,35.17,11548.0,10.0,48.66,51.34,94.78,93.41,69.95,96.0,0.81,140.0,23.0,0.0,36.78,13.66,14.32,4.78,22.51,24.54,9409.0,8974.0,8618.0,2364.0
050US30029,30029,0,74471,34773,29689,12.97,96.26,0.15,1.42,1.15,0.46,0.06,1.97,29,12.96,6.44,14.91,77.46,74.1,70.51,39.87,71689.0,113.0,49.56,50.44,98.27,96.14,80.72,1061.0,1.42,856.0,346.0,44.0,30.61,12.63,16.06,6.38,25.37,25.9,57684.0,55184.0,52508.0,9656.0
050US30031,30031,0,67831,29489,35816,8.51,96.2,0.23,1.54,0.88,0.89,0.06,1.8,19,12.85,6.1,10.74,80.6,78.04,69.8,52.8,65251.0,156.0,52.0,48.0,108.35,108.73,77.1,1047.0,1.54,598.0,606.0,43.0,21.24,6.65,28.14,12.87,24.98,21.96,54671.0,52932.0,47343.0,5770.0
050US30033,30033,0,1279,961,453,19.31,99.14,0.08,0.39,0.39,0.08,0.08,0.31,26,21.47,3.11,44.64,78.97,75.53,72.01,35.42,1268.0,1.0,51.6,48.4,106.62,103.37,73.94,5.0,0.39,5.0,1.0,1.0,38.81,15.27,14.7,2.07,22.27,24.47,1010.0,966.0,921.0,247.0
050US30035,30035,0,13247,5243,5627,9.22,35.43,0.08,1.2,61.8,0.07,0.05,2.63,31,27.32,15.38,17.91,69.29,65.09,60.49,42.48,4693.0,11.0,49.47,50.53,97.89,94.08,83.06,159.0,1.2,8186.0,9.0,7.0,27.25,21.4,10.85,5.65,27.89,34.91,9179.0,8623.0,8013.0,1221.0
050US30037,30037,0,1042,450,360,16.51,99.14,0.0,1.25,0.58,0.1,0.0,0.19,32,25.79,1.92,18.89,76.01,72.36,69.48,34.55,1033.0,0.0,51.73,48.27,107.16,103.23,102.35,13.0,1.25,6.0,1.0,0.0,28.84,29.55,13.35,2.84,19.6,27.64,792.0,754.0,724.0,172.0
050US30039,30039,0,2830,2074,962,15.9,96.25,0.0,1.27,1.27,0.14,0.04,2.33,35,16.84,5.36,42.14,78.66,75.76,73.18,33.99,2724.0,0.0,51.24,48.76,105.07,102.65,90.68,36.0,1.27,36.0,4.0,1.0,34.86,12.22,18.31,3.77,23.29,24.24,2226.0,2144.0,2071.0,450.0
050US30041,30041,0,16673,7453,7165,12.8,79.55,0.09,1.25,17.3,0.37,0.02,2.69,30,18.38,9.96,13.36,75.54,71.77,66.0,42.97,13263.0,15.0,49.82,50.18,99.27,96.42,67.9,208.0,1.25,2884.0,62.0,3.0,32.12,13.19,13.94,6.07,26.18,28.23,12595.0,11966.0,11004.0,2134.0
050US30043,30043,0,10049,4199,3783,10.3,96.07,0.14,1.48,1.26,0.42,0.07,2.11,28,8.99,5.14,10.76,76.09,72.16,68.96,37.65,9654.0,14.0,50.2,49.8,100.82,100.41,97.14,149.0,1.48,127.0,42.0,7.0,31.23,9.81,18.73,8.93,23.76,27.84,7646.0,7251.0,6930.0,1035.0
050US30045,30045,0,2329,1325,788,17.17,98.63,0.04,0.56,0.34,0.09,0.0,0.9,28,21.15,2.47,28.23,77.33,73.21,70.8,33.83,2297.0,1.0,51.91,48.09,107.95,103.95,88.68,13.0,0.56,8.0,2.0,0.0,30.41,12.35,19.12,4.45,25.33,26.79,1801.0,1705.0,1649.0,400.0
050US30047,30047,0,26507,13605,10077,14.53,71.38,0.12,2.52,23.79,0.3,0.04,4.41,35,18.69,8.05,25.09,75.76,71.93,68.0,38.02,18922.0,31.0,49.15,50.85,96.65,93.12,87.76,668.0,2.52,6306.0,79.0,11.0,31.75,15.75,15.61,6.58,23.46,28.07,20083.0,19067.0,18024.0,3851.0
050US30049,30049,0,55716,25672,23019,11.73,95.21,0.2,1.51,2.04,0.52,0.05,2.04,31,10.92,5.09,10.99,77.61,74.39,70.3,41.31,53046.0,111.0,49.11,50.89,96.49,93.95,74.26,843.0,1.51,1137.0,287.0,28.0,29.28,8.64,21.26,10.32,22.91,25.61,43242.0,41448.0,39171.0,6533.0
050US30051,30051,0,2158,1070,801,19.69,99.21,0.0,0.19,0.09,0.32,0.0,0.37,27,20.3,3.46,22.15,78.54,74.19,70.95,37.12,2141.0,0.0,49.26,50.74,97.08,93.59,78.57,4.0,0.19,2.0,7.0,0.0,25.03,24.97,14.15,3.47,24.97,25.81,1695.0,1601.0,1531.0,425.0
050US30053,30053,0,18837,9319,6630,15.18,96.09,0.11,1.44,1.2,0.31,0.04,2.29,44,19.16,13.82,16.69,78.38,74.67,71.77,35.2,18100.0,21.0,50.66,49.34,102.66,100.5,95.69,271.0,1.44,226.0,59.0,7.0,38.04,19.76,9.36,4.31,19.56,25.33,14765.0,14065.0,13520.0,2859.0
050US30055,30055,0,1977,1087,668,18.92,96.97,0.3,0.96,1.06,0.3,0.0,1.37,26,16.82,2.22,25.48,78.0,75.16,72.28,33.79,1917.0,6.0,49.92,50.08,99.7,103.28,93.78,19.0,0.96,21.0,6.0,0.0,38.21,13.9,13.25,3.13,21.54,24.84,1542.0,1486.0,1429.0,374.0
050US30057,30057,0,6851,4671,2419,17.17,97.02,0.04,1.9,0.53,0.26,0.0,2.15,27,12.14,5.23,36.72,80.57,77.08,74.76,35.31,6647.0,3.0,50.58,49.42,102.33,103.9,96.33,130.0,1.9,36.0,18.0,0.0,32.62,10.21,19.66,5.86,23.01,22.92,5520.0,5281.0,5122.0,1176.0
050US30059,30059,0,1932,1363,652,18.17,97.2,0.0,1.5,1.04,0.16,0.05,1.6,28,18.88,5.44,41.09,78.31,75.0,71.84,33.75,1878.0,0.0,50.1,49.9,100.41,100.41,86.7,29.0,1.5,20.0,3.0,1.0,37.18,16.64,15.29,3.45,20.39,25.0,1513.0,1449.0,1388.0,351.0
050US30061,30061,0,3884,1961,1436,14.16,94.57,0.21,1.57,1.93,0.51,0.03,2.78,42,15.76,7.4,19.22,79.02,75.75,72.35,36.97,3673.0,8.0,51.49,48.51,106.16,105.59,102.95,61.0,1.57,75.0,20.0,1.0,43.74,16.8,9.29,3.05,17.99,24.25,3069.0,2942.0,2810.0,550.0
050US30063,30063,0,95802,41319,46723,10.01,94.02,0.27,1.61,2.29,1.02,0.08,2.4,27,14.78,6.15,6.97,79.85,77.12,70.49,48.77,90073.0,261.0,49.97,50.03,99.89,98.04,73.64,1543.0,1.61,2193.0,978.0,80.0,26.53,9.01,22.06,10.74,24.7,22.88,76497.0,73885.0,67529.0,9585.0
050US30065,30065,0,4497,2317,1585,17.5,96.91,0.07,1.6,1.27,0.16,0.04,1.6,34,19.89,7.61,18.95,80.5,76.63,73.29,35.25,4358.0,3.0,48.83,51.17,95.44,95.68,83.45,72.0,1.6,57.0,7.0,2.0,38.1,17.38,12.64,4.06,20.4,23.37,3620.0,3446.0,3296.0,787.0
050US30067,30067,0,15694,8247,6075,14.88,96.65,0.4,1.84,0.92,0.36,0.03,1.67,35,11.44,4.97,17.21,79.24,76.46,73.24,38.71,15168.0,63.0,49.35,50.65,97.43,96.09,72.02,288.0,1.84,145.0,56.0,5.0,32.28,12.42,15.94,7.15,23.69,23.54,12436.0,11999.0,11495.0,2336.0
050US30069,30069,0,493,292,166,17.04,99.19,0.0,1.22,0.2,0.0,0.0,0.61,26,23.22,2.11,27.74,77.28,74.04,71.4,33.67,489.0,0.0,52.54,47.46,110.68,110.98,115.38,6.0,1.22,1.0,0.0,0.0,35.74,17.12,16.52,0.9,24.62,25.96,381.0,365.0,352.0,84.0
050US30071,30071,0,4601,2502,1656,17.63,89.44,0.15,1.15,7.61,0.33,0.02,2.48,32,18.34,4.18,26.14,77.14,72.7,69.62,35.99,4115.0,7.0,50.1,49.9,100.39,95.61,82.66,53.0,1.15,350.0,15.0,1.0,35.53,17.6,13.89,3.16,21.53,27.3,3549.0,3345.0,3203.0,811.0
050US30073,30073,0,6424,2834,2404,16.25,83.66,0.09,0.84,14.46,0.14,0.05,1.65,34,18.81,6.87,14.96,74.55,70.42,66.94,37.42,5374.0,6.0,49.33,50.67,97.36,95.42,80.62,54.0,0.84,929.0,9.0,3.0,34.93,18.43,14.05,5.72,19.13,29.58,4789.0,4524.0,4300.0,1044.0
050US30075,30075,0,1858,1007,620,18.51,97.42,0.0,0.59,1.78,0.11,0.0,0.7,25,12.9,3.65,26.81,77.18,73.41,71.26,33.37,1810.0,0.0,49.3,50.7,97.24,95.42,84.95,11.0,0.59,33.0,2.0,0.0,31.37,16.59,12.19,3.77,28.85,26.59,1434.0,1364.0,1324.0,344.0
050US30077,30077,0,7180,2930,3088,13.98,92.52,0.5,1.95,3.51,0.43,0.0,3.04,27,12.61,5.55,17.34,81.8,78.76,75.15,43.01,6643.0,36.0,58.89,41.11,143.22,151.45,80.9,140.0,1.95,252.0,31.0,0.0,38.86,18.09,8.47,4.59,20.44,21.24,5873.0,5655.0,5396.0,1004.0
050US30079,30079,0,1199,718,351,24.1,98.0,0.0,0.67,0.5,0.17,0.0,1.33,29,17.16,3.83,25.21,84.15,81.32,78.98,29.27,1175.0,0.0,51.63,48.37,106.72,106.13,88.89,8.0,0.67,6.0,2.0,0.0,32.31,21.25,12.27,2.52,25.74,18.68,1009.0,975.0,947.0,289.0
050US30081,30081,0,36070,15946,12951,15.49,96.71,0.14,1.88,0.88,0.3,0.1,1.97,32,13.85,5.89,10.39,77.82,74.41,71.21,35.91,34883.0,49.0,49.65,50.35,98.62,95.38,87.99,678.0,1.88,319.0,108.0,35.0,31.5,12.62,15.86,6.64,23.51,25.59,28070.0,26839.0,25684.0,5589.0
050US30083,30083,0,9667,4557,3753,15.56,96.57,0.09,2.16,1.46,0.18,0.01,1.71,29,12.17,6.1,14.9,76.15,72.47,69.29,38.82,9335.0,9.0,49.66,50.34,98.66,94.94,71.49,209.0,2.16,141.0,17.0,1.0,35.42,16.51,14.05,3.14,22.46,27.53,7361.0,7006.0,6698.0,1504.0
050US30085,30085,0,10620,4044,4230,11.58,40.93,0.05,1.23,55.75,0.43,0.05,2.83,27,32.37,15.73,11.45,69.56,65.42,61.33,39.83,4347.0,5.0,49.57,50.43,98.28,93.7,75.97,131.0,1.23,5921.0,46.0,5.0,32.41,19.42,12.49,3.13,25.9,34.58,7387.0,6948.0,6513.0,1230.0
050US30087,30087,0,9383,3912,3683,8.88,64.4,0.23,2.33,32.41,0.29,0.0,2.66,28,22.43,8.44,15.47,70.62,66.5,62.89,39.25,6043.0,22.0,50.22,49.78,100.88,99.23,95.54,219.0,2.33,3041.0,27.0,0.0,35.96,15.55,12.86,4.74,24.03,33.5,6626.0,6240.0,5901.0,833.0
050US30089,30089,0,10227,5271,3355,16.86,91.91,0.13,1.55,4.74,0.3,0.01,2.91,46,17.24,9.75,18.93,79.58,76.21,73.07,32.81,9400.0,13.0,50.51,49.49,102.07,100.51,94.8,159.0,1.55,485.0,31.0,1.0,37.19,18.83,11.02,4.53,21.4,23.79,8139.0,7794.0,7473.0,1724.0
050US30091,30091,0,4105,2167,1339,23.56,97.0,0.1,1.07,1.22,0.29,0.02,1.39,30,14.74,3.55,19.66,81.1,77.08,74.54,32.62,3982.0,4.0,49.67,50.33,98.69,96.77,78.08,44.0,1.07,50.0,12.0,1.0,31.53,18.8,15.28,3.1,22.89,22.92,3329.0,3164.0,3060.0,967.0
050US30093,30093,0,34606,16176,14009,16.02,95.35,0.16,2.75,2.03,0.43,0.06,2.03,34,14.91,6.85,10.78,79.04,76.31,71.82,40.48,32998.0,54.0,49.44,50.56,97.77,96.31,68.13,950.0,2.75,704.0,149.0,21.0,34.34,14.89,14.83,6.87,21.28,23.69,27353.0,26407.0,24853.0,5545.0
050US30095,30095,0,8195,3947,3086,14.47,96.82,0.13,2.01,0.7,0.21,0.02,2.15,31,9.76,6.8,18.06,78.26,74.73,71.81,37.66,7934.0,11.0,50.98,49.02,104.01,102.78,85.6,165.0,2.01,57.0,17.0,2.0,39.08,12.54,13.1,4.74,20.97,25.27,6413.0,6124.0,5885.0,1186.0
050US30097,30097,0,3609,1860,1254,17.59,96.98,0.06,1.5,0.55,0.33,0.03,2.08,27,11.39,2.26,20.65,77.11,74.04,71.93,34.75,3500.0,2.0,49.88,50.12,99.5,98.07,77.87,54.0,1.5,20.0,12.0,1.0,35.38,11.1,18.38,5.19,21.87,25.96,2783.0,2672.0,2596.0,635.0
050US30099,30099,0,6445,2910,2345,16.65,96.31,0.19,1.13,1.52,0.09,0.0,1.89,33,16.58,3.68,12.78,76.29,72.74,69.23,36.38,6207.0,12.0,49.25,50.75,97.03,95.99,82.17,73.0,1.13,98.0,6.0,0.0,31.78,16.6,16.0,4.82,22.75,27.26,4917.0,4688.0,4462.0,1073.0
050US30101,30101,0,5267,2300,2122,15.89,93.89,0.15,1.16,3.19,0.3,0.02,2.47,31,12.9,4.32,14.7,78.18,74.46,71.43,40.29,4945.0,8.0,51.57,48.43,106.47,107.18,75.84,61.0,1.16,168.0,16.0,1.0,35.1,19.05,13.28,3.47,20.64,25.54,4118.0,3922.0,3762.0,837.0
050US30103,30103,0,861,422,294,16.72,96.4,0.12,1.51,1.63,0.35,0.0,1.51,26,14.69,4.24,15.4,76.19,72.24,69.22,34.15,830.0,1.0,50.99,49.01,104.03,101.95,71.43,13.0,1.51,14.0,3.0,0.0,41.07,13.69,15.77,2.43,17.33,27.76,656.0,622.0,596.0,144.0
050US30105,30105,0,7675,4847,2731,18.98,88.14,0.13,0.78,9.42,0.25,0.01,2.06,34,13.52,5.41,35.01,78.53,74.88,71.69,35.58,6765.0,10.0,49.54,50.46,98.17,95.14,82.12,60.0,0.78,723.0,19.0,1.0,39.7,16.11,11.39,4.34,21.29,25.12,6027.0,5747.0,5502.0,1457.0
