"HEROP_ID","FIPS","PrcNtvRsrv","TtlJlPpr","TtlJlAdmr","TtlJlPrtr","TtlJlPp","TtlJlAdm","TtlJlPrt","OdMortRt"
"050US29185","29185",0,2715.36,0,2696.63,145,0,144,22.5
"050US21047","21047",0,1506.9,19214.73,601.65,693.55,8843.58,276.91,15.6
"050US21081","21081",0,1851.05,14535.06,0,298,2340,0,42.4
"050US46103","46103",0,844.24,18242.49,654.39,587,12684,455,11.8
"050US37061","37061",0,380.85,7123.87,347.97,139,2600,127,13.5
"050US01045","01045",0.01,189.21,9018.95,160.83,60,2860,51,11.6
"050US31159","31159",0,172.68,7561.57,99.97,19,832,11,10.8
"050US31165","31165",0,,,,,,,17.6
"050US31111","31111",0,486.45,8432.07,355.82,105.91,1835.83,77.47,13.1
"050US31115","31115",0,93.84,3533.72,55.72,0.32,12.05,0.19,12.8
"050US56011","56011",0,248.76,10583.45,0,11,468,0,16.8
"050US56017","56017",0.21,562.43,6224.22,562.43,15,166,15,20.8
"050US56023","56023",0,161.87,886.01,42.6,19,104,5,23.5
"050US56027","56027",0,327.44,0,0,5,0,0,18.7
"050US12063","12063",0,636.08,6549.74,0,202,2080,0,13.9
"050US27055","27055",0,192.24,2271.93,104.86,22,260,12,14.1
"050US01105","01105",0,305.6,882.85,203.74,18,52,12,16.6
"050US02122","02122",0.17,50.23,2199.72,34.37,19,832,13,22.6
"050US25023","25023",0,319.75,1413.12,183.23,1068,4720,612,38.5
"050US46061","46061",0,,,,,,,11.3
"050US47095","47095",0,903.89,8633.09,258.25,49,468,14,20.3
"050US47099","47099",0,957.94,10028.44,565.04,256,2680,151,24.2
"050US56007","56007",0,533.28,2666.39,369.19,52,260,36,24.3
"050US55093","55093",0,83.28,2345.59,0,24,676,0,11
"050US55097","55097",0,152.18,4119.33,64.63,73,1976,31,12
"050US38039","38039",0,,,,,,,11
"050US46115","46115",0,208.89,12592.32,149.53,8.27,498.53,5.92,12.8
"050US18049","18049",0,684.26,5083.09,407.3,84,624,50,20.3
"050US18057","18057",0,185.49,3187.38,76.94,393,6753,163,15.1
"050US18077","18077",0,579.35,1234.69,598.35,122,260,126,25.5
"050US18127","18127",0,433.66,5789.35,259.48,483,6448,289,25.2
"050US38029","38029",0,360.34,10550.11,273.99,6.76,197.92,5.14,12.2
"050US38057","38057",0.09,245.1,3185.21,229.7,12.89,167.51,12.08,13.1
"050US12101","12101",0,531.36,4656.47,463.92,1694,14845,1479,30.5
"050US47179","47179",0,802.22,8696.68,357.33,678,7350,302,27.1
"050US20163","20163",0,232.87,0,266.13,7,0,8,15.1
"050US39023","39023",0,253.66,4665.84,122.66,213,3918,103,58.7
"050US39139","39139",0,317.41,8380.94,281.7,240,6337,213,34.2
"050US30017","30017",0,162.01,6318.35,162.01,12,468,12,18.7
"050US40129","40129",1,1172.61,0,234.52,25,0,5,20.1
"050US40149","40149",1,805.39,6853.13,629.67,55,468,43,24.3
"050US27085","27085",0,137.9,5462.63,97.86,31,1228,22,11.2
"050US31179","31179",0,,,,,,,11.3
"050US31183","31183",0,95.95,3533.05,53.3,0.45,16.57,0.25,11.9
"050US32017","32017",0,3108.81,8419.69,259.07,96,260,8,28.5
"050US32021","32021",0.1,800.3,0,685.98,21,0,18,28.6
"050US32027","32027",0,303.82,6770.83,325.52,14,312,15,28.3
"050US37003","37003",0,325.72,5939.09,461.08,77,1404,109,25.8
"050US35005","35005",0,711.57,12268.43,687.03,290,5000,280,31.2
"050US30021","30021",0,2870.9,11387.3,385,161.89,642.13,21.71,18.6
"050US49031","49031",0,822.9,8091.88,207.72,6.18,60.77,1.56,27.8
"050US18019","18019",0,706.85,10757.97,712.07,542,8249,546,31.9
"050US38043","38043",0,,,,,,,11.2
"050US29083","29083",0,459.91,5978.84,475.24,60,780,62,16.9
"050US39041","39041",0,185.36,2919.66,107.68,241,3796,140,15.5
"050US46037","46037",0.09,161.55,5040.39,64.62,5,156,2,11.9
"050US47061","47061",0,695.8,3808.59,451.66,57,312,37,26.2
"050US47069","47069",0,880.48,16395.98,594.92,148,2756,100,18.4
"050US47071","47071",0,961.35,13202.59,640.9,150,2060,100,27.2
"050US29097","29097",0,355.01,7374.34,289.75,272,5650,222,16.3
"050US32029","32029",0,293.5,0,0,7,0,0,30
"050US39027","39027",0,267.34,8688.55,293.33,72,2340,79,49.1
"050US21091","21091",0,1055.41,6932.92,349.98,57.9,380.34,19.2,22.2
"050US12081","12081",0,501.19,4361.41,328.6,1118,9729,733,34.5
"050US41037","41037",0,192.47,4448.25,85.54,9,208,4,22.2
"050US48121","48121",0,189.37,2134.76,138.88,1099,12389,806,9.4
"050US48133","48133",0,719.36,6078.59,584.48,80,676,65,16.7
"050US48269","48269",0,26432.58,228533.71,15095.51,47.05,406.79,26.87,19.1
"050US48327","48327",0,428.08,8904.11,171.23,5,104,2,15.1
"050US28101","28101",0.01,261.49,388.49,141.95,35,52,19,16.2
"050US29117","29117",0,365.12,8679.32,219.07,35,832,21,23.3
"050US29121","29121",0,314.08,3499.72,246.78,28,312,22,18.8
"050US46027","46027",0,91.84,3069.9,19.71,9.46,316.2,2.03,10.9
"050US17055","17055",0,395.97,9319.77,387.63,95,2236,93,29.2
"050US16081","16081",0,240.09,3378.2,79.12,18.48,260.02,6.09,18.4
"050US05079","05079",0,208.83,7601.55,135.74,20,728,13,20.7
"050US20201","20201",0,222.5,,63.57,7,,2,12.3
"050US20205","20205",0,1152.12,18023.82,1113.06,59,923,57,22.9
"050US48447","48447",0,10311.32,118977.59,9022.41,87.44,1008.93,76.51,21.8
"050US29139","29139",0,600.6,5948.81,815.1,42,416,57,28.7
"050US47103","47103",0,557.81,8111.94,208,118,1716,44,19.5
"050US31121","31121",0,143.39,10437.24,186.41,6.9,502.24,8.97,11.4
"050US31125","31125",0,143.32,10437.36,186.32,3.1,225.76,4.03,11.4
"050US46135","46135",0,,,,,,,12.2
"050US05127","05127",0,47.7,397.52,302.11,3,25,19,26.9
"050US13199","13199",0,717.56,396.95,519.08,94,52,68,16.5
"050US21211","21211",0,571.54,10412.75,383.32,178.67,3255.13,119.83,22.2
"050US40091","40091",1,356.34,10846.51,286.81,41,1248,33,33.1
"050US19037","19037",0,55.19,2869.76,68.98,4,208,5,11.8
"050US55141","55141",0,200.29,6889.11,57.23,91,3130,26,12.5
"050US30079","30079",0,,,,,,,18.6
"050US38019","38019",0,48.19,2506.02,0,1,52,0,14.2
"050US38021","38021",0,,,,,,,11.4
"050US47027","47027",0,549.09,18273.67,131.78,25,832,6,39.5
"050US47047","47047",0,748.5,9084.46,460.92,190,2306,117,17.1
"050US55027","55027",0,751.66,8992.53,527.36,439,5252,308,20.7
"050US21015","21015",0,637.8,8290.38,243.52,543.75,7067.88,207.61,35.6
"050US21087","21087",0,1166.28,12575.33,335.74,80.66,869.71,23.22,27.6
"050US20167","20167",0,452.83,5232.7,427.67,18,208,17,15.7
"050US27035","27035",0,581.08,11689.02,287.95,224,4506,111,13.3
"050US18033","18033",0,251.12,5677.48,294.79,69,1560,81,15
"050US18039","18039",0,708.39,6401.32,518.96,905,8178,663,16.4
"050US36015","36015",0,365.6,4992.8,203.11,198,2704,110,22.1
"050US48305","48305",0,426.02,22152.8,1249.64,15,780,44,16.3
"050US13091","13091",0,822.42,9490.54,604.08,113,1304,83,18
"050US46033","46033",0,,,,,,,17.1
"050US36109","36109",0,92.14,2327.3,51.34,70,1768,39,16.9
"050US40085","40085",0.97,688.41,19341.09,770.37,42,1180,47,27.4
"050US37071","37071",0,338.99,8741.56,295.23,488,12584,425,26.5
"050US21019","21019",0,809.65,9966.95,482.49,245,3016,146,54.2
"050US12011","12011",0.12,342.88,3048.79,313.2,4390,39035,4010,28.4
"050US13119","13119",0,706.32,11979.78,332.39,102,1730,48,25.1
"050US19149","19149",0,195.36,6433.97,123.73,30,988,19,12.2
"050US47023","47023",0,574.87,1868.32,179.65,64,208,20,21.6
"050US08007","08007",0.29,290.22,7217.67,277.6,23,572,22,28.3
"050US38083","38083",0,,,,,,,11.7
"050US20127","20127",0,186.51,3232.83,0,6,104,0,15.3
"050US20129","20129",0,478.47,9330.14,538.28,8,156,9,20.9
"050US20133","20133",0,373.68,17272.16,269.88,36,1664,26,20.9
"050US17013","17013",0,170.58,7648.83,158.84,4.94,221.51,4.6,23.3
"050US12015","12015",0,714.22,6838.4,679.38,656,6281,624,10.4
"050US27017","27017",0.1,175.02,8646.19,148.77,40,1976,34,16
"050US31163","31163",0,95.02,3533.6,54.46,1.64,60.99,0.94,11.6
"050US29141","29141",0,1139.21,16156.04,1277.29,132,1872,148,19.7
"050US29145","29145",0,233.39,7281.91,214.17,85,2652,78,17.4
"050US46031","46031",1,40.83,4246.63,0,1,104,0,15.3
"050US36039","36039",0,149.4,3377.72,107.18,46,1040,33,21.2
"050US47083","47083",0,590.32,7162.53,216.45,30,364,11,27.5
"050US55133","55133",0,210.15,3166.98,70.82,543,8183,183,18.2
"050US21009","21009",0,538.66,9080.14,73.98,148.54,2503.94,20.4,22.6
"050US29205","29205",0,310.21,2086.86,28.2,11,74,1,19.8
"050US29211","29211",0,26.21,0,26.21,1,0,1,18.6
"050US48331","48331",0,702.15,2086.4,448.04,105,312,67,12.2
"050US48363","48363",0,553.18,10972.34,461.93,97,1924,81,20.8
"050US36041","36041",0,152.15,5933.82,38.04,4,156,1,13.6
"050US36093","36093",0,326.48,3601.18,208.75,330,3640,211,18.3
"050US28077","28077",0,318.35,5297.34,318.35,25,416,25,19.8
"050US22089","22089",0,1211.98,11929.22,708.41,426,4193,249,22.1
"050US22093","22093",0,535.53,7526.41,369.08,74,1040,51,20
"050US20187","20187",0,242.13,20984.67,80.71,3,260,1,19.4
"050US23009","23009",0.02,88.98,6169.18,88.98,30,2080,30,19.5
"050US27049","27049",0,207.25,6645.94,134.72,60,1924,39,10.4
"050US13129","13129",0,774.04,10075.8,472.43,290,3775,177,19.4
"050US29007","29007",0,523.46,6013.76,261.73,86,988,43,20.9
"050US42015","42015",0,463.86,3505.93,5.39,172,1300,2,22.1
"050US46029","46029",0.08,226.47,3045.69,97.64,39.8,535.25,17.16,11.8
"050US28097","28097",0,2435.2,9968.38,243.49,148.62,608.37,14.86,15.7
"050US38009","38009",0,93.88,9750.52,37.4,3.59,372.86,1.43,14.1
"050US38011","38011",0,322.55,8888.89,170.44,5.98,164.8,3.16,15.3
"050US29215","29215",0,321.79,4265.25,252.38,51,676,40,20.6
"050US29219","29219",0,520.78,12573.24,302.24,112,2704,65,28
"050US18045","18045",0,196.5,8174.49,196.5,20,832,20,19.9
"050US27065","27065",0,491.77,9915.7,100.36,49,988,10,14
"050US21035","21035",0,606.79,8623.22,233.67,161,2288,62,17.4
"050US21053","21053",0,31.21,,234.08,2,,15,43.2
"050US28111","28111",0,367.45,12283.46,262.47,28,936,20,18.4
"050US29045","29045",0,418.2,15645.76,418.2,17,636,17,16.8
"050US29073","29073",0,326.78,11763.71,356.05,29.25,1052.97,31.87,25.9
"050US54077","54077",0,675.23,4796.23,297.01,147.16,1045.29,64.73,23.5
"050US35041","35041",0,773.63,13409.62,652.75,96,1664,81,22.3
"050US44005","44005",0,,,,,,,27.4
"050US37073","37073",0,,,,,,,19.7
"050US38013","38013",0,,,,,,,14.8
"050US19051","19051",0,134.64,7001.35,96.17,7,364,5,15.1
"050US05035","05035",0,697.86,6612,533.85,217,2056,166,19
"050US51760","51760",0,610.21,8870.69,306.33,996,14479,500,31.3
"050US53023","53023",0,556.88,37231.5,556.88,7,468,7,17.8
"050US20003","20003",0,706.25,16067.09,397.26,32,728,18,20.8
"050US20047","20047",0,228.44,5939.46,57.11,4,104,1,15.8
"050US20119","20119",0,242.25,6607.38,161.37,6.17,168.29,4.11,16.7
"050US20157","20157",0,154.14,2003.85,77.07,4,52,2,12.7
"050US50015","50015",0,,,,,,,17
"050US40059","40059",0,305.94,4545.45,87.41,7,104,2,19.6
"050US31063","31063",0,187.73,9762.2,0,3,156,0,14.2
"050US41029","41029",0,176.18,7242.89,131.76,234,9620,175,16.4
"050US16011","16011",0.17,367.01,561.31,305.84,102,156,85,15.8
"050US38069","38069",0,1300.92,16696.98,1320.62,31.04,398.39,31.51,12.5
"050US39005","39005",0,294.29,4437.9,14.71,100,1508,5,18.1
"050US17095","17095",0,371.31,14726.71,327.26,118,4680,104,16.7
"050US21157","21157",0,1110.71,8039.65,217.99,214,1549,42,21.8
"050US40139","40139",0,446.62,6853.13,256.26,61,936,35,18.6
"050US48137","48137",0,768.49,4995.2,96.06,8,52,1,13
"050US48217","48217",0,644.71,13024.12,463.82,139,2808,100,13
"050US48299","48299",0,564.41,12043.7,345.93,62,1323,38,15.5
"050US18011","18011",0,351.65,0,278.98,150,0,119,18.6
"050US20121","20121",0,221.82,4809.33,188.79,47,1019,40,18.5
"050US31143","31143",0,31.76,1873.61,0,1,59,0,11.1
"050US32005","32005",0.19,201.21,8524.83,105.9,57,2415,30,23.6
"050US31087","31087",0,255.1,3316.33,127.55,4,52,2,15.9
"050US31117","31117",0,,,,,,,14.4
"050US42109","42109",0,375.52,2191.82,122.62,98,572,32,14.9
"050US23005","23005",0,231.42,4402.69,134.95,451,8580,263,29.9
"050US17035","17035",0,147.67,,280.57,10,,19,19.8
"050US17039","17039",0,702.07,19025.02,504.3,71,1924,51,19.2
"050US20041","20041",0,226.11,0,69.57,26,0,8,14.3
"050US20137","20137",0,86.26,4485.34,57.5,3,156,2,14.6
"050US42025","42025",0,542.75,3485.96,268.91,220,1413,109,32.4
"050US20179","20179",0,69.83,0,0,1,0,0,15
"050US26151","26151",0,473.5,5539.99,63.13,120,1404,16,19.8
"050US17079","17079",0,135.43,5281.87,50.79,8,312,3,19.1
"050US51021","51021",0,773.7,8515.8,274.19,31.83,350.34,11.28,41.5
"050US40109","40109",0.22,463.71,9700.16,396.32,2367,49514,2023,22.2
"050US40083","40083",0.12,501.27,2538.9,419.89,154,780,129,19
"050US40137","40137",1,680.25,7035.48,605.08,181,1872,161,25
"050US29123","29123",0,342.47,5479.45,118.55,26,416,9,29.4
"050US29187","29187",0,494.86,11397.58,427.07,219,5044,189,33.2
"050US41041","41041",0.01,565.89,0,390.14,161,0,111,21.2
"050US17155","17155",0,57.21,0,0,2,0,0,21.8
"050US18023","18023",0,691.52,14852.68,486.07,138,2964,97,21.8
"050US18063","18063",0,201.25,4562.91,197.54,217,4920,213,19
"050US18145","18145",0,593.02,10883.59,512.78,170,3120,147,24.1
"050US26161","26161",0,149.06,3282.25,0,392,8632,0,19
"050US38041","38041",0,322.81,8889.12,170.53,4.6,126.67,2.43,13.7
"050US40063","40063",1,272.45,11703.39,260.6,23,988,22,33.7
"050US35023","35023",0,1301.78,82051.28,1025.64,33,2080,26,21.6
"050US37157","37157",0,282.88,21929.5,185.7,163,12636,107,25.1
"050US37195","37195",0,387.63,16326.85,445.77,200,8424,230,15.6
"050US31181","31181",0,241.08,2507.23,144.65,5,52,3,12.7
"050US37151","37151",0,315.69,7596.18,173.09,290,6978,159,31.6
"050US17101","17101",0,289.56,6799.93,168.13,31,728,18,19.3
"050US12003","12003",0,2473.55,21172.13,2291.91,463,3963,429,24.2
"050US53003","53003",0,366.49,6479.51,29.32,50,884,4,20.5
"050US19011","19011",0,62.37,6810.95,37.42,10,1092,6,13.4
"050US31007","31007",0,720.76,10935.56,558.47,3.02,45.82,2.34,17.7
"050US40025","40025",0,515.91,13413.59,0,6,156,0,23.3
"050US40147","40147",1,641.53,8216.67,515.12,203,2600,163,21.5
"050US41053","41053",0,278.08,5527.79,189.77,148,2942,101,11.9
"050US51840","51840",0,565.55,4103.76,268.34,104.22,756.24,49.45,26.5
"050US13175","13175",0,749.79,12525.87,393.55,221,3692,116,15.9
"050US08123","08123",0,329.23,5604.87,240.21,662,11270,483,
"050US27009","27009",0,257.6,5398.13,203.78,67,1404,53,12.5
"050US27057","27057",0.01,371.9,3438.02,297.52,45,416,36,14.6
"050US26069","26069",0,464.92,10464.23,138.78,67,1508,20,21.9
"050US18135","18135",0,456.12,22362.68,286.7,70,3432,44,38.6
"050US31027","31027",0,81.63,5306.12,61.22,4,260,3,11.3
"050US31043","31043",0,861.73,12862.04,398.95,108,1612,50,13.6
"050US55045","55045",0,222.68,4230.9,175.57,52,988,41,17.6
"050US46025","46025",0,226.28,3045.74,97.81,4.65,62.59,2.01,12.1
"050US17117","17117",0,160.36,5438.19,111.55,46,1560,32,17.4
"050US56009","56009",0,424.7,10743.8,321.4,37,936,28,21.1
"050US42077","42077",0,495.38,2580.69,305.92,1174,6116,725,30.3
"050US49053","49053",0.02,466.75,0,200.04,441,0,189,22.8
"050US18153","18153",0,412.09,0,303.64,57,0,42,21.3
"050US19123","19123",0,152.37,9432.59,137.86,21,1300,19,13.7
"050US21117","21117",0,610.04,9673.51,316.49,665,10545,345,68.5
"050US29186","29186",0,797.17,14278.12,930.03,90,1612,105,27.5
"050US31099","31099",0,76.79,5323.78,25.6,3,208,1,12.5
"050US21105","21105",0,3501.49,17347.39,275.75,93.84,464.91,7.39,21.8
"050US13247","13247",0,566.36,7912.09,449.7,335,4680,266,14.8
"050US17077","17077",0,380.77,7457.22,346.16,154,3016,140,19.8
"050US18183","18183",0,587.36,0,153.83,126,0,33,14.9
"050US27007","27007",0.31,335.1,0,256.45,98,0,75,15.7
"050US19015","19015",0,,,,,,,11.8
"050US31045","31045",0,149.3,6038.49,0,9,364,0,17.9
"050US29229","29229",0,364.76,6811.96,273.57,40,747,30,21
"050US30041","30041",0.04,591.72,20512.82,483.23,60,2080,49,22.8
"050US31005","31005",0,,,,,,,15.3
"050US12043","12043",0.06,4359.38,6907.38,2970.66,361,572,246,21.3
"050US39015","39015",0,271.42,3575.56,162.85,75,988,45,54.2
"050US35025","35025",0,937.82,19459.21,221.33,411,8528,97,20.8
"050US38031","38031",0,,,,,,,11.1
"050US13147","13147",0,285.41,3298.03,279.06,45,520,44,23.2
"050US05097","05097",0,155.25,0,58.22,8,0,3,23.6
"050US06105","06105",0,646.69,9937.97,329.95,49,753,25,26.9
"050US08107","08107",0,117.09,6958.46,128.24,21,1248,23,21.1
"050US12103","12103",0,462.08,6593.54,358.99,2788,39783,2166,26.6
"050US13017","13017",0,861.5,10451.58,927.77,91,1104,98,16
"050US51183","51183",0,704.05,5883.83,125.72,56,468,10,18.5
"050US13071","13071",0,1458.99,15790.58,0,418,4524,0,12.4
"050US41063","41063",0,,,,,,,17.9
"050US39029","39029",0,197.35,3420.79,87.2,129,2236,57,37.7
"050US48027","48027",0,335.16,5296.07,263.93,767,12120,604,11.3
"050US19065","19065",0,247.3,0,197.84,30,0,24,14.3
"050US19093","19093",0,175,6500,75,7,260,3,13.3
"050US13033","13033",0,947.5,15328.47,350.93,135,2184,50,15.4
"050US48375","48375",0,732.15,11518.86,477.38,569,8952,371,15.5
"050US48461","48461",0,2090.75,25444.84,1290.04,47,572,29,15.2
"050US48495","48495",0,1850.71,24593.8,1439.49,88.39,1174.6,68.75,21.7
"050US19119","19119",0,145.16,3019.31,101.61,10,208,7,12
"050US17087","17087",0,340.38,6580.29,296.72,26.9,520.04,23.45,22.8
"050US51590","51590",0,1518.22,15126.58,465.01,382,3806,117,17.8
"050US27079","27079",0,84.55,2344.72,45.09,15,416,8,11.6
"050US42087","42087",0,425.71,3906.56,178.87,119,1092,50,20.8
"050US20007","20007",0,150.32,5862.46,112.74,4,156,3,20.1
"050US20117","20117",0,365.03,12654.27,173.82,21,728,10,12.8
"050US19121","19121",0,79.51,3617.57,29.82,8,364,3,14.8
"050US19151","19151",0,124.25,2584.49,124.25,5,104,5,12.9
"050US19179","19179",0,420.79,15596.04,0,94,3484,0,14.4
"050US27039","27039",0,285.75,6895.96,196.96,38.01,917.3,26.2,10.6
"050US27063","27063",0,132.19,1718.44,82.62,8,104,5,12.3
"050US48415","48415",0,418.38,16202.27,115.71,45.34,1755.84,12.54,15.9
"050US27111","27111",0,197.1,4130.26,123.55,67,1404,42,11.7
"050US27165","27165",0,213.54,7138.5,91.52,14,468,6,11.8
"050US19107","19107",0,32.87,2564.1,49.31,2,156,3,13.1
"050US20207","20207",0,431.03,5172.41,431.03,8,96,8,21.6
"050US21061","21061",0,,,,,,,25
"050US38079","38079",0.14,171.51,2972.79,57.17,15,260,5,13.6
"050US48193","48193",0,250.89,5435.92,271.8,12,260,13,14.3
"050US48433","48433",0,259.4,26977.95,259.4,2,208,2,18.1
"050US48505","48505",0,1850.09,2466.79,984.35,156,208,83,12.9
"050US13297","13297",0,677.21,7747.27,521.45,400,4576,308,16.4
"050US15005","15005",0.09,,,,,,,20.8
"050US19033","19033",0,280.06,5116.75,181.66,74,1352,48,13.2
"050US17201","17201",0,443.11,6920.2,395.6,802,12525,716,36.5
"050US19059","19059",0,128.71,14415.84,0,13,1456,0,12.6
"050US19183","19183",0,207.36,,74.06,28,,10,12.1
"050US20075","20075",0,374.3,6487.84,561.45,6,104,9,19.4
"050US01011","01011",0,473.86,13860.51,296.16,32,936,20,12
"050US39113","39113",0,251.54,7274.61,191,856,24756,650,94.3
"050US18167","18167",0,442.42,5680.68,392.49,319,4096,283,19.4
"050US37067","37067",0,288.7,4946.7,294.82,708,12131,723,22.2
"050US19063","19063",0,34.12,7984.99,85.31,2,468,5,12
"050US27115","27115",0,402.92,6425.27,161.17,75,1196,30,16.2
"050US13231","13231",0,174.53,1346.41,199.47,21,162,24,15.6
"050US26021","26021",0,381.68,7586.96,277.21,369,7335,268,18
"050US39141","39141",0,314.78,8083.16,128.24,162,4160,66,36.3
"050US51820","51820",0,317.33,4537.92,272.94,43.89,627.64,37.75,16.1
"050US48059","48059",0,69.96,11520.52,58.3,6,988,5,16.5
"050US55033","55033",0,249.12,6136.3,154.06,76,1872,47,10.8
"050US28045","28045",0,582.07,7264.26,302.68,175,2184,91,38.9
"050US27143","27143",0,129.27,3921.15,86.18,12,364,8,10.6
"050US20039","20039",0,309.98,3223.81,62,5,52,1,15.3
"050US27105","27105",0,206.81,3584.87,10.62,27.45,475.82,1.41,14.2
"050US19177","19177",0,70.09,2897.2,23.36,3,124,1,15.2
"050US20011","20011",0,515.52,5361.44,515.52,45,468,45,22.2
"050US55087","55087",0.09,281.34,5054.36,200.84,346,6216,247,11.2
"050US39063","39063",0,189.37,2117.74,63.12,93,1040,31,28
"050US39149","39149",0,324.19,10114.76,103.74,100,3120,32,28.6
"050US28079","28079",0.01,2140.44,14534.28,628.32,310,2105,91,14.2
"050US29155","29155",0,800.31,0,588.18,83,0,61,22.1
"050US54053","54053",0,400.1,4377.34,199.69,67,733.03,33.44,45.7
"050US27149","27149",0,0,0,0,0,0,0,11.7
"050US36023","36023",0,224.09,2394.4,113.58,73,780,37,18
"050US01003","01003",0,476.27,11350.3,368.75,629,14990,487,16.6
"050US01109","01109",0.17,358.13,13686.57,284.78,83,3172,66,12.4
"050US04015","04015",0.07,404.31,7347.48,356.04,469,8523,413,26.4
"050US05091","05091",0,933.94,3163.24,0,261,884,0,12.5
"050US55017","55017",0,308.46,8019.98,36.72,126,3276,15,14.4
"050US55019","55019",0,289.2,4171.36,181.36,59,851,37,12.3
"050US38047","38047",0,,,,,,,11.2
"050US38049","38049",0,1300.8,16696.64,1320.43,45.71,586.72,46.4,12.4
"050US47171","47171",0,844.38,5665.52,345.02,93,624,38,37.1
"050US26059","26059",0,183.25,8270.23,79.52,53,2392,23,16.7
"050US28139","28139",0,273.13,4111.26,0,38,572,0,19.4
"050US26029","26029",0,106.83,8822.97,144.54,17,1404,23,17.9
"050US26111","26111",0,491.99,7337.13,115.11,265,3952,62,15.4
"050US35059","35059",0,480.59,3844.73,332.72,13,104,9,26.7
"050US39085","39085",0,238.98,3588.01,142.17,353,5300,210,38.3
"050US35031","35031",0.53,349.94,8901.8,390.98,162,4121,181,15.9
"050US41071","41071",0.02,275.75,6221.09,144.44,189,4264,99,14.7
"050US27025","27025",0,117.44,7101.3,27.31,43,2600,10,12.7
"050US12085","12085",0,553.5,6747.82,359.72,497,6059,323,26.4
"050US40029","40029",1,443.92,4616.75,118.38,15,156,4,35
"050US28009","28009",0,416.67,0,246.21,22,0,13,17.1
"050US33011","33011",0,150.06,2020.32,96.6,421,5668,271,40.6
"050US36001","36001",0,286.32,3366.45,208.8,602,7078,439,14.8
"050US23029","23029",0.02,198.87,6259.16,125.6,38,1196,24,31.4
"050US50023","50023",0,,,,,,,18.2
"050US01127","01127",0,706.55,3115.79,87.38,283,1248,35,27.1
"050US02164","02164",0.02,946.97,34469.7,189.39,10,364,2,24.4
"050US29059","29059",0,197.65,10791.58,266.82,20,1092,27,23.3
"050US29063","29063",0,965.71,13505.94,899.89,84.5,1181.77,78.74,20.5
"050US36007","36007",0,408.93,4296.9,366.13,516,5422,462,27.2
"050US28131","28131",0,3741.61,11392.71,1135.27,468,1425,142,21.5
"050US29049","29049",0,138.95,0,123.51,18,0,16,19.8
"050US48099","48099",0,146.04,4339.33,140.35,77,2288,74,10.1
"050US22027","22027",0,5663.77,11800.3,898.26,599,1248,95,17.1
"050US24037","24037",0,290.61,2040.92,134.03,219,1538,101,27.1
"050US26047","26047",0,400.08,10276.68,144.61,83,2132,30,17
"050US29217","29217",0,815.07,411.49,791.33,103,52,100,22.9
"050US04019","04019",0.42,294.05,4787.66,257.6,1912,31131,1675,24.5
"050US56043","56043",0,578.87,5375.23,0,28,260,0,22.7
"050US20005","20005",0.07,625.06,10501.01,269.26,65,1092,28,15.2
"050US46013","46013",0,208.75,12592.19,149.63,51.73,3120.47,37.08,11.9
"050US46017","46017",0.53,,,,,,,13
"050US31049","31049",0,,,,,,,16.4
"050US55109","55109",0,140.96,4916.29,0,82,2860,0,10.2
"050US55137","55137",0,545.86,8410.27,161.74,81,1248,24,15.6
"050US56025","56025",0,517.91,11555.1,422.87,267,5957,218,18.6
"050US40049","40049",1,476.52,19642.03,389.35,82,3380,67,32.1
"050US51800","51800",0,801.47,4814.54,514.91,474.58,2850.88,304.9,12.7
"050US17045","17045",0,259.38,6262.16,120.43,28,676,13,18.9
"050US50001","50001",0,,,,,,,14.5
"050US47007","47007",0,920.22,4072.44,323.05,94,416,33,25.7
"050US26113","26113",0,351.76,4001.32,175.88,32,364,16,23
"050US26129","26129",0,651.66,0,58.18,81.21,0,7.25,25.7
"050US36037","36037",0.02,186.47,5263.72,103.89,70,1976,39,17.8
"050US50013","50013",0,,,,,,,17.4
"050US38073","38073",0,,,,,,,10.7
"050US46069","46069",0.1,195.45,5077.64,0,1.46,37.93,0,12.7
"050US56021","56021",0,346.95,13951.77,315.55,221,8887,201,17.8
"050US31185","31185",0,275.48,4359.8,167.68,23,364,14,12.2
"050US33019","33019",0,299.39,3987,69.37,82,1092,19,18.3
"050US19193","19193",0,323.31,11014.34,211.93,209,7120,137,11.3
"050US55115","55115",0.03,848.98,14156.77,315.25,213.91,3566.94,79.43,13.8
"050US51035","51035",0,773.68,8515.88,274.25,141.08,1552.87,50.01,23.5
"050US01031","01031",0.77,387.23,4719.41,335.8,128,1560,111,11.8
"050US01123","01123",0,694.8,11628,255.56,174,2912,64,12.9
"050US35049","35049",0.08,434.42,8055.64,486.42,401,7436,449,27.9
"050US47011","47011",0,749.9,3931.5,582.45,515,2700,400,27.6
"050US31107","31107",0.16,84.96,5522.51,106.2,4,260,5,11.4
"050US21233","21233",0,3271.37,15318.69,603.57,271,1269,50,24.1
"050US53069","53069",0,431.78,2245.25,129.53,10,52,3,22.8
"050US55095","55095",0,291.06,11303.51,221.06,79,3068,60,10
"050US55125","55125",0.11,604.4,11193.91,33.12,73,1352,4,19.8
"050US41013","41013",0,109.62,4560.07,73.08,15,624,10,16
"050US36005","36005",0,,,,,,,24.3
"050US36055","36055",0,260.69,2390.51,148.62,1277,11710,728,25.2
