"HEROP_ID","FIPS","GEOID","OpRxRt","SviTh1","SviTh2","SviTh3","SviTh4","SviSmryRnk"
"050US12037","12037",12037,18.9,0.9644,0.6176,0.5711,0.8902,0.9017
"050US12039","12039",12039,7.4,0.8855,0.971,0.9532,0.9405,0.9742
"050US12041","12041",12041,9,0.455,0.896,0.3697,0.9141,0.7337
"050US12043","12043",12043,0,0.9516,0.7735,0.8088,0.7229,0.9058
"050US12045","12045",12045,39.4,0.6125,0.6252,0.5667,0.7856,0.7082
"050US12047","12047",12047,7.6,0.9777,0.8622,0.8317,0.9574,0.9803
"050US12049","12049",12049,6.6,0.9876,0.8979,0.8899,0.9685,0.993
"050US12051","12051",12051,9.1,0.993,0.8575,0.9625,0.9761,0.9946
"050US12053","12053",12053,62.3,0.7537,0.7623,0.6185,0.3048,0.6602
"050US12055","12055",12055,33.2,0.818,0.8664,0.7286,0.7607,0.8673
"050US12057","12057",12057,43.3,0.7327,0.49,0.8871,0.7897,0.7789
"050US12059","12059",12059,48.7,0.7786,0.77,0.4248,0.833,0.8081
"050US12061","12061",12061,48.9,0.5975,0.5803,0.6249,0.2434,0.5145
"050US12063","12063",12063,46.2,0.7362,0.8947,0.7213,0.6223,0.8085
"050US12065","12065",12065,2.4,0.7143,0.6325,0.776,0.6666,0.7439
"050US12067","12067",12067,24.2,0.9214,0.4626,0.6726,0.7906,0.8409
"050US12069","12069",12069,39.9,0.6128,0.6481,0.7086,0.4512,0.6214
"050US12071","12071",12071,40.1,0.6507,0.6067,0.7299,0.671,0.7086
"050US12073","12073",12073,59,0.6659,0.1021,0.8323,0.937,0.6952
"050US12075","12075",12075,45.6,0.7184,0.9119,0.5616,0.5224,0.7582
"050US12077","12077",12077,4.2,0.8454,0.6077,0.636,0.8132,0.8266
"050US12079","12079",12079,14.4,0.8011,0.5822,0.8403,0.9338,0.8638
"050US12081","12081",12081,32.4,0.6516,0.4906,0.6685,0.5622,0.6332
"050US12083","12083",12083,54.1,0.7926,0.7891,0.6936,0.7143,0.8196
"050US12085","12085",12085,68.8,0.4022,0.384,0.5797,0.5415,0.4642
"050US12086","12086",12086,21.8,0.9049,0.4365,0.9901,0.8909,0.881
"050US12087","12087",12087,28.6,0.5247,0.3143,0.7378,0.9294,0.6822
"050US12089","12089",12089,39.9,0.2278,0.4076,0.4273,0.2724,0.2539
"050US12091","12091",12091,51.5,0.4238,0.573,0.6503,0.5358,0.5266
"050US12093","12093",12093,62.7,0.9481,0.9322,0.7617,0.8934,0.9637
"050US12095","12095",12095,32.5,0.8018,0.3767,0.9332,0.7862,0.7951
"050US12097","12097",12097,23.9,0.8244,0.8043,0.9644,0.5399,0.8307
"050US12099","12099",12099,39.3,0.7779,0.6354,0.8613,0.7222,0.8008
"050US12101","12101",12101,54.6,0.6561,0.7811,0.6599,0.5387,0.7041
"050US12103","12103",12103,60.9,0.5546,0.5851,0.6373,0.8568,0.7095
"050US12105","12105",12105,29.9,0.8078,0.8062,0.8377,0.903,0.8912
"050US12107","12107",12107,31.8,0.9838,0.966,0.6599,0.9036,0.9835
"050US12109","12109",12109,28.1,0.1677,0.1925,0.5294,0.104,0.1266
"050US12111","12111",12111,28.3,0.8136,0.8734,0.8466,0.3812,0.7906
"050US12113","12113",12113,40.2,0.3379,0.189,0.5294,0.4353,0.3213
"050US12115","12115",12115,51.1,0.2927,0.413,0.504,0.4566,0.3653
"050US12117","12117",12117,33.5,0.4111,0.3051,0.8075,0.2829,0.3996
"050US12119","12119",12119,15.9,0.2109,0.3945,0.4445,0.4744,0.3026
"050US12121","12121",12121,11.9,0.7598,0.7518,0.615,0.9243,0.8457
"050US12123","12123",12123,45.6,0.6911,0.8132,0.6402,0.8177,0.8062
"050US12125","12125",12125,14.3,0.5081,0.4798,0.6548,0.8696,0.6669
"050US12127","12127",12127,44.3,0.5966,0.6914,0.678,0.6863,0.6987
"050US12129","12129",12129,4.2,0.3198,0.0423,0.5616,0.6459,0.3058
"050US12131","12131",12131,24,0.553,0.5208,0.4699,0.7703,0.6287
"050US12133","12133",12133,22.4,0.8486,0.7665,0.5867,0.6188,0.8043
"050US13001","13001",13001,42.5,0.8546,0.8578,0.6911,0.9268,0.9122
"050US13003","13003",13003,49.6,0.9026,0.8081,0.8403,0.5199,0.8444
"050US13005","13005",13005,100,0.7362,0.9755,0.6332,0.8463,0.889
"050US13007","13007",13007,44.7,0.922,0.4394,0.8584,0.2564,0.7162
"050US13009","13009",13009,38.9,0.9357,0.3363,0.86,0.9908,0.923
"050US13011","13011",13011,9,0.6207,0.3096,0.3961,0.1015,0.3373
"050US13013","13013",13013,54.5,0.5956,0.7738,0.7066,0.0799,0.4887
"050US13015","13015",13015,58.6,0.6529,0.3964,0.6045,0.1623,0.454
"050US13017","13017",13017,57.8,0.8918,0.7378,0.8365,0.9535,0.9265
"050US13019","13019",13019,27.3,0.8406,0.8406,0.5269,0.1769,0.6748
"050US13021","13021",13021,118.6,0.9739,0.8619,0.9399,0.8422,0.9644
"050US13023","13023",13023,16.1,0.686,0.6363,0.686,0.6134,0.7063
"050US13025","13025",13025,7.4,0.7763,0.0738,0.2485,0.2733,0.3974
"050US13027","13027",13027,71.6,0.9704,0.7611,0.8492,0.7741,0.9275
"050US13029","13029",13029,20.8,0.28,0.7101,0.6618,0.1104,0.3115
"050US13031","13031",13031,72.4,0.9297,0.2326,0.7521,0.8781,0.8374
"050US13033","13033",13033,31.1,0.8148,0.552,0.881,0.4967,0.7483
"050US13035","13035",13035,30.5,0.5896,0.392,0.72,0.4766,0.5565
"050US13037","13037",13037,24,0.9924,0.6344,0.9526,0.917,0.9688
"050US13039","13039",13039,32.3,0.587,0.6316,0.6793,0.6433,0.6618
"050US13043","13043",13043,61.1,0.8508,0.9281,0.7798,0.8381,0.916
"050US13045","13045",13045,66,0.8794,0.8171,0.6885,0.6176,0.8428
"050US13047","13047",13047,29.4,0.3519,0.5733,0.3217,0.1979,0.3086
"050US13049","13049",13049,58.6,0.9889,0.2262,0.776,0.8559,0.8855
"050US13051","13051",13051,74.2,0.8056,0.5647,0.8858,0.7181,0.805
"050US13053","13053",13053,0.5,0.6675,0.1629,0.8377,0.776,0.6554
"050US13055","13055",13055,14.6,0.91,0.9246,0.4948,0.9625,0.9481
"050US13057","13057",13057,51.3,0.2787,0.4263,0.5892,0.0503,0.1969
"050US13059","13059",13059,121.8,0.8972,0.1069,0.833,0.7547,0.7502
"050US13061","13061",13061,61.3,0.8387,0.9558,0.937,0.6685,0.9061
"050US13063","13063",13063,20.7,0.9765,0.8151,0.9952,0.7334,0.9488
"050US13065","13065",13065,70.5,0.7668,0.9265,0.7366,0.9819,0.9348
"050US13067","13067",13067,33.4,0.4114,0.3525,0.8743,0.2227,0.3993
"050US13069","13069",13069,108.2,0.9004,0.95,0.8116,0.9166,0.9609
"050US13071","13071",13071,40.7,0.964,0.9726,0.8377,0.8976,0.9847
"050US13073","13073",13073,50.3,0.2494,0.6901,0.7165,0.0302,0.23
"050US13075","13075",13075,41.2,0.9742,0.8228,0.7521,0.7687,0.9338
"050US13077","13077",13077,53,0.2479,0.4607,0.6742,0.1082,0.2402
"050US13079","13079",13079,47.2,0.7782,0.3773,0.636,0.6128,0.6837
"050US13081","13081",13081,83.2,0.9908,0.952,0.8775,0.7458,0.978
"050US13083","13083",13083,15.1,0.4932,0.1543,0.1985,0.7191,0.4388
"050US13085","13085",13085,31.3,0.4276,0.1359,0.3166,0.0926,0.1861
"050US13087","13087",13087,60.9,0.9726,0.7547,0.8743,0.9539,0.9679
"050US13089","13089",13089,43,0.7843,0.5453,0.9618,0.678,0.7903
"050US13091","13091",13091,26,0.7741,0.7859,0.741,0.8734,0.8559
"050US13093","13093",13093,0.9,0.8864,0.588,0.9115,0.9857,0.9313
"050US13095","13095",13095,106.8,0.9955,0.8826,0.9765,0.7674,0.9761
"050US13097","13097",13097,41.3,0.7181,0.7235,0.943,0.3404,0.7012
"050US13099","13099",13099,26.5,0.9672,0.6818,0.8982,0.853,0.9357
"050US13101","13101",13101,-9,0.4935,0.5151,0.818,0.203,0.4623
"050US13103","13103",13103,21.2,0.3688,0.2727,0.5994,0.1874,0.2851
"050US13105","13105",13105,60.6,0.9373,0.8466,0.7474,0.8158,0.9224
"050US13107","13107",13107,55.1,0.9192,0.9586,0.7961,0.8101,0.9494
"050US13109","13109",13109,39.1,0.9634,0.9796,0.8225,0.8317,0.9784
"050US13111","13111",13111,66.9,0.8641,0.6745,0.1457,0.2838,0.6172
"050US13113","13113",13113,68.5,0.1317,0.5539,0.7989,0.0471,0.1686
"050US13115","13115",13115,138.3,0.8336,0.8842,0.6685,0.964,0.9284
"050US13117","13117",13117,16.3,0.0687,0.3067,0.7127,0.0251,0.07
"050US13119","13119",13119,32,0.931,0.7696,0.4948,0.5886,0.8314
"050US13121","13121",13121,61.1,0.5571,0.2278,0.9259,0.8501,0.6599
"050US13123","13123",13123,38.6,0.5218,0.8307,0.4445,0.3245,0.545
"050US13125","13125",13125,1.5,0.6211,0.2017,0.377,0.9615,0.6621
"050US13127","13127",13127,70,0.7191,0.7095,0.7448,0.714,0.7744
"050US13129","13129",13129,72.7,0.7875,0.7477,0.5924,0.482,0.7318
"050US13131","13131",13131,27.2,0.9443,0.9933,0.805,0.5157,0.944
"050US13133","13133",13133,48.5,0.7086,0.4251,0.7964,0.1425,0.5081
"050US13135","13135",13135,29,0.6834,0.6965,0.9453,0.2485,0.6433
"050US13137","13137",13137,21.1,0.7136,0.6376,0.6029,0.6853,0.728
"050US13139","13139",13139,79,0.7897,0.664,0.7941,0.7416,0.8136
"050US13141","13141",13141,9.9,0.9806,0.6828,0.9733,0.9345,0.9666
"050US13143","13143",13143,49.9,0.5708,0.2332,0.2914,0.1718,0.3089
"050US13145","13145",13145,3.6,0.1982,0.0878,0.5969,0.0197,0.0675
"050US13147","13147",13147,26.7,0.6748,0.5323,0.6166,0.9119,0.7681
"050US13149","13149",13149,0.1,0.7709,0.9357,0.4496,0.1444,0.6459
"050US13151","13151",13151,43.2,0.4817,0.5536,0.9348,0.071,0.4018
"050US13153","13153",13153,54.3,0.4139,0.6277,0.8447,0.286,0.4887
"050US13155","13155",13155,27.6,0.9456,0.231,0.6949,0.8342,0.8282
"050US13157","13157",13157,42.5,0.3996,0.5017,0.5476,0.1438,0.3264
"050US13159","13159",13159,18.3,0.7432,0.6618,0.6115,0.1397,0.5492
"050US13161","13161",13161,40.6,0.8603,0.9672,0.672,0.602,0.8785
"050US13163","13163",13163,34.5,0.8985,0.93,0.9115,0.902,0.9583
"050US13165","13165",13165,38.1,0.9109,0.5791,0.8151,0.6532,0.8352
"050US13167","13167",13167,15.5,0.9201,0.657,0.7693,0.9723,0.9322
"050US13169","13169",13169,20.5,0.3802,0.2494,0.6624,0.3729,0.3675
"050US13171","13171",13171,18.4,0.5931,0.063,0.7146,0.3703,0.4092
"050US13173","13173",13173,28.4,0.8457,0.4623,0.7127,0.7805,0.8011
"050US13175","13175",13175,79.9,0.9284,0.9147,0.8066,0.6332,0.9014
"050US13177","13177",13177,26.5,0.1575,0.5046,0.6847,0.2415,0.2606
"050US13179","13179",13179,27.5,0.8167,0.8431,0.9322,0.86,0.9007
"050US13181","13181",13181,63,0.6227,0.6529,0.6993,0.2272,0.5488
"050US13183","13183",13183,-9,0.8298,0.9233,0.8225,0.7267,0.8851
"050US13185","13185",13185,72.8,0.8753,0.4655,0.8591,0.9192,0.8702
"050US13187","13187",13187,22.5,0.7728,0.0121,0.2914,0.4057,0.3608
"050US13189","13189",13189,52.2,0.7353,0.5002,0.854,0.4076,0.6567
"050US13191","13191",13191,4.4,0.9112,0.3287,0.756,0.3952,0.7098
"050US13193","13193",13193,28,0.9994,0.7305,0.9494,0.9147,0.9866
"050US13195","13195",13195,4.2,0.9338,0.7251,0.5383,0.2622,0.7423
"050US13197","13197",13197,2,0.8072,0.9548,0.8008,0.7203,0.8877
"050US13199","13199",13199,3,0.9434,0.706,0.8139,0.8002,0.9074
"050US13201","13201",13201,68.2,0.9462,0.8285,0.7105,0.9189,0.945
"050US13205","13205",13205,35.7,0.9914,0.9316,0.8883,0.924,0.9914
"050US13207","13207",13207,14.8,0.3964,0.1031,0.6389,0.4168,0.329
"050US13209","13209",13209,0.2,0.8858,0.5756,0.7191,0.4518,0.7547
"050US13211","13211",13211,19.4,0.231,0.3131,0.6332,0.2813,0.266
"050US13213","13213",13213,28.3,0.7852,0.6061,0.525,0.4909,0.6847
"050US13215","13215",13215,85.6,0.9227,0.8705,0.9259,0.8581,0.9446
"050US13217","13217",13217,16.6,0.8059,0.7483,0.9084,0.1311,0.6577
"050US13219","13219",13219,41.7,0.0299,0.2475,0.4741,0.0035,0.0137
"050US13221","13221",13221,1.6,0.4846,0.3936,0.615,0.3993,0.4645
"050US13223","13223",13223,23.7,0.2603,0.3385,0.7165,0.0118,0.1429
"050US13225","13225",13225,36.7,0.8584,0.7171,0.8925,0.8202,0.8772
"050US13227","13227",13227,45.7,0.489,0.4505,0.1753,0.2256,0.3392
"050US13229","13229",13229,35.9,0.5062,0.2374,0.4588,0.1651,0.3051
"050US13231","13231",13231,4.2,0.3484,0.0204,0.3847,0.0293,0.0665
"050US13233","13233",13233,21,0.9023,0.931,0.6567,0.3688,0.8285
"050US13235","13235",13235,101.4,0.8126,0.7127,0.8164,0.9971,0.9376
"050US13237","13237",13237,20.3,0.538,0.6211,0.7191,0.4248,0.5679
"050US13239","13239",13239,0.2,0.9125,0.5466,0.9084,0.5625,0.8202
"050US13241","13241",13241,73.6,0.5784,0.3735,0.3503,0.328,0.441
"050US13243","13243",13243,11.4,0.9863,0.853,0.9577,0.9532,0.9882
"050US13245","13245",13245,89.9,0.9513,0.7324,0.9494,0.9061,0.9513
"050US13247","13247",13247,59,0.8536,0.7751,0.9695,0.3,0.777
"050US13249","13249",13249,14.2,0.8081,0.2459,0.6013,0.1626,0.4973
"050US13251","13251",13251,24.6,0.7471,0.4321,0.8279,0.5781,0.699
"050US13253","13253",13253,108.1,0.903,0.8552,0.7626,0.693,0.8813
"050US13255","13255",13255,98.9,0.9278,0.7553,0.818,0.4085,0.8206
"050US13257","13257",13257,51.1,0.8708,0.826,0.5094,0.4855,0.7836
"050US13259","13259",13259,23.9,0.9395,0.8126,0.9803,0.9717,0.9736
"050US13261","13261",13261,78.3,0.9647,0.6713,0.923,0.9596,0.9631
"050US13263","13263",13263,3.1,0.8731,0.2463,0.9176,0.4324,0.6923
"050US13265","13265",13265,-9,0.7098,0.6892,0.9418,0.3732,0.692
"050US13267","13267",13267,31,0.9313,0.7219,0.819,0.9217,0.9287
"050US13269","13269",13269,2.1,0.9873,0.7381,0.8021,0.8339,0.9555
"050US13271","13271",13271,14.8,0.7273,0.9978,0.8867,0.9841,0.9765
"050US13273","13273",13273,10.6,0.9885,0.6853,0.9399,0.9704,0.9809
"050US13275","13275",13275,110.9,0.8966,0.9408,0.805,0.2243,0.8158
"050US13277","13277",13277,175.1,0.8193,0.7388,0.8428,0.8727,0.8759
"050US13279","13279",13279,46.8,0.9752,0.9777,0.7989,0.8743,0.9857
"050US13281","13281",13281,112.5,0.7607,0.2141,0.119,0.6911,0.5622
"050US13283","13283",13283,0.3,0.9943,0.8161,0.714,0.685,0.9389
"050US13285","13285",13285,76.2,0.8145,0.8613,0.8304,0.896,0.9023
"050US13287","13287",13287,27.1,0.9911,0.9768,0.8428,0.5581,0.9675
"050US13289","13289",13289,0.2,0.5625,0.6395,0.8304,0.566,0.6538
"050US13291","13291",13291,48,0.448,0.3506,0.1572,0.7986,0.4932
"050US13293","13293",13293,69.8,0.7938,0.4642,0.7066,0.378,0.6468
"050US13295","13295",13295,12,0.8215,0.6624,0.2914,0.4776,0.6796
"050US13297","13297",13297,18.9,0.6656,0.4432,0.6503,0.0598,0.4095
"050US13299","13299",13299,152,0.9198,0.804,0.756,0.9825,0.9596
"050US13301","13301",13301,6,0.7836,0.8158,0.9259,0.5418,0.8123
"050US13303","13303",13303,21.6,0.8734,0.6573,0.9103,0.9485,0.9115
"050US13305","13305",13305,68.9,0.9558,0.8473,0.658,0.8896,0.9434
"050US13307","13307",13307,16.5,0.9984,0.4305,0.9259,0.3035,0.8447
"050US13309","13309",13309,0,0.9653,0.0038,0.8263,0.9796,0.7716
"050US13311","13311",13311,19.6,0.4009,0.2195,0.2692,0.5049,0.3455
"050US13313","13313",13313,61.3,0.8766,0.8266,0.8139,0.7668,0.8836
"050US13315","13315",13315,7.3,0.8501,0.6262,0.7894,0.7044,0.8212
"050US13317","13317",13317,41.2,0.7954,0.5606,0.8632,0.1594,0.6083
"050US13319","13319",13319,54,0.8228,0.8234,0.8279,0.412,0.784
"050US13321","13321",13321,28.7,0.938,0.8816,0.7019,0.4585,0.8571
"050US15001","15001",15001,33.6,0.4502,0.7894,0.9602,0.4881,0.636
"050US15003","15003",15003,22.1,0.2307,0.2638,0.9854,0.957,0.5708
"050US15005","15005",15005,-9,0.0983,0.0614,0.9723,0.4044,0.1871
"050US15007","15007",15007,30.2,0.2367,0.3446,0.9625,0.4566,0.3964
"050US15009","15009",15009,23.2,0.2918,0.4003,0.9605,0.6032,0.4938
"050US16001","16001",16001,49.9,0.1559,0.161,0.4779,0.3767,0.1931
"050US16003","16003",16003,5.2,0.6268,0.1549,0.2959,0.0175,0.2017
"050US16005","16005",16005,68.7,0.4403,0.4337,0.489,0.6125,0.4995
"050US16007","16007",16007,49.5,0.2361,0.7105,0.182,0.0821,0.2024
"050US16009","16009",16009,13.9,0.8123,0.6955,0.4588,0.3618,0.6717
"050US16011","16011",16011,52,0.5517,0.7423,0.6249,0.2841,0.5469
"050US16013","16013",16013,21.4,0.2523,0.6462,0.6516,0.385,0.4025
"050US16015","16015",16015,14.2,0.1578,0.1292,0.3961,0.1346,0.1075
"050US16017","16017",16017,42.2,0.4655,0.3318,0.2692,0.4954,0.412
"050US16019","16019",16019,70.5,0.4101,0.5915,0.504,0.3703,0.4473
"050US16021","16021",16021,36.4,0.657,0.5199,0.3388,0.3067,0.5037
"050US16023","16023",16023,75.9,0.5186,0.9959,0.328,0.4267,0.7009
"050US16025","16025",16025,-9,0.5348,0.3824,0.5406,0.0907,0.3271
"050US16027","16027",16027,26.1,0.5647,0.7311,0.6885,0.4623,0.6217
"050US16029","16029",16029,105.1,0.2332,0.0512,0.3118,0.2039,0.1231
"050US16031","16031",16031,61.6,0.5103,0.5367,0.6971,0.5208,0.56
"050US16033","16033",16033,-9,0.8206,0.2068,0.8829,0.1607,0.5412
"050US16035","16035",16035,15.6,0.4709,0.5272,0.3388,0.8349,0.5912
"050US16037","16037",16037,8.9,0.4556,0.434,0.3166,0.3016,0.3713
"050US16039","16039",16039,21.5,0.8804,0.6745,0.6538,0.6503,0.8155
"050US16041","16041",16041,41,0.3035,0.1002,0.2879,0.0627,0.1101
"050US16043","16043",16043,10.3,0.475,0.8002,0.4658,0.4333,0.5504
"050US16045","16045",16045,20.1,0.3054,0.9815,0.4356,0.5657,0.6153
"050US16047","16047",16047,29.8,0.7477,0.8686,0.7165,0.6408,0.8059
"050US16049","16049",16049,19.8,0.5915,0.5593,0.2816,0.4489,0.5199
"050US16051","16051",16051,19.4,0.1699,0.2313,0.4085,0.098,0.1212
"050US16053","16053",16053,24.4,0.7057,0.6666,0.8005,0.1801,0.5826
"050US16055","16055",16055,54.3,0.3544,0.2071,0.3675,0.322,0.2746
"050US16057","16057",16057,18.7,0.4518,0.0035,0.3847,0.8097,0.2825
"050US16059","16059",16059,70,0.3579,0.5555,0.1985,0.5212,0.4073
"050US16061","16061",16061,8.6,0.7261,0.9217,0.5183,0.3557,0.7146
"050US16063","16063",16063,10.8,0.7738,0.7146,0.7359,0.2784,0.6742
"050US16065","16065",16065,21.8,0.7264,0.0016,0.4057,0.8657,0.4318
"050US16067","16067",16067,11,0.6118,0.5931,0.7725,0.3913,0.5978
"050US16069","16069",16069,102.3,0.4378,0.5565,0.4018,0.8333,0.5892
"050US16071","16071",16071,98.1,0.1149,0.4814,0.182,0.0395,0.0792
"050US16073","16073",16073,3.9,0.5892,0.9828,0.6872,0.3968,0.7432
"050US16075","16075",16075,44.4,0.5689,0.9271,0.5927,0.4197,0.6713
"050US16077","16077",16077,29.5,0.7747,0.8616,0.776,0.3926,0.762
"050US16079","16079",16079,21.5,0.8416,0.7359,0.3166,0.5877,0.7493
"050US16081","16081",16081,19.5,0.4041,0.0932,0.5294,0.1266,0.2052
"050US16083","16083",16083,74.7,0.6185,0.6405,0.5854,0.3837,0.5756
"050US16085","16085",16085,17.7,0.482,0.043,0.0025,0.1196,0.1365
"050US16087","16087",16087,36.9,0.8186,0.9987,0.5501,0.6577,0.9093
"050US17001","17001",17001,84.4,0.1343,0.4849,0.2628,0.6481,0.2965
"050US17003","17003",17003,34.6,0.9052,0.8521,0.7423,0.7509,0.8941
"050US17005","17005",17005,22.8,0.3159,0.2167,0.3888,0.9736,0.5253
"050US17007","17007",17007,20.2,0.5189,0.6465,0.658,0.174,0.4655
"050US17009","17009",17009,63.3,0.2469,0.2199,0.6013,0.9144,0.4753
"050US17011","17011",17011,51.2,0.4069,0.5644,0.4057,0.1973,0.3544
"050US17013","17013",17013,3.4,0.043,0.2297,0.0474,0.188,0.0541
"050US17015","17015",17015,11.6,0.3271,0.1133,0.3118,0.3519,0.2304
"050US17017","17017",17017,8.3,0.3519,0.8148,0.6277,0.356,0.4998
"050US17019","17019",17019,40.9,0.4388,0.0395,0.7226,0.8269,0.4658
"050US17021","17021",17021,24.6,0.2329,0.2173,0.1508,0.3509,0.1966
"050US17023","17023",17023,35.2,0.1553,0.1642,0.015,0.1238,0.0745
"050US17025","17025",17025,22.3,0.5196,0.8673,0.0407,0.5956,0.5813
"050US17027","17027",17027,13,0.0754,0.0951,0.2444,0.4664,0.1168
"050US17029","17029",17029,63,0.6892,0.0566,0.2984,0.8941,0.5574
"050US17031","17031",17031,32.7,0.7754,0.3926,0.9138,0.8298,0.7964
"050US17033","17033",17033,19.3,0.1709,0.1635,0.2587,0.4467,0.1919
"050US17035","17035",17035,24.2,0.0347,0.1511,0.0191,0.0318,0.015
"050US17037","17037",17037,24.8,0.5087,0.2329,0.6166,0.7604,0.5523
"050US17039","17039",17039,20.7,0.1941,0.0751,0.0881,0.0538,0.0493
"050US17041","17041",17041,12.3,0.447,0.4454,0.3322,0.5492,0.4578
"050US17043","17043",17043,41,0.1632,0.1667,0.7296,0.3579,0.2284
"050US17045","17045",17045,35,0.3067,0.3875,0.0099,0.6402,0.343
"050US17047","17047",17047,34.7,0.3789,0.8632,0.0299,0.1037,0.3058
"050US17049","17049",17049,77.5,0.0452,0.6032,0.0455,0.6169,0.2081
"050US17051","17051",17051,24.5,0.4391,0.6207,0.3118,0.7789,0.5644
"050US17053","17053",17053,16.9,0.3449,0.5667,0.2536,0.4263,0.3824
"050US17055","17055",17055,31.4,0.6704,0.4948,0.0579,0.4025,0.4871
"050US17057","17057",17057,41.5,0.4343,0.0754,0.2109,0.2399,0.2106
"050US17059","17059",17059,15.4,0.4572,0.8078,0.0932,0.3408,0.4521
"050US17061","17061",17061,23.4,0.2043,0.3996,0.0099,0.0592,0.1044
"050US17063","17063",17063,49.1,0.0865,0.2043,0.4518,0.0891,0.0773
"050US17065","17065",17065,15.6,0.4213,0.6507,0.0474,0.1794,0.3029
"050US17067","17067",17067,36.3,0.1285,0.5577,0.0474,0.0484,0.0885
"050US17069","17069",17069,150,0.1696,0.5301,0.0073,0.4588,0.2383
"050US17071","17071",17071,2.4,0.1543,0.1438,0.0821,0.0204,0.0391
"050US17073","17073",17073,23.8,0.0916,0.447,0.3388,0.1339,0.126
"050US17075","17075",17075,33.3,0.4092,0.6456,0.3388,0.0573,0.2673
"050US17077","17077",17077,106.4,0.8225,0.3452,0.6316,0.9863,0.8479
"050US17079","17079",17079,25.8,0.1352,0.3239,0.0115,0.1139,0.0875
"050US17081","17081",17081,91.8,0.503,0.8164,0.4445,0.8406,0.7117
"050US17083","17083",17083,47.7,0.0541,0.1152,0.0407,0.0986,0.0318
"050US17085","17085",17085,21.2,0.092,0.272,0.1276,0.1295,0.076
"050US17087","17087",17087,12.5,0.2969,0.3716,0.503,0.5259,0.3834
"050US17089","17089",17089,20.8,0.4823,0.5033,0.8263,0.3427,0.5084
"050US17091","17091",17091,50,0.5695,0.7206,0.6656,0.7652,0.7241
"050US17093","17093",17093,10.6,0.0694,0.4537,0.7251,0.0331,0.0996
"050US17095","17095",17095,52.7,0.6074,0.4397,0.504,0.7731,0.644
"050US17097","17097",17097,32.5,0.3086,0.3847,0.7941,0.6118,0.475
"050US17099","17099",17099,24.9,0.301,0.5142,0.4588,0.4556,0.3894
"050US17101","17101",17101,43.7,0.6039,0.4995,0.434,0.5533,0.5657
"050US17103","17103",17103,25.7,0.2501,0.3745,0.4222,0.6332,0.3777
"050US17105","17105",17105,43.3,0.1842,0.5301,0.3248,0.5606,0.328
"050US17107","17107",17107,30.3,0.1912,0.1409,0.3847,0.7238,0.2921
"050US17109","17109",17109,52.4,0.6672,0.0646,0.3847,0.8123,0.539
"050US17111","17111",17111,28.3,0.1403,0.2431,0.5472,0.041,0.0923
"050US17113","17113",17113,46.7,0.1168,0.0573,0.552,0.6029,0.1903
"050US17115","17115",17115,67.5,0.3971,0.511,0.6102,0.6755,0.5396
"050US17117","17117",17117,18.3,0.2386,0.2561,0.0525,0.1009,0.1161
"050US17119","17119",17119,45.9,0.2663,0.3175,0.4658,0.2625,0.2561
"050US17121","17121",17121,47.5,0.567,0.721,0.2816,0.6204,0.6036
"050US17123","17123",17123,14,0.1467,0.2536,0.1572,0.0993,0.0894
"050US17125","17125",17125,18.9,0.2568,0.1823,0.021,0.1409,0.1254
"050US17127","17127",17127,79,0.5476,0.6389,0.3977,0.5444,0.5625
"050US17129","17129",17129,5.6,0.0522,0.3834,0.0474,0.0162,0.0283
"050US17131","17131",17131,11,0.1419,0.2762,0.0932,0.048,0.064
"050US17133","17133",17133,28.6,0.0016,0.0465,0.0299,0.0083,0.001
"050US17135","17135",17135,48.7,0.343,0.1492,0.1861,0.6382,0.3191
"050US17137","17137",17137,54.3,0.5052,0.3156,0.3563,0.6421,0.4935
"050US17139","17139",17139,5.5,0.3926,0.4298,0.0229,0.8476,0.4827
"050US17141","17141",17141,16.5,0.2539,0.5982,0.4378,0.28,0.3131
"050US17143","17143",17143,86.6,0.5444,0.6446,0.6923,0.7041,0.6656
"050US17145","17145",17145,47,0.4677,0.545,0.4057,0.8263,0.6001
"050US17147","17147",17147,21.7,0.0745,0.042,0.0299,0.0086,0.0045
"050US17149","17149",17149,34.4,0.2988,0.8091,0.0337,0.1581,0.2771
"050US17151","17151",17151,24.3,0.391,0.2657,0.3086,0.4114,0.3277
"050US17153","17153",17153,0.5,0.5256,0.7111,0.749,0.5428,0.6357
"050US17155","17155",17155,33.2,0.014,0.2269,0.2536,0.0032,0.0048
"050US17157","17157",17157,43,0.3077,0.6322,0.3939,0.6869,0.4897
"050US17159","17159",17159,37.6,0.189,0.8995,0.0881,0.5577,0.413
"050US17161","17161",17161,44.7,0.5816,0.8482,0.6701,0.7385,0.7556
"050US17163","17163",17163,51.3,0.4438,0.5902,0.7821,0.4505,0.532
"050US17165","17165",17165,122.9,0.5934,0.7372,0.2109,0.7506,0.6557
