HEROP_ID,OtpMinDis,OtpTmDr,OtpCntDr
140US48453001858,10.04,25.24,2
140US48453001863,4.55,11.05,5
140US48465950400,155.55,,0
140US48465950602,156.07,,0
140US48467950700,43.08,49.5,0
140US48469000301,2.94,5.74,1
140US48401951000,24.79,42.61,0
140US48405950200,23.07,21.55,1
140US48407200200,32.22,57.12,0
140US48409010301,15.81,22.07,2
140US48451001800,1.55,4.06,1
140US48453000101,5.44,11.62,5
140US48453000206,5.49,10.98,5
140US48453000801,1.89,3.71,4
140US48423001601,8.19,13.87,2
140US48339690602,9.02,18.42,3
140US48339690900,8.03,16.18,2
140US48453002212,8.45,18.39,4
140US48453001100,1.2,4.11,4
140US48453001901,2.38,6.93,4
140US48397040506,12.68,19.93,4
140US48339694000,10.6,18.86,1
140US48453001304,1.6,4.74,4
140US48453001305,1.47,3.94,4
140US48423001802,6.59,10.87,2
140US48453001911,2.78,11.14,4
140US48453001918,6.07,14.87,4
140US48453002105,4.72,9.16,5
140US48453002111,2.85,5.21,4
140US48479001715,4.56,14.48,1
140US48453001401,1.49,4.95,4
140US48453001403,1.62,5.49,4
140US48453001505,4.44,8.47,5
140US48491020808,21.1,39.3,0
140US48423001907,13.56,22.01,2
140US48425000100,43.81,56.17,0
140US48427950101,43.84,95.03,0
140US48339691000,7.29,15.96,2
140US48453002312,3.46,8.1,4
140US48453002407,5.7,12.47,3
140US48353950500,48.3,73.73,0
140US48453001741,13.19,30.51,0
140US48453001756,7.04,16.22,4
140US48453001760,13.94,27.65,1
140US48495950400,46.48,55.3,0
140US48497150602,23.67,34.17,0
140US48473680600,17.32,31.31,0
140US48401950100,22.76,33.19,0
140US48453000803,1.5,4.44,4
140US48453001738,4.75,10.85,4
140US48469001400,11.35,19.13,1
140US48453000901,0.58,2.38,4
140US48453000902,0.78,0.0,4
140US48397040301,8.22,14.75,6
140US48427950204,56.23,67.4,0
140US48429950200,58.48,78.4,0
140US48439100102,4.06,7.79,11
140US48453002413,3.16,8.81,4
140US48453002424,0.65,0.0,4
140US48453002428,5.86,13.99,4
140US48453002430,3.54,10.07,4
140US48453001820,2.03,5.36,5
140US48453001822,0.74,3.33,5
140US48471790101,47.31,61.36,0
140US48471790400,41.06,39.95,0
140US48439100602,3.28,11.63,9
140US48439101202,3.25,7.36,12
140US48439101403,1.69,4.83,11
140US48439102201,3.79,12.25,9
140US48439102301,0.75,5.58,10
140US48439102700,3.08,7.28,9
140US48453002432,7.53,17.48,4
140US48453001834,2.73,9.09,5
140US48453001839,2.95,9.07,5
140US48423002200,12.42,24.56,2
140US48349970700,65.31,65.79,0
140US48403950300,51.73,64.07,0
140US48453002500,5.78,14.39,5
140US48135001300,1.3,2.58,2
140US48201311900,3.32,6.16,14
140US48453001000,0.49,2.37,4
140US48035950400,36.38,53.01,0
140US48157673902,13.25,19.16,6
140US48245011203,9.82,13.82,2
140US48201531400,1.09,3.9,11
140US48351950200,61.82,84.0,0
140US48113019014,3.71,8.15,11
140US48173950100,41.34,53.74,0
140US48439105901,1.49,5.35,10
140US48257050800,21.03,31.25,0
140US48257051201,36.74,43.41,0
140US48363000500,20.94,24.03,1
140US48363000600,18.97,22.82,1
140US48365950200,32.69,46.84,0
140US48365950400,29.36,34.25,0
140US48015760501,44.34,75.84,0
140US48277000402,64.14,75.59,0
140US48277000600,60.3,68.41,0
140US48355001601,2.84,6.2,3
140US48027021400,6.24,13.94,1
140US48027021601,8.19,13.59,1
140US48259970402,28.45,53.18,0
140US48265960302,85.79,81.57,0
140US48265960401,59.17,77.47,0
140US48015760300,46.93,56.38,0
140US48355000800,4.34,7.4,3
140US48367140408,14.2,30.94,0
140US48367140410,15.74,35.83,0
140US48027020800,5.42,8.62,1
140US48027021202,1.91,8.3,1
140US48027021301,1.6,8.55,1
140US48027021303,2.15,7.36,1
140US48355005406,8.0,14.24,3
140US48355005413,3.27,8.49,3
140US48355005414,4.52,11.22,3
140US48355005416,5.17,12.5,3
140US48355001801,3.36,6.29,3
140US48355001903,2.2,5.85,3
140US48121021619,0.95,0.0,10
140US48121021623,3.47,7.5,10
140US48121021625,7.27,16.8,3
140US48121021631,5.79,13.49,5
140US48121021635,4.19,12.33,10
140US48121021638,4.29,12.33,10
140US48005000101,10.72,13.47,1
140US48005000400,0.79,0.0,1
140US48355005601,14.45,20.33,3
140US48355005602,14.1,20.25,3
140US48355006000,19.23,36.08,0
140US48367140502,14.33,23.08,1
140US48439111523,4.34,7.13,16
140US48439111525,5.71,10.51,13
140US48439111530,8.5,14.46,11
140US48355001701,3.97,9.81,3
140US48257051300,40.41,53.92,0
140US48259970301,33.78,39.11,0
140US48259970302,31.76,41.4,0
140US48367140101,4.7,6.25,3
140US48257050701,21.11,30.43,0
140US48355005102,22.3,40.88,0
140US48367140703,10.42,18.16,3
140US48255970400,49.66,75.23,0
140US48355002703,2.95,6.54,3
140US48355002705,3.0,7.19,3
140US48355003001,7.72,11.59,3
140US48355003101,9.62,18.41,3
140US48355003304,1.89,6.83,3
140US48355003306,2.86,8.03,3
140US48355003602,9.09,14.47,3
140US48257050703,35.28,41.87,0
140US48003950200,41.32,41.47,0
140US48003950400,29.1,55.3,0
140US48355002601,2.12,5.97,3
140US48367140602,12.05,19.73,1
140US48353950100,37.41,46.05,0
140US48353950400,43.08,44.34,0
140US48355000600,1.5,4.78,3
140US48369950200,77.01,80.62,0
140US48367140403,20.42,28.98,1
140US48355003700,12.24,13.84,3
140US48371950500,98.5,100.47,0
140US48373210101,45.44,81.62,0
140US48439111015,8.23,13.26,7
140US48439111016,8.86,16.48,7
140US48439111104,1.74,7.22,11
140US48265960800,45.88,57.77,0
140US48271950100,123.82,,0
140US48005000302,4.58,11.5,1
140US48005000600,4.59,6.28,1
140US48005000901,1.73,4.37,1
140US48273020300,36.4,47.98,0
140US48273020500,35.91,48.18,0
140US48355006300,2.73,15.84,3
140US48357950100,116.41,,0
140US48015760100,40.43,55.31,0
140US48439113002,0.94,5.69,16
140US48439113107,4.4,12.75,14
140US48001950600,33.8,47.01,0
140US48439113206,1.1,5.56,12
140US48439113210,3.28,9.52,10
140US48439113216,3.34,9.5,10
140US48439113220,1.79,4.91,13
140US48439113301,2.69,6.11,12
140US48439113404,1.37,4.08,14
140US48439111309,15.15,22.09,6
140US48439111311,11.65,15.28,7
140US48439111312,13.95,19.7,6
140US48439111314,14.58,17.44,5
140US48439111404,6.6,14.39,11
140US48439113510,4.88,10.75,15
140US48439113512,4.25,9.41,15
140US48439113516,6.23,11.8,13
140US48439113520,7.14,13.04,13
140US48027020702,2.49,5.75,1
140US48121021722,5.65,11.74,4
140US48355002102,2.95,6.38,3
140US48355002301,1.1,3.35,3
140US48355002400,0.64,0.0,3
140US48141000800,3.7,8.23,2
140US48373210206,45.04,69.59,0
140US48293970400,47.01,63.25,0
140US48439111409,10.44,18.52,9
140US48439111505,6.92,13.97,10
140US48439111516,7.27,14.16,9
140US48303001000,0.98,5.03,2
140US48303001501,1.82,3.73,2
140US48001950402,47.89,76.42,0
140US48277000700,56.69,67.61,0
140US48121021745,2.21,6.62,8
140US48381021200,3.91,10.23,1
140US48185180101,27.22,29.53,1
140US48185180200,28.29,34.35,0
140US48139061200,38.5,50.83,0
140US48141000109,11.62,19.17,2
140US48141000111,10.86,17.78,2
140US48141000112,10.98,18.37,2
140US48141000302,7.8,15.44,2
140US48141000404,7.58,13.39,2
140US48255970200,56.26,63.04,0
140US48201240702,11.87,18.14,6
140US48201240801,7.86,14.56,6
140US48201241101,5.98,15.0,2
140US48201241300,4.84,10.27,5
140US48279950200,66.53,86.8,0
140US48279950500,42.23,48.74,0
140US48201250100,13.99,20.54,5
140US48281950301,41.5,48.21,0
140US48439111548,9.24,10.02,11
140US48439111551,11.88,19.57,8
140US48439111532,7.14,14.33,11
140US48439111538,5.18,9.3,14
140US48439111539,6.35,9.23,12
140US48439111543,8.33,16.0,9
140US48439111545,7.75,15.88,11
140US48201232302,4.96,10.32,8
140US48201232401,2.14,6.08,10
140US48201232701,3.22,7.92,10
140US48201232800,1.79,5.08,11
140US48201233002,0.9,3.91,8
140US48201233103,1.83,3.88,10
140US48459950200,28.54,41.7,0
140US48055960101,20.02,28.98,2
140US48067950400,27.11,34.82,0
140US48061013305,3.78,9.79,1
140US48061013307,2.34,7.73,1
140US48061013401,1.36,4.84,1
140US48075950100,124.6,,0
140US48067950500,36.47,53.12,0
140US48303010404,12.3,15.0,2
140US48303010406,13.0,16.07,2
140US48303010407,9.68,13.98,2
140US48303010505,6.11,11.63,2
140US48113013611,2.4,8.83,12
140US48185180400,28.01,33.13,0
140US48187210504,13.04,22.83,1
140US48325000402,24.3,38.3,0
140US48325000800,32.28,35.55,0
140US48329000401,2.97,6.97,2
140US48303010200,10.78,19.58,2
140US48181001803,20.2,25.64,1
140US48305950500,34.29,35.09,0
140US48305950600,42.52,46.11,0
140US48309000700,0.19,0.0,1
140US48309000800,0.95,3.14,1
140US48139060600,22.07,30.99,0
140US48309004202,16.51,30.75,0
140US48061012612,5.35,12.33,1
140US48061012305,32.62,38.74,0
140US48061012301,21.83,41.03,0
140US48061013002,2.78,9.15,1
140US48061013106,2.27,7.15,1
140US48061013207,5.86,13.1,1
140US48061012900,2.92,8.2,1
140US48321730400,41.68,73.53,0
140US48323950204,113.5,,0
140US48323950205,112.11,,0
140US48323950601,114.6,,0
140US48323950602,113.83,,0
140US48201233200,1.65,4.87,10
140US48201233600,5.76,10.55,12
140US48201233701,5.06,12.21,10
140US48061012102,18.81,32.2,0
140US48081950100,36.84,58.61,0
140US48309001700,7.72,9.6,1
140US48309001800,6.07,12.63,1
140US48453002403,1.73,5.4,4
140US48453002409,0.65,3.05,4
140US48453002412,3.11,8.08,4
140US48453002422,1.46,4.51,4
140US48201240400,11.77,22.43,3
140US48139060702,15.99,21.64,4
140US48139060802,23.72,29.82,1
140US48439111203,6.49,16.96,7
140US48439111301,9.38,25.8,3
140US48453002423,1.76,5.46,4
140US48309001200,1.47,4.13,1
140US48049951000,79.81,,0
140US48049951200,77.76,99.74,0
140US48329001200,1.86,5.19,2
140US48329001400,1.76,4.48,2
140US48139060900,29.93,46.2,0
140US48139061500,33.75,38.81,0
140US48459950500,21.21,39.86,0
140US48201240600,11.63,16.06,7
140US48299970500,46.43,76.83,0
140US48303000403,4.05,7.19,2
140US48303000404,6.99,10.26,2
140US48303000500,2.5,4.0,2
140US48303000900,2.59,6.93,2
140US48085030100,16.75,31.93,0
140US48085030202,11.81,28.39,1
140US48085030406,11.22,22.46,5
140US48085030408,13.16,23.37,5
140US48303010511,7.13,13.39,2
140US48303980000,6.93,13.13,2
140US48303002500,3.24,8.34,2
140US48303010101,15.87,19.08,2
140US48201222200,7.02,11.29,11
140US48201222401,6.94,13.02,10
140US48201222502,8.68,15.31,7
140US48201222600,9.72,14.62,10
140US48201223002,7.82,14.24,11
140US48201223100,9.31,17.07,8
140US48201230200,4.52,9.21,14
140US48201230700,5.13,10.73,14
140US48201231000,6.76,13.23,11
140US48469001501,12.64,20.3,1
140US48469001605,2.33,6.46,1
140US48469001606,12.69,16.77,1
140US48469980000,5.83,9.83,1
140US48471790103,36.54,52.31,0
140US48459950700,8.23,17.98,1
140US48185180302,28.02,55.45,0
140US48309003701,10.12,18.71,1
140US48029120800,1.13,5.26,10
140US48309003801,13.7,23.07,1
140US48453002425,3.42,9.49,4
140US48325000200,47.47,51.67,0
140US48325000300,32.22,46.02,0
140US48201250302,13.92,21.85,2
140US48057000300,39.38,48.43,0
140US48061012401,11.78,20.52,1
140US48201453100,4.16,11.71,11
140US48201453300,5.29,10.54,12
140US48201453502,7.0,13.43,10
140US48201453602,5.44,12.65,10
140US48201453900,8.61,17.61,9
140US48201454200,11.39,20.08,9
140US48053960500,40.36,78.34,0
140US48201510300,2.39,5.67,15
140US48201510500,1.03,5.05,15
140US48201521300,1.82,6.58,10
140US48453001856,7.43,22.27,3
140US48453001857,7.39,14.37,4
140US48439121605,4.87,11.77,13
140US48309004102,15.67,32.22,0
140US48061011901,25.01,31.3,0
140US48061011902,25.65,33.88,0
140US48439121606,5.41,12.43,12
140US48439121609,6.21,14.9,11
140US48439121905,2.26,4.37,15
140US48439123200,2.69,8.16,9
140US48141003602,0.91,1.97,2
140US48141003801,4.41,8.62,2
140US48141003804,6.17,10.31,2
140US48141004004,9.21,16.45,2
140US48141004104,6.92,13.36,2
140US48141004106,5.57,10.51,2
140US48141004202,3.43,8.4,2
140US48395960500,33.75,35.35,0
140US48029141402,7.25,12.73,10
140US48029141403,6.14,11.86,10
140US48029141600,6.39,17.41,10
140US48029141900,15.36,28.9,3
140US48141004309,7.44,15.05,2
140US48453001742,16.18,32.76,0
140US48453001750,2.51,9.24,4
140US48439104802,0.66,0.0,10
140US48029150501,0.89,4.26,10
140US48029150700,1.25,3.81,10
140US48029151200,3.42,7.84,10
140US48029151301,2.22,6.31,10
140US48201521400,2.86,8.72,10
140US48201521600,3.95,8.36,10
140US48201522100,2.07,7.48,9
140US48201522202,1.31,5.12,10
140US48201522401,2.02,5.62,10
140US48201522500,1.37,4.08,11
140US48201530300,1.25,5.55,15
140US48201530600,2.67,7.48,16
140US48201531000,2.87,6.37,13
140US48201531500,1.74,4.29,11
140US48201531600,1.52,2.87,11
140US48201532001,3.0,8.29,10
140US48201254100,16.24,23.21,2
140US48439104900,2.54,4.9,9
140US48439105008,5.07,10.99,9
140US48439105204,3.19,9.87,10
140US48439105403,3.69,10.18,9
140US48439105405,2.76,6.59,9
140US48439105507,0.93,6.16,8
140US48467951000,46.07,62.22,0
140US48439122001,1.26,3.63,15
140US48439105508,0.79,7.18,8
140US48381020200,3.19,8.49,1
140US48061012101,20.87,36.16,0
140US48291701000,21.06,28.48,1
140US48453001604,4.74,11.33,5
140US48453001705,6.11,15.12,5
140US48085030528,4.47,10.17,2
140US48085030603,2.92,5.72,2
140US48085030605,3.69,6.97,2
140US48085030701,2.23,3.13,2
140US48147950300,21.07,32.8,0
140US48147950701,24.89,36.1,0
140US48157675100,22.23,29.44,2
140US48157675300,25.47,32.32,0
140US48085030900,1.61,5.45,2
140US48201452202,4.38,12.4,12
140US48201452700,8.61,16.82,9
140US48201453000,5.19,12.54,11
140US48201321600,1.59,4.81,10
140US48201321800,2.69,6.73,11
140US48201322600,3.06,7.89,10
140US48201322700,2.57,6.18,10
140US48469000202,1.5,5.76,1
140US48469000302,2.45,5.12,1
140US48469000400,1.68,2.17,1
140US48375015400,2.31,6.98,1
140US48049950200,64.59,96.67,0
140US48049950500,73.7,85.97,0
140US48039664501,12.16,27.31,1
140US48041001803,1.52,4.45,1
140US48141010401,12.91,18.38,2
140US48415950300,83.26,,0
140US48309004103,8.41,15.6,1
140US48053960700,32.12,63.23,0
140US48181001801,18.66,33.16,0
140US48201313400,3.13,7.47,14
140US48201313600,2.27,7.46,14
140US48453001848,3.34,9.24,5
140US48453001851,6.69,11.81,4
140US48453001854,16.17,31.06,0
140US48167724800,13.59,19.95,1
140US48113016510,8.19,15.87,10
140US48113016513,6.42,12.71,11
140US48113014124,6.01,12.58,12
140US48113014130,2.88,11.45,13
140US48113014132,3.69,9.38,11
140US48113014133,4.99,11.46,13
140US48453001766,13.62,27.5,1
140US48029170800,0.73,2.42,10
140US48439106516,1.93,6.25,12
140US48291700700,42.41,58.7,0
140US48201454302,11.46,19.17,9
140US48201454501,12.66,19.27,6
140US48201454502,14.13,24.39,4
140US48201455000,16.44,25.74,2
140US48113014204,3.23,6.07,17
140US48113014206,4.2,11.64,15
140US48113014307,2.64,5.93,16
140US48113014312,3.99,7.71,14
140US48451001600,13.04,20.65,1
140US48451001707,5.72,12.34,1
140US48439113908,6.93,18.61,5
140US48439113910,10.2,22.52,2
140US48201455102,16.54,24.67,2
140US48113015800,5.36,10.84,15
140US48113016002,3.95,10.75,15
140US48113016201,3.77,8.76,14
140US48113016301,5.59,11.44,12
140US48113016408,5.47,10.86,14
140US48113016409,6.46,14.63,10
140US48113016413,7.46,13.09,11
140US48085031704,3.25,9.64,10
140US48085031711,4.02,11.0,10
140US48201313900,0.74,3.76,14
140US48201314002,1.13,2.91,14
140US48201320500,3.27,7.95,13
140US48201320700,2.3,6.82,13
140US48201320900,0.41,3.48,11
140US48201251700,19.36,34.28,0
140US48201251800,16.68,24.0,1
140US48201252100,7.66,16.18,3
140US48201252200,3.84,10.04,7
140US48201323100,2.11,3.97,10
140US48201323400,0.86,2.96,10
140US48201323900,2.71,5.91,10
140US48201324000,4.11,9.07,9
140US48121021719,8.94,18.43,3
140US48453001775,6.77,18.82,3
140US48453001779,15.63,37.86,0
140US48439113611,1.92,5.47,11
140US48439113618,2.89,6.79,16
140US48439113622,4.12,9.71,9
140US48439113626,2.45,5.03,14
140US48439113906,9.39,18.89,4
140US48439113929,10.18,18.93,6
140US48439114007,2.3,10.5,9
140US48401950200,19.37,28.6,1
140US48439113911,8.28,16.96,5
140US48201532600,6.02,12.78,10
140US48201532900,5.87,11.86,11
140US48201533100,4.53,8.72,10
140US48201533300,5.21,12.01,12
140US48439113919,5.72,13.69,7
140US48085031653,5.92,13.85,5
140US48085031655,5.86,13.88,8
140US48085031657,8.72,16.77,8
140US48085031662,7.29,18.21,5
140US48161000200,65.31,90.24,0
140US48167723800,2.85,8.7,1
140US48167724101,15.12,19.64,1
140US48167724500,13.16,19.43,1
140US48201324200,3.88,7.04,14
140US48201330500,4.9,11.15,13
140US48201330600,5.76,11.35,13
140US48029171916,4.97,11.69,8
140US48029171919,4.39,13.75,8
140US48029171921,5.04,12.69,8
140US48029171924,4.5,12.41,8
140US48029172002,8.81,17.07,8
140US48495950200,50.21,53.21,0
140US48453001780,12.47,30.95,0
140US48439114102,6.87,17.02,4
140US48439114103,10.73,19.29,7
140US48439114203,13.48,28.65,1
140US48439121601,6.61,13.89,10
140US48439106518,3.14,10.11,14
140US48439110202,1.61,3.81,12
140US48215020803,3.9,12.84,1
140US48257050201,8.16,15.51,8
140US48439113921,8.25,14.04,7
140US48029162001,12.14,19.52,5
140US48029162004,13.74,20.19,5
140US48257050300,20.96,31.64,0
140US48257050500,22.67,29.29,1
140US48029170401,1.05,2.7,10
140US48141001107,7.79,17.69,2
140US48141001110,5.29,13.3,2
140US48141001111,4.33,12.66,2
140US48141001302,8.25,17.28,2
140US48453001784,13.41,25.54,3
140US48453001806,2.01,4.88,5
140US48453001812,3.84,7.61,5
140US48453001818,2.82,6.99,5
140US48453001819,1.55,3.75,5
140US48453001823,0.51,0.0,5
140US48439110301,1.9,3.9,12
140US48439110600,3.23,11.54,9
140US48439110805,4.68,12.64,10
140US48439111010,7.27,21.57,4
140US48439111012,3.78,8.41,7
140US48453001770,6.79,15.35,3
140US48453001772,5.88,9.71,4
140US48453001774,5.04,15.01,3
140US48439113112,3.82,11.16,14
140US48453001828,4.47,13.05,4
140US48453001832,1.23,5.06,5
140US48201254600,13.9,20.99,4
140US48201310100,3.12,9.1,15
140US48201310400,3.83,10.03,15
140US48201310800,3.77,7.2,14
140US48439122100,1.8,6.25,14
140US48439122400,4.22,9.11,11
140US48417950300,33.57,53.9,0
140US48419950500,9.4,16.2,1
140US48421950200,91.2,102.95,0
140US48029181506,4.24,8.07,10
140US48085031634,2.8,10.74,5
140US48085031637,5.62,15.12,5
140US48085031642,4.74,12.94,4
140US48085031645,8.04,15.07,9
140US48201532200,3.29,6.99,11
140US48453001714,8.78,19.16,2
140US48439122802,3.63,7.81,13
140US48439123000,1.96,8.01,10
140US48291700500,39.19,69.15,0
140US48159950300,48.52,74.26,0
140US48201254500,12.89,22.62,3
140US48491021203,26.3,40.35,0
140US48453001719,6.91,16.99,5
140US48453001728,1.53,4.66,4
140US48453001733,9.34,21.45,3
140US48453001740,4.37,10.16,4
140US48381020500,3.16,9.29,1
140US48461950200,43.08,68.28,0
140US48463950500,81.84,,0
140US48465950201,158.35,,0
140US48465950302,158.81,,0
140US48465980000,158.87,,0
140US48181001700,13.94,19.15,1
140US48439113923,6.17,13.2,9
140US48439113926,10.44,17.22,7
140US48201330800,3.19,8.23,11
140US48381020600,5.78,10.9,1
140US48381021101,3.22,8.97,1
140US48381021102,4.3,9.49,1
140US48381021602,4.69,10.86,1
140US48381021605,5.65,14.56,1
140US48381021608,7.64,15.23,1
140US48181001102,24.2,34.53,0
140US48291700200,27.75,39.54,0
140US48027020202,13.52,21.11,1
140US48019000200,60.03,82.19,0
140US48251130406,14.64,23.93,3
140US48491021603,23.15,36.1,0
140US48085030518,11.23,18.05,4
140US48085030520,12.67,24.66,2
140US48085030525,7.58,16.32,2
140US48085030526,6.94,12.82,2
140US48395960200,42.18,44.16,0
140US48027020600,3.83,9.12,1
140US48339692602,11.46,26.63,1
140US48339692801,20.53,32.85,0
140US48339693000,10.83,20.99,1
140US48337950100,44.95,72.4,0
140US48029120901,2.13,9.61,10
140US48027022200,21.92,30.08,0
140US48027022402,21.52,31.07,0
140US48027022404,21.88,27.92,1
140US48027022502,24.05,32.35,0
140US48019000101,39.03,65.36,0
140US48021950801,21.95,36.07,0
140US48121020112,14.23,24.11,4
140US48121020114,12.02,27.91,1
140US48121020202,14.6,26.46,1
140US48029121000,2.93,9.81,10
140US48029121118,6.49,13.74,9
140US48029121120,4.23,12.53,9
140US48029121203,0.79,3.53,11
140US48029121206,2.32,7.7,10
140US48491021401,12.85,24.79,2
140US48491021403,10.6,20.11,2
140US48491021504,9.91,15.54,2
140US48281950400,49.97,61.75,0
140US48285000300,60.25,84.85,0
140US48029121501,3.02,9.43,10
140US48201542101,9.2,21.35,3
140US48029121507,2.26,6.85,10
140US48029121508,2.54,6.19,10
140US48029121606,4.45,10.97,10
140US48121021726,5.4,12.83,6
140US48453001764,19.95,44.32,0
140US48121021524,11.3,22.98,5
140US48021950502,38.88,50.14,0
140US48021950700,43.04,50.0,0
140US48121021525,12.54,23.58,3
140US48027023103,26.14,32.22,0
140US48027023105,28.81,40.66,0
140US48335950200,75.25,74.69,0
140US48339691601,2.58,8.05,2
140US48339694102,7.5,18.6,1
140US48339694302,10.51,21.09,1
140US48337950400,54.86,57.62,0
140US48339692002,7.81,13.26,3
140US48253020101,10.72,21.24,2
140US48253020200,26.23,29.42,1
140US48339694400,10.28,22.12,1
140US48123970400,28.9,48.52,0
140US48135001600,2.12,4.41,2
140US48135001700,3.36,6.2,2
140US48497150601,23.84,41.91,0
140US48027022000,15.27,25.11,1
140US48121021731,2.38,6.92,6
140US48121021736,1.55,7.08,10
140US48121021741,2.67,8.13,6
140US48121021743,3.8,8.8,5
140US48121021746,9.53,19.96,3
140US48121021749,9.07,19.86,3
140US48085031202,19.38,30.34,0
140US48085031309,9.88,17.44,3
140US48085031314,10.32,18.38,2
140US48085031316,6.07,13.35,4
140US48239950100,37.91,51.93,0
140US48121021753,7.64,18.62,2
140US48121021800,11.21,18.75,5
140US48251130303,24.03,36.84,0
140US48251130405,12.43,27.12,2
140US48121021613,5.97,12.53,8
140US48121021618,2.78,6.3,7
140US48025950600,36.0,55.11,0
140US48027020100,10.66,27.03,1
140US48339691800,2.05,0.0,2
140US48339692001,2.85,9.81,3
140US48339692200,8.98,21.95,2
140US48121020310,7.54,21.83,1
140US48121020506,6.73,17.48,1
140US48121020900,2.46,9.71,2
140US48113015500,3.79,9.16,15
140US48341950200,51.14,65.77,0
140US48347950501,26.67,35.91,0
140US48347950700,24.95,32.44,0
140US48347950900,22.18,30.39,0
140US48441010300,3.05,9.4,2
140US48441010600,1.33,6.78,2
140US48497150603,17.02,31.05,0
140US48251130500,31.79,52.62,0
140US48251130900,24.91,35.26,0
140US48113019031,5.34,10.99,13
140US48113019037,5.79,12.53,12
140US48113019039,6.08,14.61,15
140US48241950300,63.32,73.76,0
140US48241950800,30.09,42.09,0
140US48245000101,7.47,11.71,1
140US48245000306,2.19,8.87,1
140US48245000400,1.37,6.2,2
140US48245000600,2.54,7.77,2
140US48085031405,7.45,15.92,4
140US48085031406,5.71,15.28,2
140US48113019800,3.01,6.75,18
140US48113020400,1.67,4.55,17
140US48121021000,1.92,8.04,2
140US48121021201,2.13,7.79,3
140US48121021303,2.39,7.36,3
140US48245000700,3.32,8.7,2
140US48245001302,4.02,11.11,2
140US48245001700,3.25,7.36,2
140US48201431700,4.1,8.84,13
140US48201431900,3.21,7.22,14
140US48113014121,4.22,7.04,10
140US48121021404,6.86,14.63,3
140US48121021405,4.94,12.65,2
140US48139060400,25.89,32.99,0
140US48441011200,1.54,5.55,2
140US48441011400,0.84,0.0,2
140US48201432002,2.08,8.23,12
140US48201432701,1.54,5.64,13
140US48029151600,2.93,8.68,10
140US48029152000,7.28,12.61,10
140US48453001754,4.29,13.31,5
140US48401950700,31.52,39.8,0
140US48401950900,34.32,42.27,0
140US48441011700,2.02,4.97,2
140US48441012200,3.99,6.26,2
140US48119950200,35.74,40.13,0
140US48121021729,4.1,11.85,6
140US48339693102,3.66,8.23,2
140US48339693200,5.11,11.87,2
140US48341950100,61.46,89.07,0
140US48121020203,13.22,21.46,1
140US48121020205,11.07,26.16,1
140US48245002600,5.3,9.71,2
140US48121020307,14.16,21.97,3
140US48339693700,4.77,6.85,2
140US48121021512,6.31,15.37,3
140US48121021515,9.27,24.35,2
140US48121021517,5.11,12.93,5
140US48121021522,10.48,22.19,3
140US48061010100,28.91,43.45,0
140US48061010302,24.89,37.56,0
140US48061010401,30.09,37.46,0
140US48183000401,0.97,0.0,1
140US48121020104,20.12,36.16,0
140US48183000502,4.24,7.28,1
140US48183000700,3.38,6.97,1
140US48183000900,5.71,8.36,1
140US48063950102,41.3,60.81,0
140US48121020308,19.1,38.18,0
140US48085031804,4.97,12.45,11
140US48507950301,95.77,134.91,0
140US48507950302,91.0,,0
140US48315950300,21.79,45.91,0
140US48317950200,26.76,26.98,1
140US48245005600,0.49,3.45,2
140US48245006300,1.6,3.62,2
140US48245002300,3.67,8.86,2
140US48491021300,28.67,43.12,0
140US48493000202,28.95,43.86,0
140US48113011800,4.17,9.97,11
140US48113012000,3.11,9.62,12
140US48245006600,4.54,7.52,2
140US48245006800,2.82,6.54,2
140US48245007002,4.4,10.83,2
140US48245010300,2.48,6.37,2
140US48245010600,3.69,10.4,2
140US48245010800,7.42,15.21,2
140US48245011101,8.56,12.57,2
140US48453001917,5.89,14.29,4
140US48439980000,9.0,15.71,11
140US48113012209,1.51,3.97,14
140US48183001200,7.42,11.62,1
140US48311950100,80.68,104.78,0
140US48313000400,39.99,53.11,0
140US48453001755,6.93,18.5,4
140US48095950300,40.9,57.47,0
140US48329010104,5.53,11.05,2
140US48329010109,16.35,14.08,1
140US48329010112,5.54,9.9,1
140US48321730201,35.67,76.4,0
140US48201231200,6.89,18.23,9
140US48439110808,6.97,15.0,7
140US48439110905,2.12,9.44,9
140US48439110906,4.18,10.2,8
140US48113013005,2.24,7.45,16
140US48113013009,2.88,9.65,16
140US48113013011,1.35,7.06,14
140US48113013104,6.99,13.47,16
140US48113013200,4.37,9.34,16
140US48121020106,10.13,23.75,1
140US48201231900,8.27,16.42,7
140US48201232000,9.88,15.91,7
140US48201232200,11.41,19.6,6
140US48201251100,15.46,30.2,0
140US48201251300,17.03,33.2,0
140US48245002100,1.98,6.38,2
140US48201451602,8.77,18.98,8
140US48113013606,2.56,10.48,14
140US48201542200,11.68,21.69,2
140US48201542302,12.87,27.23,1
140US48113012211,1.26,4.06,14
140US48113012302,2.3,6.35,13
140US48113012604,3.24,16.07,9
140US48113012701,2.2,7.31,14
140US48135003000,7.14,7.52,2
140US48135003100,0.21,0.0,2
140US48139060204,12.64,20.86,6
140US48139060208,23.35,32.62,0
140US48061012507,6.73,10.35,1
140US48201250701,17.12,28.84,1
140US48201251000,17.9,37.6,0
140US48113012800,2.21,7.23,14
140US48121020107,9.42,24.28,2
140US48399950200,42.6,54.62,0
